site,clock_bin,time_hour,deviation_eta,standard_error,lower_eta,upper_eta,ratio,ratio_lower,ratio_upper,direction,display_order,display_name,color_hex,segment_start,segment_id
RISE,0,0.25,-0.34493599375058537,0.23123420694339872,-0.7981467113533284,0.10827472385215764,0.4519225437373728,0.15916709453033148,1.2831420096013502,not_distinguishable,1,Borås (SE),#88CCEE,TRUE,1
RISE,30,0.75,-0.27957858741534214,0.20543642978924734,-0.6822265909147582,0.12306941608407401,0.5253169481950407,0.20786118990574814,1.3276066406917064,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,60,1.25,-0.21724101508485075,0.18339142809012426,-0.5766816092148613,0.14219957904515987,0.6063997099787806,0.26504425239114426,1.387393255823855,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,90,1.75,-0.16166449488729118,0.16447105515367141,-0.4840218394877879,0.16069284971320552,0.6891845058102876,0.3280787945084079,1.44774758685843,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,120,2.25,-0.1161872217898469,0.14734047018705987,-0.40496923682168173,0.1725947932419879,0.7652666338590395,0.39357795349811153,1.4879721175763345,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,150,2.75,-0.08225971737774959,0.13165469428546023,-0.34029817657288286,0.17577874181738365,0.8274471846303885,0.45677447111635283,1.498920991971008,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,180,3.25,-0.058308885832207405,0.11846623022749511,-0.29049843046232804,0.17388065879791326,0.8743616765991511,0.512273121613205,1.4923842560737068,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,210,3.75,-0.03932690558780155,0.10881619942342431,-0.2526027373922413,0.1739489262166382,0.913425421802222,0.5589812784298297,1.4926188646929874,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,240,4.25,-0.017526806808829107,0.10254998649121465,-0.21852108694667882,0.18346747332902058,0.9604465330347589,0.6046149938599298,1.5256941230144097,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,270,4.75,0.015852928561121634,0.09905382239496,-0.17828899586402694,0.20999485298627021,1.0371771220087476,0.6633015377495682,1.6217908766924896,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,300,5.25,0.06793259372562822,0.0983583988525332,-0.12484632560236254,0.260711513053619,1.1693178886458928,0.7501596051336485,1.8226845531941025,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,330,5.75,0.1415146993339447,0.1005920430204423,-0.055642082117425884,0.3386714807853153,1.3852070694967036,0.8797472498650724,2.1810794244346123,not_distinguishable,1,Borås (SE),#88CCEE,FALSE,1
RISE,360,6.25,0.2332993219311618,0.10498977098975741,0.02752315204612915,0.43907549181619443,1.7111942881920634,1.0654256595228373,2.7483718509769735,higher,1,Borås (SE),#88CCEE,TRUE,2
RISE,390,6.75,0.3337949455226887,0.11037695026386715,0.11746009828214032,0.550129792763237,2.156725858991268,1.3105696254968915,3.549194442132793,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,420,7.25,0.42922556058652916,0.11619235747133252,0.20149272466391402,0.6569583965091443,2.6867395018120264,1.5903500419275178,4.5389813313351866,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,450,7.75,0.5050349295277167,0.1224067970502732,0.2651220158462776,0.7449478432091557,3.19915240144511,1.8412892424592162,5.55837499707692,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,480,8.25,0.5499559128049119,0.12876567704775033,0.2975798233464054,0.8023320022634183,3.54777372351465,1.984174314656711,6.343544667565497,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,510,8.75,0.5593119066291038,0.134678640302218,0.295346622149932,0.8232771911082756,3.6250325172354434,1.9739976083371766,6.656979063963363,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,540,9.25,0.5364000424160633,0.13978926779491072,0.2624181121128136,0.8103819727193131,3.4387455581418256,1.829861046475273,6.462223476704808,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,570,9.75,0.4914350253773814,0.1441976488164166,0.20881282704185017,0.7740572237129126,3.1005234857604216,1.617382825070884,5.943704691763772,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,600,10.25,0.4383863342417335,0.14801659692757424,0.14827913514950608,0.7284935333339609,2.7440140721837065,1.4069515269625252,5.351721849719961,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,630,10.75,0.390795455552656,0.1510222820994215,0.09479722177474181,0.6867936893305702,2.4592090906049457,1.2439336659647202,4.861761938586786,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,660,11.25,0.3580171311464827,0.15293307439120646,0.0582738132947333,0.657760448998232,2.28043202397121,1.1435991221024757,4.54737164050344,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,690,11.75,0.34314376033519517,0.15380325892824723,0.041694912130942174,0.6445926085394482,2.2036557973685764,1.100765760070872,4.41156424865857,higher,1,Borås (SE),#88CCEE,FALSE,2
RISE,720,12.25,0.3432144897092639,0.15387594961650905,0.04162317037400631,0.6448058090445214,2.204014714864346,1.1005839379418936,4.413730471500874,higher,1,Borås (SE),#88CCEE,FALSE,2
