path,sha256,bytes,role
audit/report_harmonization/owner_orders/h04_manuscript_main_figure3_candidate_only.md,841efaef5f49467d3e7938aded1d1496d450da53b7dd3ba95b794a4d9a1f63fa,6044,owner_order
audit/report_harmonization/owner_orders/h04_manuscript_main_figure3_candidate_only_dispatch_manifest.csv,8fe0f26e1f3252e578dd3b7d6048e84d82bc6bbf1ee6432fc7cff896255f5ea2,2509,dispatch_manifest
scripts/hypotheses/H04/build_h04_manuscript_figure3_candidate.R,3a2ee9098182fd75ae633beacb8d2421303b60201e3f14f76df3ed5fca15c0ed,32567,candidate_builder
tests/hypotheses/H04/test_h04_manuscript_figure3_candidate.R,e63f7ea9930f73145fea3d53f2969a8965f0d96818f2c4d9dee5b33091d33688,27024,corrected_focused_test_not_rerun
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_panel_d_source.csv,5efd07d4ac171c4bbea8f26b2b48ff6ca5597ebabdc88f3a87c63d2cca1885fc,6136,panel_d_source
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_category_support.csv,ac9d979e784fc05c293e40721bda8ea40f120713161c63ea347e5f61c42f34bc,668,category_support
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_frame_contract.csv,091ef8f3eb71cb3ba59946c9ccd85074ba5c1f27c44c3b51294a3ecc39221c06,273,frame_contract
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_input_identities.csv,7430017dadcacd238fbbdf9a1903c2886f5181c03fff68f02e009d956ffdd441,2838,input_identities
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_temporal_tag_boxes.csv,f17e655091218e30feecf37ae81011b37ce55327deba3b1619fcc2842790d5fd,245,temporal_tag_boxes
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_panel_d.svg,d7ff28e7a6f12155789cc0103c1b77001fd65e7d81e6e55ac92ff519a840bc3a,48467,panel_d_svg
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_panel_d.png,d638eab7b9a1d523a64819d51dd6048ca7901c8d44d79adcd3c7b8437eca7e93,1762200,panel_d_png
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_candidate.svg,169497f3f112f870177d78e57cf9671d647d3dfbb3eec7bea72c9ee6a741ca14,227455,candidate_svg
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_candidate.png,697e86ae17862f35f270e1c236bbb22aba2aab8b8ffd4234e96b3af951da2a58,2633075,candidate_png
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_candidate_170mm.png,b33ce023bae96a8c73d97c1450c1dfc6149f4bb4833d7790661505b8eb0f5cbd,1982956,candidate_png_170mm
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_candidate_vector_170mm.png,1778a322f1da5b8f42e81ba1c42e1f6963c065ed7d2e6f108a2dfad3b469197c,4824099,candidate_vector_170mm
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_candidate_caption.txt,03848adc3ae6d768484889106dffb6933d164e84f62a299c13e8a001316557be,826,candidate_caption
/private/tmp/h04_manuscript_figure3_candidate.7bhj5n/H04_manuscript_figure3_candidate_outputs.csv,3f3b29cde456b992cc12eca0e1483fe06374f90b9cf72f8a710f5df8e625dc22,2288,temp_output_manifest
audit/hypotheses/H04/manuscript_figure3_candidate/h04_manuscript_figure3_candidate_test_stop.txt,51e7d4af6cdc7e60574cbe3f722ccfb41729dff770ce7d593e853d344472fb10,969,test_stop_log
audit/hypotheses/H04/manuscript_figure3_candidate/h04_manuscript_figure3_candidate_static_checks.csv,cc98bb1d2b9b6777f579e73285e6884dc1764a1ef3c3c8685121040d952549f2,740,static_checks
audit/hypotheses/H04/manuscript_figure3_candidate/h04_manuscript_figure3_candidate_visual_qa.csv,cc712961203fb8b7b7c748a980742123a13c7fd2be2d387244395c5ebf508702,1052,visual_qa
audit/hypotheses/H04/manuscript_figure3_candidate/h04_manuscript_figure3_candidate_stopped_state.md,08bd1dac08c62558bc0e3230163bcf2f161b6697b7e7e2ff6985080502902c84,2716,stopped_state
