"component","basis","charged_seconds"
"previous_sealed_accounting","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_004/audit_compute_accounting.csv",850.070380625119
"internal003_inline_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/internal003_inline_execution_001/finish.json",0.23822137498064
"results004_headings_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_headings_execution_001/finish.json",0.29546587500954
"results004_cells_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_cells_execution_001/finish.json",0.500951249967329
"results004_images_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_images_execution_001/finish.json",0.301060334022623
"results004_exploratory_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_exploratory_execution_001/finish.json",0.2989894169732
"results004_inline_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_inline_execution_001/finish.json",1.24180920800427
"results004_structure_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_structure_execution_001/finish.json",0.314894874987658
"results004_ledger_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/results004_ledger_execution_001/finish.json",0.237187290971633
"report_format_recovery_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/report_format_recovery_execution_001/finish.json",0.664753749966621
"svg_embedding_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/svg_embedding_execution_001/finish.json",0.722845375014003
"svg_embedding_execution_002","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/svg_embedding_execution_002/finish.json",0.351118209015112
"finishing004_package_execution_001","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/decisions/brown_main_linkage_b_report_finishing_005/independent_evidence/finishing004_package_execution_001/finish.json",0.402688209025655
