run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,row_key_hash,model_frame_sha256,comparison_id,family_id,p_raw,p_adjusted,p_raw_display,p_adjusted_display,raw_significant,adjusted_significant,comparison_method,final_assessment,interpreted_assessment,placement_label,predictor_label,effect_95_ci_display,significance_rule,metric_label
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.04306933901171365,0.06978804050196886,-0.09487196173764262,0.1810106397610699,t(144),ESTIMABLE,1.0440102829821638,0.9094893764529512,1.1984279302122032,odds ratio,odds ratio,,,,,,,,,,0.41698878782657295,0.10328656373759942,-0.22751681701595344,0.43408994449115224,153,153,,900,20845.366666666665,21600,8,85,68,18,68,9b76d6ab4e30144c9a78262ea19176bf590d9eaf2c5ce6f3c4ce391f323e6aec,1b0a2e4d466388acce1a124490f0e54281c6bc77d63969f6fc9c47606f65a2bb,SEX-MAIN,primary__H10-C2-sex-main,0.5381137007089877,0.6487060965596603,0.538,0.649,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",OR 1.04 (0.91–1.20),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Interdaily stability
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.0558987345619889,0.06454438458393956,-0.07167808664599642,0.18347555576997424,t(144),ESTIMABLE,0.0558987345619889,-0.07167808664599642,0.18347555576997424,difference,dimensionless,,,,,,,,,,0.39933427787330206,0.13997980553956868,-0.1794939493492165,0.45945356042835384,153,153,,900,20845.366666666665,21600,8,85,68,18,68,038240c200a326c2e5b55e7d732fecc32cd5274fd5aa6593c720eef1536bbb2e,3e08662477e1ee7a9a197fb1165b77b0289e283e559c0218f040fef22e435c76,SEX-MAIN,primary__H10-C2-sex-main,0.3879028059773011,0.5495289751345099,0.388,0.550,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.056 (-0.072–0.183),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Intradaily variability
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.12969709805777094,0.04770947072064448,-0.22320594239170233,-0.03618825372383956,normal,ESTIMABLE,0.7418274540321611,0.5981278956234996,0.9200506707385496,ratio,ratio,,,,,,,,,,0.44277498066411886,-0.292918759463866,-0.5041069440213524,-0.08173057490637964,902,154,902,902,20891.75,21648,8,86,68,18,68,86cc54016691381422c144dc096eb459d03ae7a2a576c283c64fec4cf2f0db47,7c610b15ea478770aee2e431898c2dc80cc1441283ac4e11b9314ff4990c4c85,SEX-MAIN,primary__H10-C2-sex-main,0.0056704247194507,0.04819861011533095,0.006,0.048,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.74× (0.60–0.92),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Mean melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.1532939897187218,0.06959378429969498,-0.28969530049397296,-0.0168926789434706,normal,ESTIMABLE,0.7025965457307448,0.5132213320184688,0.9618499373970106,ratio,ratio,,,,,,,,,,0.6917138140216488,-0.22161475831668748,-0.4188080310405746,-0.02442148559280024,902,154,902,902,,,8,86,68,18,68,d133680a2447895a08bb8ba2d182cbd5785ed7857182be316f316e1a20bb0be6,7b6a32de5a94a6d9e75d4ebd7222d9b357d028c8f5f48c0a09645b3959f18d36,SEX-MAIN,primary__H10-C2-sex-main,0.02445919901094683,0.1386021277286987,0.024,0.139,TRUE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.70× (0.51–0.96),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Brightest 10 h mean
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.11773840516937652,0.03610761686416969,-0.18850803379072015,-0.04696877654803287,normal,ESTIMABLE,0.7625381822930214,0.6478761104302834,0.8974933171537514,ratio,ratio,,,,,,,,,,0.3222744824866958,-0.3653357977985025,-0.5849300643854177,-0.14574153121158714,902,154,902,902,,,8,86,68,18,68,c41edd67274f77feb61f3db6002022b40939bb96e7ceaba9a9761986ca5b3411,e408b8b490d6574fb8402035a07f5de9ad49c07ba9b3148833fc29c46ba788eb,SEX-MAIN,primary__H10-C2-sex-main,9.63933577376472e-4,0.01638687081540002,<0.001,0.016,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: RESIDUAL_SPREAD_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.76× (0.65–0.90),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Darkest 10 h mean
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.1738489356632364,0.1174822316960665,-0.40410987861091663,0.05641200728444387,normal,ESTIMABLE,0.8404238461404134,0.6675707654904866,1.0580335114622554,ratio,ratio,,,,,,,,,,1.4576680752150202,-0.119265104737642,-0.2772303828848735,0.03870017340958952,902,154,902,902,20891.75,21648,8,86,68,18,68,7df68d980596a4817aaef3dc833c4813f528487f8997af09ff5138ea6c7cb5d0,c268c341ea023b5c1aa397b1c766796b25860393c66f4af3f7da06fbe6119c8c,SEX-MAIN,primary__H10-C2-sex-main,0.140157547812842,0.3030469480341897,0.140,0.303,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.84× (0.67–1.06),BH-adjusted p ≤ 0.05 within the labelled 17-member family,"Time above 1,000 lx melEDI"
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.11542424914359092,0.09185973057047932,-0.2954660126912833,0.06461751440410146,normal,ESTIMABLE,0.8909880627896188,0.7441847071286863,1.0667509294790192,ratio,ratio,,,,,,,,,,2.2682127014888267,-0.05088775363431652,-0.13026380308043556,0.02848829581180254,818,154,818,818,10297.716666666667,10727.6,8,86,68,18,68,b6e47c01f23246cf40654ae7b54817b0fb19612bad60d9e8318b6b02b0289fc6,8e678131453e04a32de7e2d8a39e7e448431ebe00d1d1619e04396fe39f26d31,SEX-MAIN,primary__H10-C2-sex-main,0.21033163292605972,0.39729308441589056,0.210,0.397,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.89× (0.74–1.07),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time above 250 lx melEDI during wake
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,biological_sex,Female minus Male,biological_sexFemale,0.01233909145651152,0.110139603714685,-0.203530565095785,0.22820874800880803,normal,ESTIMABLE,0.01233909145651152,-0.203530565095785,0.22820874800880803,difference,h,,,,0.7403454873906912,-12.2118339057471,13.69252488052848,,,,0.9918147880691024,0.01244092304827766,-0.20521025451941988,0.2300921006159752,743,153,743,743,2180.1,2205.5,8,85,68,18,68,e8ab5327b72d363aa3148bdbbbc9506b3c0bc7f76d0aa23d406d9ac7a26ca239,46e7b335e822ecb5ecf378346d4598d21251ed7cf9ee66f3351179b2ebc942e1,SEX-MAIN,primary__H10-C2-sex-main,0.9042231230278678,0.9042231230278678,0.904,0.904,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.7 min (-12.2–13.7),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time below 10 lx melEDI before sleep
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,0.05517005820604431,0.028077420588672,1.393250734638e-4,0.11020079133862484,normal,ESTIMABLE,1.0567203033553731,1.0001393347796526,1.116502231931004,ratio,ratio,,,,,,,,,,1.8977373553206576,0.02907149298155767,7.341641511833898e-5,0.05806956954799699,861,154,861,861,6871.416666666667,6873.866666666667,8,86,68,18,68,464bcd3e1e294b100ceb3bb66b51c9e13d9856642f03cad68fb17d250273f2ae,424a713d9e88eda8ac3368781cc3f8ab559316c5e339690e2e252bc27ce5d752,SEX-MAIN,primary__H10-C2-sex-main,0.05100808832244181,0.2167843753703777,0.051,0.217,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: ZERO_MASS_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",1.06× (1.00–1.12),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time below 1 lx melEDI during sleep
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.06234956393332804,0.03655194001499764,-0.13399004992779184,0.00929092206113575,normal,ESTIMABLE,0.8662643382977278,0.7345306967148171,1.021623612413505,ratio,ratio,,,,,,,,,,0.3722700578937453,-0.16748476706962043,-0.35992701289459006,0.02495747875534917,902,154,902,902,20891.75,21648,8,86,68,18,68,a18dee5adc57f0930e63b81726024add1465cb5496ee3e4200b0452c6450ed23,6806e1ac4b0a3f8473a818c3fd040b035fc33195add048469c6f82a33b62b7b7,SEX-MAIN,primary__H10-C2-sex-main,0.08057550130941905,0.2739567044520248,0.081,0.274,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.87× (0.73–1.02),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Longest continuous period above 250 lx melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,Female minus Male,biological_sexFemale,7.694120691210696,9.936683891630809,-11.781421862144985,27.169663244566376,normal,ESTIMABLE,7.694120691210696,-11.781421862144985,27.169663244566376,difference,min,,,,7.694120691210696,-11.781421862144985,27.169663244566376,,,,118.77560908198312,0.06477862543226312,-0.0991905825884928,0.22874783345301905,902,154,902,902,,,8,86,68,18,68,b3485713e613e9bb5cd37dde55793cfe8453a01134579b400bd20f2641d51f21,dfb3bcc90872541ec303f9142e713f894b46011a06a980917c64afdedd5f6f3b,SEX-MAIN,primary__H10-C2-sex-main,0.42451088544518,0.5551296194283123,0.425,0.555,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",7.7 min (-11.8–27.2),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Midpoint of the brightest 10 hours
primary__chest__all_available,primary,chest,all_available,complementary_chest,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,timing-based,participant_day,gaussian,clock_minutes_after_16,difference,clock time,biological_sex,Female minus Male,biological_sexFemale,5.42819997698494,9.875331096477831,-13.927093307520044,24.783493261489923,normal,ESTIMABLE,5.42819997698494,-13.927093307520044,24.783493261489923,difference,min,,,,5.42819997698494,-13.927093307520044,24.783493261489923,,,,103.4813161028254,0.05245584595765237,-0.13458558348524702,0.23949727540055177,902,154,902,902,,,8,86,68,18,68,20ef6f58d3bbb09b1d74a5094cbc9cc7bf5a3e83466d57139478c9c9e894ad19,1ee84cd405f1cbfb5e022901e4ad0ce42d84e8ddce009ebbafd748e68666a385,SEX-MAIN,primary__H10-C2-sex-main,0.5723877322585238,0.6487060965596603,0.572,0.649,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",5.4 min (-13.9–24.8),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Midpoint of the darkest 10 hours
primary__chest__all_available,primary,chest,all_available,complementary_chest,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,Female minus Male,biological_sexFemale,-13.609655419255484,9.319152728364282,-31.874859133277653,4.655548294766682,normal,ESTIMABLE,-13.609655419255484,-31.874859133277653,4.655548294766682,difference,min,,,,-13.609655419255484,-31.874859133277653,4.655548294766682,,,,118.00417873313114,-0.11533197862453667,-0.2701163592296447,0.03945240198057138,831,154,831,831,19336.133333333335,19943,8,86,68,18,68,1d9f9454b32dc78331919c677e139e291c0ba7be383350079135a8582af72833,6bcce9313f1627442435c4d312c25ae69607e71e31d199e161eab9382193599c,SEX-MAIN,primary__H10-C2-sex-main,0.1351666035634804,0.3030469480341897,0.135,0.303,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",-13.6 min (-31.9–4.7),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Mean timing of exposure above 250 lx melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,Female minus Male,biological_sexFemale,-3.903282005483891,14.356496435916808,-32.04149796405847,24.234933953090692,normal,ESTIMABLE,-3.903282005483891,-32.04149796405847,24.234933953090692,difference,min,,,,-3.903282005483891,-32.04149796405847,24.234933953090692,,,,146.7146120073644,-0.02660458935942906,-0.2183933660435277,0.16518418732466955,802,154,802,802,18634.65,19247,8,86,68,18,68,970ac5eeded850ae77137febccfa4c7a90364b1ea0926bc9c2b536cf9187035b,765a612aab1762d9b7d7ce8eb8307e9eab5d7c3a1175ef007e8f3955f283149b,SEX-MAIN,primary__H10-C2-sex-main,0.7749503974655106,0.823384797307105,0.775,0.823,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",-3.9 min (-32.0–24.2),BH-adjusted p ≤ 0.05 within the labelled 17-member family,First light timing above 250 lx melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,biological_sex,Female minus Male,biological_sexFemale,-20.227026694589025,14.081191157819315,-47.825654223338745,7.371600834160692,normal,ESTIMABLE,-20.227026694589025,-47.825654223338745,7.371600834160692,difference,min,,,,-20.227026694589025,-47.825654223338745,7.371600834160692,,,,143.1087758665458,-0.14134022579755326,-0.3341909252856577,0.05151047369055116,787,154,787,787,18358.116666666665,18887,8,86,68,18,68,d17659e9bc38a166856476eb57ee70377c1984a82fbff0f6c029f3cf32a6862a,1f7444b03ad72e5943f4bcb330e393df7f1668eb98e5ee66ea099bc7cd777c8d,SEX-MAIN,primary__H10-C2-sex-main,0.1426103284866775,0.3030469480341897,0.143,0.303,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",-20.2 min (-47.8–7.4),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Last light timing above 250 lx melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,biological_sex,Female minus Male,biological_sexFemale,-0.07408719692897765,0.06614970119400651,-0.20373822885731657,0.05556383499936128,normal,ESTIMABLE,0.8431654514012047,0.6255496294110666,1.136485332276372,ratio,ratio,,,,,,,,,,0.6617463497062652,-0.11195709196108652,-0.30787964141812274,0.0839654574959497,851,154,851,851,19814.9,20424,8,86,68,18,68,8f18adadd72ed17e2adb3eafe24288d7153d6fe3c70a65d053977f41bc4e4deb,927b821d9c4e8b0df2e061798632d45b22467333246f02aafa3fc9ff2e4fe058,SEX-MAIN,primary__H10-C2-sex-main,0.25149106024879675,0.4275348024229544,0.251,0.428,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.84× (0.63–1.14),BH-adjusted p ≤ 0.05 within the labelled 17-member family,melEDI dose
primary__chest__all_available,primary,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,biological_sex,Female minus Male,biological_sexFemale,-0.03450752261102995,0.03768792381365741,-0.1083744959378879,0.039359450715828,normal,ESTIMABLE,-0.03450752261102995,-0.1083744959378879,0.039359450715828,difference,dimensionless,,,,,,,,,,0.16046341876960932,-0.21504915497640784,-0.6753844382032653,0.24528612825044965,732,152,732,732,11145.3,17568,8,84,68,18,68,8594a63748c840d24b017daee083ebfe72eb593927643ee438f28b4c6839cef6,af9aa412add568e76c69658f119df388362e4f632fb0f34c9ee001affa272a7f,SEX-MAIN,primary__H10-C2-sex-main,0.3473784635904575,0.5368576255488888,0.347,0.537,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: RESIDUAL_QQ_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",-0.035 (-0.108–0.039),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Melanopic daylight efficacy ratio
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.06670210345363446,0.07221852551248226,-0.07616336696154953,0.20956757386881847,t(131),ESTIMABLE,1.0689769861857947,0.926664807778918,1.2331447006537135,odds ratio,odds ratio,,,,,,,,,,0.4430086533642593,0.15056614119631956,-0.1719229779896082,0.4730552603822474,141,141,,816,18851,19586,9,79,62,18,68,58a8ff2913084416841d41b75976d86d997b70c3a073f140be229977caac4a2a,07ad91bef23896a17d96d5529777f3b553c17ea2ac79b0a55b759d35459b03b8,SEX-MAIN,primary__H10-F2-sex-main,0.3573849802028096,0.5556838098078762,0.357,0.556,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Near eye (primary),"Measured biological sex, Female minus Male",OR 1.07 (0.93–1.23),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Interdaily stability
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,Female minus Male,biological_sexFemale,-0.00183827672792424,0.06713870858967744,-0.13465465753418113,0.13097810407833263,t(131),ESTIMABLE,-0.00183827672792424,-0.13465465753418113,0.13097810407833263,difference,dimensionless,,,,,,,,,,0.38889872026394173,-0.00472687780169764,-0.3462460803234126,0.3367923247200173,141,141,,816,18851,19586,9,79,62,18,68,c1f06e750ec770494000c47c1b4b03cb7078ec59006ca3fd5fe11cbb51f1ad23,cd74d9d027ffb871efce056d15321a493fe11014f55895f8030be5a98317d195,SEX-MAIN,primary__H10-F2-sex-main,0.9781980924307592,0.9781980924307592,0.978,0.978,FALSE,FALSE,nested partial F test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Near eye (primary),"Measured biological sex, Female minus Male",-0.002 (-0.135–0.131),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Intradaily variability
primary__glasses__all_available,primary,glasses,all_available,primary_near_eye,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.10704802587689484,0.05258764405138856,-0.2101179142494284,-0.00397813750436129,normal,ESTIMABLE,0.781541374097507,0.6164276143611969,0.99088182488255,ratio,ratio,,,,,,,,,,0.4409086159215882,-0.2427895985954886,-0.4765566075642216,-0.00902258962675561,816,141,816,816,18851,19586,9,79,62,18,68,a336a7b3ab268491ea61d5986cce72ed0c8e213babc576661dfb27f8f4ff7ca3,a1dca0b6cf9d78a9caaa8a261323114d27bd9d503bdd9cc5670c5f4e03c6628f,SEX-MAIN,primary__H10-F2-sex-main,0.03630459522324467,0.20572603959838645,0.036,0.206,TRUE,FALSE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Near eye (primary),"Measured biological sex, Female minus Male",0.78× (0.62–0.99),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Mean melEDI
