run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,row_key_hash,model_frame_sha256,comparison_id,family_id,p_raw,p_adjusted,p_raw_display,p_adjusted_display,raw_significant,adjusted_significant,comparison_method,final_assessment,interpreted_assessment,placement_label,predictor_label,effect_95_ci_display,significance_rule,metric_label
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,age,per 10-year increase,age_decade,0.04196411687733611,0.03519662220538253,-0.027604648975276862,0.11153288272994907,t(144),ESTIMABLE,1.042857057111663,0.97277287754184,1.1179905059810042,odds ratio,odds ratio,0.00419641168773361,-0.00276046489752768,0.0111532882729949,,,,1.0042052289525705,0.9972433416822488,1.011215718075959,0.41698878782657295,0.10063607967989088,-0.0661999789470544,0.26747213830683614,153,153,,900,20845.366666666665,21600,8,85,68,18,68,9b76d6ab4e30144c9a78262ea19176bf590d9eaf2c5ce6f3c4ce391f323e6aec,1b0a2e4d466388acce1a124490f0e54281c6bc77d63969f6fc9c47606f65a2bb,AGE-MAIN,primary__H10-C1-age-main,0.235113778983077,0.3402946389686567,0.235,0.340,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Age, per 10 years",OR 1.04 (0.97–1.12),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Interdaily stability
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,age,per 10-year increase,age_decade,-0.04374143895534003,0.03255067074082883,-0.10808028311771864,0.02059740520703858,t(144),ESTIMABLE,-0.04374143895534003,-0.10808028311771864,0.02059740520703858,difference,dimensionless,-0.004374143895534,-0.01080802831177186,0.00205974052070385,,,,-0.004374143895534,-0.01080802831177186,0.00205974052070385,0.39933427787330206,-0.10953589856670908,-0.2706511539487967,0.05157935681537858,153,153,,900,20845.366666666665,21600,8,85,68,18,68,038240c200a326c2e5b55e7d732fecc32cd5274fd5aa6593c720eef1536bbb2e,3e08662477e1ee7a9a197fb1165b77b0289e283e559c0218f040fef22e435c76,AGE-MAIN,primary__H10-C1-age-main,0.18112813117518145,0.30791782299780845,0.181,0.308,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Age, per 10 years",-0.044 (-0.108–0.021),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Intradaily variability
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,per 10-year increase,age_decade,0.06512123349891338,0.02406806644957433,0.01794869008023089,0.11229377691759589,normal,ESTIMABLE,1.1617728779976295,1.0421942915991411,1.295071591670199,ratio,ratio,0.00651212334989133,0.00179486900802308,0.01122937769175958,,,,1.0151077029541244,1.004141390576512,1.0261937793493263,0.44277498066411886,0.1470752331155612,0.0405368208775248,0.2536136453535976,902,154,902,902,20891.75,21648,8,86,68,18,68,86cc54016691381422c144dc096eb459d03ae7a2a576c283c64fec4cf2f0db47,7c610b15ea478770aee2e431898c2dc80cc1441283ac4e11b9314ff4990c4c85,AGE-MAIN,primary__H10-C1-age-main,0.00587706793866586,0.0166516924928866,0.006,0.017,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",1.16× (1.04–1.30),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Mean melEDI
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,per 10-year increase,age_decade,0.1288941750828181,0.03398647948193644,0.062281899336913193,0.19550645082872303,normal,ESTIMABLE,1.345532447035783,1.1542022041568416,1.5685791965270617,ratio,ratio,0.01288941750828181,0.00622818993369131,0.0195506450828723,,,,1.0301237911598748,1.0144442618718463,1.0460456675614258,0.6917138140216488,0.1863403223558928,0.09003998196133169,0.2826406627504539,902,154,902,902,,,8,86,68,18,68,d133680a2447895a08bb8ba2d182cbd5785ed7857182be316f316e1a20bb0be6,7b6a32de5a94a6d9e75d4ebd7222d9b357d028c8f5f48c0a09645b3959f18d36,AGE-MAIN,primary__H10-C1-age-main,1.365535582649875e-4,5.803526226261968e-4,<0.001,<0.001,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",1.35× (1.15–1.57),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Brightest 10 h mean
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,age,per 10-year increase,age_decade,-0.02809122555640864,0.01874211579396758,-0.0648250975066644,0.00864264639384712,normal,ESTIMABLE,0.937365088390193,0.8613405681993943,1.0200997623617702,ratio,ratio,-0.00280912255564086,-0.00648250975066644,8.642646393847122e-4,,,,0.9935526303369916,0.9851843181236938,1.0019920243245433,0.3222744824866958,-0.08716552840192152,-0.20114871337770443,0.02681765657386141,902,154,902,902,,,8,86,68,18,68,c41edd67274f77feb61f3db6002022b40939bb96e7ceaba9a9761986ca5b3411,e408b8b490d6574fb8402035a07f5de9ad49c07ba9b3148833fc29c46ba788eb,AGE-MAIN,primary__H10-C1-age-main,0.123895704649214,0.2340252198929598,0.124,0.234,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: RESIDUAL_SPREAD_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",0.94× (0.86–1.02),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Darkest 10 h mean
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,age,per 10-year increase,age_decade,0.2714448622176916,0.05447232677481861,0.16468106358495027,0.3782086608504329,normal,ESTIMABLE,1.3118585368918827,1.1790170272759894,1.4596674865606143,ratio,ratio,0.02714448622176916,0.01646810635849503,0.03782086608504329,,,,1.0275162539799974,1.0166044530510248,1.0385451775510717,1.4576680752150202,0.1862185684334555,0.11297569479983172,0.2594614420670793,902,154,902,902,20891.75,21648,8,86,68,18,68,7df68d980596a4817aaef3dc833c4813f528487f8997af09ff5138ea6c7cb5d0,c268c341ea023b5c1aa397b1c766796b25860393c66f4af3f7da06fbe6119c8c,AGE-MAIN,primary__H10-C1-age-main,1.417792639369929e-6,2.4102474869288793e-5,<0.001,<0.001,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Age, per 10 years",1.31× (1.18–1.46),BH-adjusted p ≤ 0.05 within the labelled 17-member family,"Time above 1,000 lx melEDI"
primary__chest__all_available,primary,chest,all_available,complementary_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,age,per 10-year increase,age_decade,0.14617684924678856,0.04443560080650758,0.05908467203463474,0.23326902645894235,normal,ESTIMABLE,1.157400855422141,1.0608650625407263,1.2627211390331543,ratio,ratio,0.01461768492467885,0.00590846720346347,0.02332690264589423,,,,1.0147250457654151,1.0059259566240668,1.023601102768272,2.2682127014888267,0.06444582959562827,0.02604899972381439,0.10284265946744212,818,154,818,818,10297.716666666667,10727.6,8,86,68,18,68,b6e47c01f23246cf40654ae7b54817b0fb19612bad60d9e8318b6b02b0289fc6,8e678131453e04a32de7e2d8a39e7e448431ebe00d1d1619e04396fe39f26d31,AGE-MAIN,primary__H10-C1-age-main,0.00118279110253531,0.00402148974862005,0.001,0.004,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Age, per 10 years",1.16× (1.06–1.26),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time above 250 lx melEDI during wake
primary__chest__all_available,primary,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,duration-based,participant_day,gaussian,identity,difference,h,age,per 10-year increase,age_decade,-0.10535517333695536,0.05502717882836291,-0.2132064620113916,0.00249611533748088,normal,ESTIMABLE,-0.10535517333695536,-0.2132064620113916,0.00249611533748088,difference,h,-0.01053551733369553,-0.02132064620113916,2.496115337480884e-4,-6.321310400217321,-12.792387720683497,0.14976692024885302,-0.01053551733369553,-0.02132064620113916,2.496115337480884e-4,0.9918147880691024,-0.10622464456500418,-0.2149660043146452,0.00251671518463684,743,153,743,743,2180.1,2205.5,8,85,68,18,68,e8ab5327b72d363aa3148bdbbbc9506b3c0bc7f76d0aa23d406d9ac7a26ca239,46e7b335e822ecb5ecf378346d4598d21251ed7cf9ee66f3351179b2ebc942e1,AGE-MAIN,primary__H10-C1-age-main,0.04943724618980929,0.10505414815334474,0.049,0.105,TRUE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",-6.3 min (-12.8–0.1),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time below 10 lx melEDI before sleep
primary__chest__all_available,primary,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,duration-based,participant_day,tweedie_log,identity,ratio,h,age,per 10-year increase,age_decade,0.01249339913141529,0.01429328243916989,-0.01552091967021651,0.0405077179330471,normal,ESTIMABLE,1.0125717676654038,0.9845989090518122,1.04133934665886,ratio,ratio,0.00124933991314152,-0.00155209196702165,0.00405077179330471,,,,1.0012501206633575,0.9984491119047948,1.0040589872586114,1.8977373553206576,0.00658331306826402,-0.00817864475645206,0.02134527089298011,861,154,861,861,6871.416666666667,6873.866666666667,8,86,68,18,68,464bcd3e1e294b100ceb3bb66b51c9e13d9856642f03cad68fb17d250273f2ae,424a713d9e88eda8ac3368781cc3f8ab559316c5e339690e2e252bc27ce5d752,AGE-MAIN,primary__H10-C1-age-main,0.3826875314517836,0.5004375411292554,0.383,0.500,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence gate: passed; residual/distribution checks: ZERO_MASS_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",1.01× (0.98–1.04),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Time below 1 lx melEDI during sleep
primary__chest__all_available,primary,chest,all_available,complementary_chest,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,duration-based,participant_day,gaussian,log10_offset_0.1,ratio,h,age,per 10-year increase,age_decade,0.07084459530239814,0.01767805555426482,0.03619624309934084,0.10549294750545544,normal,ESTIMABLE,1.1771846631678622,1.086916653822339,1.274949395912138,ratio,ratio,0.00708445953023981,0.00361962430993408,0.01054929475054554,,,,1.0164463473135077,1.0083693215571703,1.0245880699459533,0.3722700578937453,0.1903043067799422,0.0972311426391217,0.2833774709207627,902,154,902,902,20891.75,21648,8,86,68,18,68,a18dee5adc57f0930e63b81726024add1465cb5496ee3e4200b0452c6450ed23,6806e1ac4b0a3f8473a818c3fd040b035fc33195add048469c6f82a33b62b7b7,AGE-MAIN,primary__H10-C1-age-main,5.776521603446656e-5,3.2733622419531055e-4,<0.001,<0.001,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence gate: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Age, per 10 years",1.18× (1.09–1.27),BH-adjusted p ≤ 0.05 within the labelled 17-member family,Longest continuous period above 250 lx melEDI
