"analysis_state","rows","mean_scaled_residual","sd_scaled_residual","q05_scaled_residual","q50_scaled_residual","q95_scaled_residual","mean_quantile_residual","sd_quantile_residual","grouping","site","day_type","sample_id"
"Sleep environment",771,0.508587295064914,0.247906601568166,0.123062463052421,0.493194110055083,0.923920604877735,0.0339990677148254,0.863580501101537,"state",,,"temporal_ANY"
"Wake outside the three hours before sleep",761,0.489073132617868,0.257763289033608,0.0733935404511581,0.491969519720022,0.915552291238323,-0.0436057107404252,0.868399920714693,"state",,,"temporal_ANY"
"Pre-sleep",766,0.500110752422988,0.257829503172891,0.082076748401882,0.48665235408851,0.929928562609914,0.000477267364494832,0.893760924598552,"state",,,"temporal_ANY"
,271,0.496373128332721,0.245258973207765,0.127357117802881,0.479775019581377,0.9290708831315,0.000397475052448431,0.850225102514288,"site","BAUA",,"temporal_ANY"
,342,0.496529764229476,0.258992756190314,0.10113985761347,0.491051431078049,0.925271550082629,-0.00715373663272606,0.860618142342224,"site","FUSPCEU",,"temporal_ANY"
,308,0.496306848239788,0.249343377689084,0.0843192239823478,0.492173747330218,0.92240556328066,-0.0252559194790821,0.859254867284628,"site","IZTECH",,"temporal_ANY"
,245,0.499817224399846,0.277240400468269,0.0522370341149167,0.48520253282609,0.945045404665917,-0.0106843090057816,1.06608674814548,"site","KNUST",,"temporal_ANY"
,451,0.499097045050173,0.235462209718037,0.129415952826801,0.477348254497748,0.886507181376867,-0.000724857218069652,0.741705654534582,"site","MPI",,"temporal_ANY"
,225,0.50459886632377,0.25402429187604,0.0808601380815589,0.505034286418694,0.924377143208062,0.0153113096292248,0.815361698981561,"site","RISE",,"temporal_ANY"
,191,0.496597746353138,0.27771820568624,0.0406382360930582,0.494101670313835,0.956030966923561,-0.00543321026846407,1.0235384790037,"site","THUAS",,"temporal_ANY"
,178,0.498159905899287,0.266005913863686,0.0848568773443851,0.493570279519046,0.921364833610094,-0.00255016641140793,0.92699453216572,"site","TUM",,"temporal_ANY"
,87,0.524047394813694,0.24618972079971,0.131456555776786,0.554805518026189,0.91400318854893,0.0517678385322239,0.84162316261743,"site","UCR",,"temporal_ANY"
,1387,0.495864101876058,0.249583010440206,0.0907289793563241,0.490861959803213,0.919748401974604,-0.0131663115097173,0.865431313456257,"day_type",,"Work day","temporal_ANY"
,911,0.504529951120924,0.261948506580347,0.0799637216454322,0.491240902352885,0.926020491507972,0.012795385510261,0.890941580333194,"day_type",,"Free day","temporal_ANY"
