"analysis_state","state_rows","participants","behavioral_days","valid_minutes","observed_adherence","predicted_adherence","observed_all_zero","predicted_all_zero","observed_all_one","predicted_all_one","observed_mixed","predicted_mixed","mean_pearson_residual","mean_scaled_residual","sd_scaled_residual","grouping","adherence_observed_minus_predicted","all_zero_observed_minus_predicted","all_one_observed_minus_predicted","mixed_observed_minus_predicted","site","day_type","denominator_band","support_band","sample_id"
"Sleep environment",771,140,771,365486,0.87594326458469,0.871301371675659,0.00907911802853437,4.31247185386492e-05,0.399481193255512,0.357415910366172,0.591439688715953,0.64254096491529,0.097116755739907,0.508587295064914,0.247906601568166,"state",0.00464189290903128,0.00903599330999572,0.0420652828893406,-0.0511012761993364,,,,,"temporal_ANY"
"Wake outside the three hours before sleep",761,140,761,554395,0.243073981547453,0.245139031760786,0.0367936925098555,0.018387328257646,0.00131406044678055,6.50000686840526e-06,0.961892247043364,0.981606171735486,-0.0511332055668963,0.489073132617868,0.257763289033608,"state",-0.00206505021333345,0.0184063642522094,0.00130756043991215,-0.0197139246921216,,,,,"temporal_ANY"
"Pre-sleep",766,140,766,123311,0.631095360511228,0.633797779855981,0.02088772845953,0.00689669239189826,0.114882506527415,0.0815359489668978,0.864229765013055,0.911567358641204,0.0128285803225333,0.500110752422988,0.257829503172891,"state",-0.00270241934475357,0.0139910360676318,0.0333465575605173,-0.047337593628149,,,,,"temporal_ANY"
,271,18,93,123766,0.553439555289821,0.555150755665279,0.022140221402214,0.0121386844576242,0.132841328413284,0.101244907456216,0.845018450184502,0.88661640808616,0.0251940202122242,0.496373128332721,0.245258973207765,"site",-0.00171120037545769,0.0100015369445899,0.031596420957068,-0.0415979579016579,"BAUA",,,,"temporal_ANY"
,342,23,120,155955,0.553210862107659,0.553451549734682,0.0175438596491228,0.00393131821369265,0.283625730994152,0.259015763973709,0.698830409356725,0.737052917812599,-0.0150629085435994,0.496529764229476,0.258992756190314,"site",-0.000240687627023006,0.0136125414354302,0.0246099670204434,-0.0382225084558738,"FUSPCEU",,,,"temporal_ANY"
,308,17,112,137913,0.444584629440299,0.446599487763665,0.0357142857142857,0.0124872272366684,0.0909090909090909,0.0597182651414598,0.873376623376623,0.927794507621872,-0.00417270239243492,0.496306848239788,0.249343377689084,"site",-0.00201485832336562,0.0232270584776173,0.0311908257676311,-0.0544178842452484,"IZTECH",,,,"temporal_ANY"
,245,15,83,109840,0.489211580480699,0.492298056939318,0.0448979591836735,0.0134599097067942,0.36734693877551,0.329513767884624,0.587755102040816,0.657026322408582,-0.0174025736122112,0.499817224399846,0.277240400468269,"site",-0.00308647645861893,0.0314380494768793,0.0378331708908861,-0.0692712203677653,"KNUST",,,,"temporal_ANY"
,451,26,154,203610,0.491144835715338,0.48912028792494,0.0199556541019956,0.0108807805654739,0.110864745011087,0.097207249994378,0.869179600886918,0.891911969440148,0.0378694636228704,0.499097045050173,0.235462209718037,"site",0.00202454779039857,0.00907487353652168,0.0136574950167084,-0.0227323685532301,"MPI",,,,"temporal_ANY"
,225,13,75,103421,0.574709198325292,0.572779341270161,0.00444444444444444,0.00363447302354227,0.204444444444444,0.18641826423911,0.791111111111111,0.809947262737348,0.097288491888592,0.50459886632377,0.25402429187604,"site",0.00192985705513093,0.000809971420902172,0.0180261802053346,-0.0188361516262368,"RISE",,,,"temporal_ANY"
,191,12,66,87075,0.550892908412288,0.54398635441961,0.0157068062827225,0.00366583075034825,0.120418848167539,0.0972391380522737,0.863874345549738,0.899095031197378,0.0363897127185108,0.496597746353138,0.27771820568624,"site",0.00690655399267859,0.0120409755323743,0.0231797101152656,-0.0352206856476399,"THUAS",,,,"temporal_ANY"
