route,method,status,bytes,sha256,exact
index.html,GET,200,25365194,56d2d707fe817c6b53db48100339b8afb99a3d665ab78b74ee0b1aeba106df7c,True
supplementary_information.html,GET,200,15631621,47d0b7beecf5947a6ea262bf8ab2ffc2031579502ba095c33ecad17a871eb286,True
notebooks/preparation/01_import_state_alignment.html,GET,200,370352,e06e045282cb1ad98eb2844403f3537f09d8a44564c157783becef2f48df6373,True
notebooks/preparation/02_coverage_sample_flow.html,GET,200,312950,98bb9540c6249ff745e5d73ca5979b623d24738121a50000fbe5785d7238129d,True
notebooks/preparation/03_reference_profiles.html,GET,200,357297,50e0801b86bbc3e83f975ca1e1f226038bb8a1de40f9a0880afbaa39513f9263,True
notebooks/preparation/04_metric_derivation.html,GET,200,556753,30b0e3b21c489f7ed7cb4f89b6f1b50e608b857d756ff5d9e7a3444f2f1b83a6,True
notebooks/preparation/05_model_input_acquisition.html,GET,200,285821,631750334df0c2ffbc120ef631659fb6bd86dd5612af3f3585b87ce8f6fcad5b,True
notebooks/preparation/06_model_ready_datasets.html,GET,200,664251,e2ce93f288ea2fbf527624cd07d360da2da303a89c802e98a5d09f9e1e78440e,True
notebooks/preparation/07_example_days.html,GET,200,295623,0380fe40dfee16bcb457a65ae445fb45e9970e73b5bcee4bc2c3b45d66a0b449,True
notebooks/placement_decision.html,GET,200,47603,569c11f9b7e710e8713d7316e3668a93bdf1367924849760c82835cc1df6fdbf,True
notebooks/descriptives.html,GET,200,2261367,03f9a46f1e9a13484853960c06f37189fdf259a234978e246dbae89d76c2e953,True
notebooks/preregistration_deviations.html,GET,200,159916,422412caec90ee4365544b7c3515958172ca45502b0b493c8ef3847ae653ec3b,True
notebooks/hypotheses/H01.html,GET,200,4581221,3a6908eee199e747d7c42e966fe16883fafd058cb16903f6fbc37c6047cf0244,True
audit/hypotheses/H01/H01_analysis_preparation.html,GET,200,740549,f2f443e03d6166f3cccb42c5595dcba9c488fc56247d777a23bd28041d243be5,True
notebooks/hypotheses/H02.html,GET,200,294999,95e428566695e9f681b9988a754bfb69f1f90bdb332cc2c984cf79ab95638bf9,True
audit/hypotheses/H02/H02_analysis_preparation.html,GET,200,611504,ee605310b49fa4d684374f90b6da4ffc75ad46a723991f12afa111750fbd105d,True
