"path","sha256","bytes","exact"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/00_verify_recovery_code.R","538d2d5bafc8926c9396f4376685cebb89cdae71d05469cc32f3bb70c273ab64",3366,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/author_gate.md","668da4fa76df6a8e8a09dccbd9da2c672af3b1a5b905f389159a72f51123f88b",426,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/code_identity.csv","48e8087f33efa5cb550deb6450428cb298b907039fa9725752e0ff954ab99a16",702,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/code_verification.csv","3c9fe8d859c0167e39f66dee82f94a32f6037d9081754645a36c0fd377418f07",157,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/evidence_copy_stop/01_seal_stop.R","4f9b35dcc6297fce9f995756aeef080506881bab4135fe2f87adbbe177a44140",4674,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/evidence_copy_stop/execution.txt","fd48651b8a30eaa6a2524789361a86974d513f2280b3c3fadc29ce37bec7232c",1017,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/evidence_copy_stop/finalization_checks.csv","f1bc864fa4da255bcfbef05140456839cd36e5d97fc994eefe7967d6ebf9c860",483,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/evidence_copy_stop/protected_post_rehash.csv","94646c7f221f8ac01366408627d66e7908a63f63f4909200a921163a26c2f706",1896907,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/evidence_copy_stop/protected_post_summary.csv","f342541ca6166481dd67f93d4f91bbc43bd5e03ed284d489fd5383bc6cc695f4",270,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/evidence_copy_stop/session.txt","37479b4c8227d4f93dcf216117faf7b66eb714e07cec126213d26f62f9403716",713,TRUE
