"check","pass"
"package_sha",TRUE
"package_manifest",TRUE
"inputs_manifest",TRUE
"primary_frame_identity",TRUE
"ANY_input_identity",TRUE
"ANY_failed_manifest",TRUE
"ANY_eligible_manifest",TRUE
"ANY_report_manifest",TRUE
"ANY_finite_ladder_no_extra_fit",TRUE
"ANY_selected_exact_without_author_acceptance",TRUE
"ANY_input_object_link_and_exact_fit_data",TRUE
"ANY_original_rows_counts_and_groupings",TRUE
"ANY_exact_membership_denominators",TRUE
"ANY_actual_dates_not_compressed",TRUE
"ANY_stored_response_exact",TRUE
"ANY_stored_numerical_gate",TRUE
"ANY_random_near_boundary_caution_retained",TRUE
"ANY_exact_54cell_balanced_grid",TRUE
"ANY_fixed_design_full_covariance",TRUE
"ANY_only_registered_random_groups",TRUE
"ANY_four_diagonal_participant_components",TRUE
"ANY_stationary_OU_and_cycle",TRUE
"ANY_full_actual_day_covariance",TRUE
"ANY_every_random_component_integrated",TRUE
"ANY_independent_response_means_and_covariance",TRUE
"ANY_quadrature_and_uncertainty_scope",TRUE
"ANY_complete_contrasts_no_new_family",TRUE
"ANY_contrast_1",TRUE
"ANY_contrast_2",TRUE
"ANY_contrast_3",TRUE
"ANY_primary_comparison_and_statuses",TRUE
"ANY_export_checks",TRUE
"80_input_identity",TRUE
"80_failed_manifest",TRUE
"80_eligible_manifest",TRUE
"80_report_manifest",TRUE
"80_finite_ladder_no_extra_fit",FALSE
