manifest,path,expected_sha256,current_sha256,expected_bytes,current_bytes,present,exact
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4,326759,495057,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.svg,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,be25f8b9c83996a2e70cd7333283ae8111a659392f577f02a585508f37116f44,75987,76304,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,artifacts/10_figures/H01/stage3/H01_stage3_model_support.png,2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b,a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de,238682,332771,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg,602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966,897e7b11a27136fd2f3ffca978af72c108ba1f443bb8941ce7d9a5515847e8ba,54757,54914,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5,226285,237215,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.svg,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,87d0df52d9e5134b4a760cea63acd3bdd6f9bc82b675551a3325e30e3afa8a2b,22471,22469,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7,39511a898f5d55be1abeb571e48a7812a0143f1db3aa641614e5464eb9c75bbc,68214,68626,TRUE,FALSE
artifacts/12_manifests/H01_stage3_reporting_artifacts.csv,tests/hypotheses/H01/test_h01_stage3_model_support_display_refresh.R,121135a4ea1c86cc6e11fc476615ee207fb34fe01270912d3f74ef2c8b5ad9cb,dcd3e62574a493d18733a9cb50eb6eb9d7493f8ac7bbb27918dc6535dcd1a603,6747,8224,TRUE,FALSE
artifacts/12_manifests/H01_worker_artifacts.csv,_build/nathealth/notebooks/hypotheses/H01.html,53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f,d1bc9159526c92b9cc9256c58a8232d4779f0014a3aa39ed3680b4e58fb25410,1351940,1643915,TRUE,FALSE
artifacts/12_manifests/H01_worker_artifacts.csv,_quarto-nathealth.yml,c19d49bff611f85736fef98db9e615799fd6438d0ff507d967910d311840e446,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,6683,7480,TRUE,FALSE
