path,sha256,bytes,set,present,current_sha256,current_bytes,exact
/private/tmp/H01-order32f-candidates.eDOsrp/baseline/H01_stage3_model_support.png,2e3b1ddb7954584a70ff9d434cc862f9d1769dc45be607d2ca34840cbc9c1760,238664,order32f,TRUE,2e3b1ddb7954584a70ff9d434cc862f9d1769dc45be607d2ca34840cbc9c1760,238664,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/baseline/H01_stage3_model_support.svg,12e4cf421a844da11844444e41601dec5e559e28b4ad77ac0081bd9ef2cfddcd,54757,order32f,TRUE,12e4cf421a844da11844444e41601dec5e559e28b4ad77ac0081bd9ef2cfddcd,54757,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/baseline/H01_stage3_paired_placement.png,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,order32f,TRUE,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/baseline/H01_stage3_paired_placement.svg,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,order32f,TRUE,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/baseline/H01_stage3_diagnostic_assessment.png,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,order32f,TRUE,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/baseline/H01_stage3_diagnostic_assessment.svg,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,order32f,TRUE,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/H01_stage3_model_support.png,a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de,332771,order32f,TRUE,a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de,332771,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/H01_stage3_model_support.svg,897e7b11a27136fd2f3ffca978af72c108ba1f443bb8941ce7d9a5515847e8ba,54914,order32f,TRUE,897e7b11a27136fd2f3ffca978af72c108ba1f443bb8941ce7d9a5515847e8ba,54914,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/H01_stage3_paired_placement.png,5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5,237215,order32f,TRUE,5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5,237215,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/H01_stage3_paired_placement.svg,87d0df52d9e5134b4a760cea63acd3bdd6f9bc82b675551a3325e30e3afa8a2b,22469,order32f,TRUE,87d0df52d9e5134b4a760cea63acd3bdd6f9bc82b675551a3325e30e3afa8a2b,22469,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/H01_stage3_diagnostic_assessment.png,103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4,495057,order32f,TRUE,103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4,495057,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/H01_stage3_diagnostic_assessment.svg,be25f8b9c83996a2e70cd7333283ae8111a659392f577f02a585508f37116f44,76304,order32f,TRUE,be25f8b9c83996a2e70cd7333283ae8111a659392f577f02a585508f37116f44,76304,TRUE
/private/tmp/H01-order32f-candidates.eDOsrp/attempt01/output_inventory.csv,19ff917472abe97036c3055bd9b2831f790274b01c3466b757e256e26fb12a2e,2305,order32f,TRUE,19ff917472abe97036c3055bd9b2831f790274b01c3466b757e256e26fb12a2e,2305,TRUE
