"path","sha256","bytes","role","r_version"
"audit/hypotheses/H01/report017_order32g_continuation/build_h01_stage3_reporting_inputs_pre32g.R","35443e52e2b554afb5cc2a6a8a88ba1a2b847fdac5f8ae5974005a336debbdc7",68214,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/attempt_summary.csv","d4a5849e2ad43a38a04a99db78b1c083b2fa9b30c73bb998a79e1813c34ebbda",200,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/baseline_identity_check.csv","0db574e86198818b9e0f75a2fd2f3803a5591db7fcb7bd4cbc643df58a60c549",927,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/display_parameters.csv","12d1815e06395e123f1a52e01b3b5862f6871643888de5183c22a955d720fbef",517,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/durable_identity_check.csv","f5d07e5d09c459bae90f516b6bf30e5db63b03ea9ffbe5cd77aef2fe65bc9a84",1483,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/figure1_baseline_provenance.csv","f50c72b48b71cc46a74dca49fa78a7710f39da7a64279336bccb5e799d31ba2f",476,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/frozen_source_evidence.csv","189f53e9f30885509e2473375fdee87dd7490f8ccf3ada3827aa3740ac6ef040",843,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/geometry_check.csv","964a139b586a30812ed32378e5d5bae8359760fc08ff40e732efb0f4a30b70c6",381,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/output_inventory.csv","aabd8fdbf00a362dbc388a11a9d5d5dcf60340b5fa75dd70616b6aebeacd5056",2305,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/paired_label_boxes.csv","f3697b18688bf7d14af691920a0bc931350fcdcbe6b09e0fffa62d8826d46a91",2362,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/paired_label_collisions.csv","eebb82e45ffde14964788c231f47f9114bb608c910278888f7ce843b4d6ff673",16,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/session_info.txt","eda2e6d9de21faed04fdac2558b53515052209cac5573c6026b2c89a59ebfb13",1433,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/svg_structure_check.csv","e5e9da5810fc39ca7f56428a321a46f851ed3ffa4b84ab3582b86970e6d736f2",134,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/typography_708px.csv","14b6201aaa488c80078ced8368275a9d2827e17d1f105115fc8e01ce6dfee4b7",27590,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/candidate_validation/typography_minimums.csv","380aa146db43f6b7f7fdf3110b2266c171d54f019ec4c4ca96d725f77af289b2",141,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/durable_pre32g/H01_stage3_diagnostic_assessment.png","95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d",326759,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/durable_pre32g/H01_stage3_diagnostic_assessment.svg","a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52",75987,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/durable_pre32g/H01_stage3_model_support.png","2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b",238682,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/durable_pre32g/H01_stage3_model_support.svg","602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966",54757,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/durable_pre32g/H01_stage3_paired_placement.png","866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608",226285,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/durable_pre32g/H01_stage3_paired_placement.svg","fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0",22471,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_candidate_run_output.txt","226dbff5d5172e0d7cebb8dda8836079f63e1de2e415c3e8fd5a8251591ce884",280,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_candidate_visual_qa.csv","b62873ee0dc83cecb4950bff215f6aa6f4d106dc9f9fcb472543b9e77a95194f",1448,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_focused_test_failure.txt","44e03f67faf0f43940c47ad7a5de504b41e165bbbae53ad73c4051427e322f05",559,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_identity_chain.csv","569f36df00efc80d2c0dba7de669e9753e19667c225f172cf5fcf457efcbd742",1415,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_lifecycle.csv","81e32e79708f219822b566f3c435579b3d8e1410c9240b05dd90c305a19219d8",737,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_preflight_output.txt","77f71bf9bc26a8aedecaf73322dde291c71f0c2109fff645f5f758350752780c",437,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_candidate_durable_audit.csv","c96b9301b9e024f56b410d73ea9cbb638591b1aa2dfd447ac90926b56f03f348",2996,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_core_manifest_audit.csv","f007b7a3bfec93310d37b72e24bf12936047113af08a200938c561101645d124",8239,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_current_identities.csv","9cb8a5bcd915aface262154de9a72a913216cba89a843212a139e5c364dc3bd0",1307,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_dispatch_audit.csv","00f17d572a0370cf79d2dee2a69e66f8d9085164078e410e202faac3f445a8c2",8602,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_manifest_audit.csv","9bd73cab52ae8727b82bd3c925ed1c8fae69c16806a2b9a96f54f1c5e001b62d",557837,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_manifest_mismatches.csv","11852b1ac43eefd816f2551388dc7cc6e342ca71fb8a8321cd9de5a38b6e1165",5165,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_retained_temporary_audit.csv","1b5880d37a3dcb68b03723be15579a90a0d4bce0624fefacdd6955b40819e5c1",7774,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_state.md","6012e1c2d6c5b664bc17968172e196ff80f9567553d099690afcb4402414bb90",4310,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/order32g_stopped_summary.csv","6d32ff534f4706ce2c56a1f5836088ab0aca77c49e5e6d00af6e0ef2000d1b49",364,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/refresh_h01_order32d_figures_postair.R","367e1544e5533cdb2670c0e413a5f15c23c3d4a95f431bbf7784615e9bb00ff7",29036,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/refresh_h01_order32d_figures_postcorrection_preair.R","115848677c29c16550b73d75e63ae5ba8da08504197f6f9998d573db1ab79553",28964,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/refresh_h01_order32d_figures_pre32g.R","10288d5fb28df713c43f52a5f3e984070d8062701a28a3e6eb4fe8d9d8b223aa",28717,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/run_h01_order32g_scalar_geometry_preflight.R","35fda33c3c7fc328a72937bf968acaf5bd44e8e069aa319a5fe92e5e0ca3cf90",17003,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/run_h01_order32g_semantic_audit.R","604bb3b48fab40cc6155af7da7b083fb9a66962c8d9a5e575b1d50470be27022",21641,"order32g stopped-state evidence","4.6.1"
"audit/hypotheses/H01/report017_order32g_continuation/seal_h01_order32g_stopped_state.R","6b5d84c21c9d9abae549a94bb2e78f556237e5be5a17b3109b0d7826f6ef9f25",10261,"order32g stopped-state evidence","4.6.1"
"audit/report_harmonization/owner_orders/32g_h01_final_scalar_geometry_continuation.md","6b63571775dc3a66a51815636dd2bb0d9cbd4ff27ce97c45041d390c4ef7ec4f",10927,"protected or current transition identity","4.6.1"
"audit/report_harmonization/report017_h01_order32g_dispatch_manifest.csv","c904b08827185127616245046f2b381468518dbe348333d7e3c6386f28cbc177",5897,"protected or current transition identity","4.6.1"
"notebooks/hypotheses/H01.qmd","9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb",93260,"protected or current transition identity","4.6.1"
