"position","source","sha256","authority","role"
"P-R04A","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_frames_sample_flow_source.csv","d6aa360f923826746377c5a0c9f6f5f4d4556ec6f08a1d20716842e62180b051","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04A","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_estimands_equal_site_means_source.csv","3fd04ecdd9c6f07eaa7436479f65f20d323ed280e6b033653ddd8dd3459f3563","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04A","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_multiplicity_BA_M1_source.csv","c17e04f98eaf8b84430e0f8dcdc5206881deb184c832873c504edf5838883f47","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04A","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_estimands_B_to_B80_claim_gate_source.csv","1dea9c6364e8cb87bf8d52ecb9b7ac8e4d12a739b248d4c96e71cc7df38f1dd6","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04A","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","5f444f3ea9d7d93da8c4f2337aef215ac01c7e275c7098076dc223695d7d84ac","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04B","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_multiplicity_BA_M2_source.csv","36b498480944e95be5701cab9a4e0fcccd0e4d8bdf66a0101a15f56686182327","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04B","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_multiplicity_BA_M3_source.csv","5961cd10191268a08edd55a4f2b4c0dea7835af0ab4dda1e7bb86211b0f8de65","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04B","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_multiplicity_BA_M6_primary_source.csv","660884e745e0210b92e5363d76f8e668bca2ea5ff2264f6b02ea8c5bd9b30930","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04B","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/frozen/table_localizations_source.csv","4c8bac6177876fe770f9c951fca0bd98baf5a0444027925fcdfe4a63b3281c1e","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
"P-R04C","/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/source_data/main_linkage_b_amendment_stage2_r2_variance_decomposition_source.csv","5fe5a5209bd9884f653185964497d74ba59ce70f5db5a4203072a6a5d8c8b53a","FINISHING007 author accepted; Writer source-only release 2026-09-13","Current main analysis, methods or bounded comparison; preserve qualifications"
