"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h06-primary-effects","id",1,2486775,2486783,"Predictor","tbl-h06-primary-effects--gt-0001","","",2486775,2486806,9,32
1,"tbl-h06-primary-effects","id",2,2486910,2486923,"Ratio-(95%-CI)","tbl-h06-primary-effects--gt-0002","","",2486933,2486964,14,32
1,"tbl-h06-primary-effects","id",3,2487055,2487068,"FDR-adjusted-p","tbl-h06-primary-effects--gt-0003","","",2487096,2487127,14,32
1,"tbl-h06-primary-effects","headers",1,2487289,2487297,"Predictor","tbl-h06-primary-effects--gt-0001","Predictor","tbl-h06-primary-effects--gt-0001",2487348,2487379,9,32
1,"tbl-h06-primary-effects","headers",2,2487366,2487379,"Ratio (95% CI)","tbl-h06-primary-effects--gt-0002","Ratio-(95%-CI)","tbl-h06-primary-effects--gt-0002",2487448,2487479,14,32
1,"tbl-h06-primary-effects","headers",3,2487445,2487458,"FDR-adjusted p","tbl-h06-primary-effects--gt-0003","FDR-adjusted-p","tbl-h06-primary-effects--gt-0003",2487545,2487576,14,32
1,"tbl-h06-primary-effects","headers",4,2487560,2487568,"Predictor","tbl-h06-primary-effects--gt-0001","Predictor","tbl-h06-primary-effects--gt-0001",2487678,2487709,9,32
1,"tbl-h06-primary-effects","headers",5,2487647,2487660,"Ratio (95% CI)","tbl-h06-primary-effects--gt-0002","Ratio-(95%-CI)","tbl-h06-primary-effects--gt-0002",2487788,2487819,14,32
1,"tbl-h06-primary-effects","headers",6,2487737,2487750,"FDR-adjusted p","tbl-h06-primary-effects--gt-0003","FDR-adjusted-p","tbl-h06-primary-effects--gt-0003",2487896,2487927,14,32
1,"tbl-h06-primary-effects","headers",7,2487844,2487852,"Predictor","tbl-h06-primary-effects--gt-0001","Predictor","tbl-h06-primary-effects--gt-0001",2488021,2488052,9,32
1,"tbl-h06-primary-effects","headers",8,2487931,2487944,"Ratio (95% CI)","tbl-h06-primary-effects--gt-0002","Ratio-(95%-CI)","tbl-h06-primary-effects--gt-0002",2488131,2488162,14,32
1,"tbl-h06-primary-effects","headers",9,2488010,2488023,"FDR-adjusted p","tbl-h06-primary-effects--gt-0003","FDR-adjusted-p","tbl-h06-primary-effects--gt-0003",2488228,2488259,14,32
2,"tbl-h06-primary-site-interactions","id",1,2499573,2499581,"Predictor","tbl-h06-primary-site-interactions--gt-0001","","",2499809,2499850,9,42
2,"tbl-h06-primary-site-interactions","id",2,2499708,2499711,"Test","tbl-h06-primary-site-interactions--gt-0002","","",2499977,2500018,4,42
2,"tbl-h06-primary-site-interactions","id",3,2499833,2499846,"FDR-adjusted-p","tbl-h06-primary-site-interactions--gt-0003","","",2500140,2500181,14,42
2,"tbl-h06-primary-site-interactions","headers",1,2500068,2500076,"Predictor","tbl-h06-primary-site-interactions--gt-0001","Predictor","tbl-h06-primary-site-interactions--gt-0001",2500403,2500444,9,42
2,"tbl-h06-primary-site-interactions","headers",2,2500145,2500148,"Test","tbl-h06-primary-site-interactions--gt-0002","Test","tbl-h06-primary-site-interactions--gt-0002",2500513,2500554,4,42
2,"tbl-h06-primary-site-interactions","headers",3,2500210,2500223,"FDR-adjusted p","tbl-h06-primary-site-interactions--gt-0003","FDR-adjusted-p","tbl-h06-primary-site-interactions--gt-0003",2500616,2500657,14,42
2,"tbl-h06-primary-site-interactions","headers",4,2500325,2500333,"Predictor","tbl-h06-primary-site-interactions--gt-0001","Predictor","tbl-h06-primary-site-interactions--gt-0001",2500759,2500800,9,42
2,"tbl-h06-primary-site-interactions","headers",5,2500412,2500415,"Test","tbl-h06-primary-site-interactions--gt-0002","Test","tbl-h06-primary-site-interactions--gt-0002",2500879,2500920,4,42
2,"tbl-h06-primary-site-interactions","headers",6,2500488,2500501,"FDR-adjusted p","tbl-h06-primary-site-interactions--gt-0003","FDR-adjusted-p","tbl-h06-primary-site-interactions--gt-0003",2500993,2501034,14,42
2,"tbl-h06-primary-site-interactions","headers",7,2500574,2500582,"Predictor","tbl-h06-primary-site-interactions--gt-0001","Predictor","tbl-h06-primary-site-interactions--gt-0001",2501107,2501148,9,42
2,"tbl-h06-primary-site-interactions","headers",8,2500661,2500664,"Test","tbl-h06-primary-site-interactions--gt-0002","Test","tbl-h06-primary-site-interactions--gt-0002",2501227,2501268,4,42
2,"tbl-h06-primary-site-interactions","headers",9,2500726,2500739,"FDR-adjusted p","tbl-h06-primary-site-interactions--gt-0003","FDR-adjusted-p","tbl-h06-primary-site-interactions--gt-0003",2501330,2501371,14,42
3,"tbl-h06-site-specific-associations","id",1,2770614,2770621,"Location","tbl-h06-site-specific-associations--gt-0001","","",2771246,2771288,8,43
3,"tbl-h06-site-specific-associations","id",2,2770743,2770759,"Reference-profile","tbl-h06-site-specific-associations--gt-0002","","",2771410,2771452,17,43
3,"tbl-h06-site-specific-associations","id",3,2770942,2770952,"Free-/-Work","tbl-h06-site-specific-associations--gt-0003","","",2771635,2771677,11,43
3,"tbl-h06-site-specific-associations","id",4,2771084,2771101,"Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004","","",2771809,2771851,18,43
3,"tbl-h06-site-specific-associations","id",5,2771240,2771260,"Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005","","",2771990,2772032,21,43
3,"tbl-h06-site-specific-associations","headers",1,2771491,2771498,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2772263,2772305,8,43
3,"tbl-h06-site-specific-associations","headers",2,2771743,2771759,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2772550,2772592,17,43
3,"tbl-h06-site-specific-associations","headers",3,2772021,2772031,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2772854,2772896,11,43
3,"tbl-h06-site-specific-associations","headers",4,2772424,2772441,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2773289,2773331,18,43
3,"tbl-h06-site-specific-associations","headers",5,2772873,2772893,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2773763,2773805,21,43
3,"tbl-h06-site-specific-associations","headers",6,2773320,2773327,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2774232,2774274,8,43
3,"tbl-h06-site-specific-associations","headers",7,2773610,2773626,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2774557,2774599,17,43
3,"tbl-h06-site-specific-associations","headers",8,2773909,2773919,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2774882,2774924,11,43
3,"tbl-h06-site-specific-associations","headers",9,2774202,2774219,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2775207,2775249,18,43
3,"tbl-h06-site-specific-associations","headers",10,2774502,2774522,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2775532,2775574,21,43
3,"tbl-h06-site-specific-associations","headers",11,2774817,2774824,"Location","tbl-h06-site-specific-associations--gt-0001","Location","tbl-h06-site-specific-associations--gt-0001",2775869,2775911,8,43
3,"tbl-h06-site-specific-associations","headers",12,2775025,2775041,"Reference profile","tbl-h06-site-specific-associations--gt-0002","Reference-profile","tbl-h06-site-specific-associations--gt-0002",2776112,2776154,17,43
3,"tbl-h06-site-specific-associations","headers",13,2775216,2775226,"Free / Work","tbl-h06-site-specific-associations--gt-0003","Free-/-Work","tbl-h06-site-specific-associations--gt-0003",2776329,2776371,11,43
3,"tbl-h06-site-specific-associations","headers",14,2775512,2775529,"Active / Sedentary","tbl-h06-site-specific-associations--gt-0004","Active-/-Sedentary","tbl-h06-site-specific-associations--gt-0004",2776657,2776699,18,43
3,"tbl-h06-site-specific-associations","headers",15,2775782,2775802,"Previous sleep / hour","tbl-h06-site-specific-associations--gt-0005","Previous-sleep-/-hour","tbl-h06-site-specific-associations--gt-0005",2776952,2776994,21,43
