role,path,sha256,bytes
manuscript_source,manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,a527b6cb9ba689ab15370a05776280c632073ef27b79320a271feca96b27c69f,81434
supplementary_source,manuscript/R0_NatHealth/supplementary_information_outline.qmd,fbfdde52cd24a60a5ff19eefb7901d3b7dcb268d97c2c922e0e87e7c944c652e,25590
accepted_table3,manuscript/R0_NatHealth/display_assets/table3_metric_context.html,d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2,1901204
quarto_profile,manuscript/R0_NatHealth/_quarto.yml,c7c3fc8a96f1e65914cfb88c8d4de2bf8bcacb75fcf37902b262c79d2becae24,482
bibliography,manuscript/R0_NatHealth/references_merged.bib,4972d8011fd9ccd2067e5e583a9bbc8846a825218ca7b4b574bcc6bd4bea1c06,51953
stylesheet,manuscript/R0_NatHealth/manuscript_displays.css,5974136901a8325e831e932a3999382532acfcf94508f428b23bc8f5de3ffc98,4397
source_display_inventory,audit/manuscript_nature_health/order71a_source_and_display_inventory.csv,3a9f917b95d6cce268bacacea1406ca0292b95f8fc49c3484b56a3478f82ad94,48842
html_preimage,audit/manuscript_nature_health/order71a_execution_2026_09_03/preimage_ZaunerEtAl2026_NatHealth_phase3_brown.html,8fba7308cf0f06362419a144628fe91ec9a2741551c72c7014fd278d76114fac,30881505
final_html,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,438f80545e09eb1844d15c3d4495d7d2d4dbc07bcf039f4c8e4430b18e79ee0c,30877834
protected_docx,manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,6cd592391f720829ed278a35e81c854ee7fd54eca6a4a4e664faad7b37310f91,28792333
protected_website,_build/nathealth/index.html,c8abe2f9fbfcbe2fc8b4e39e149797a6dc2d74a5735337ed2399fb6e5814eb21,29023063
browser_qa,audit/manuscript_nature_health/order71a_execution_2026_09_03/html_browser_qa.json,99178305103e4ceffd029255867bb74c3726fe473b2033b6baecf8a328be0502,1866
render_lifecycle,audit/manuscript_nature_health/order71a_execution_2026_09_03/render_lifecycle.md,bbda832a011d8141a3a6a59801b7567c716f78267c58dadd8bf167d8ea517e4b,4253
completion_record,audit/manuscript_nature_health/order71a_execution_2026_09_03/completion_record.md,814b7386e23bb90c9174fcbbf763dd751c00ce2870286a5c9daa6bb2c9aef221,3745
