run_id,placement,category_order,light_source,estimate_log_ratio_per_10deg,standard_error,statistic,df,p_raw,ratio_per_10deg,ratio_conf_low,ratio_conf_high,hours,participants,participant_days,category_sites,model_sites,centered_at_absolute_latitude_deg,category_code,short_label,p_adjusted,family_id,family_n,omissions,successful,sign_agreement,ratio_min,ratio_max,inferential_role
latitude_full__near_eye,Near-eye,1,Electric light source indoors,0.17979316775044632,0.04425986168890428,4.062217117039015,8,0.0036222859496360445,1.196969765567853,1.0808305179087465,1.3255886061171764,4629,138,695,9,9,39.247676269804195,electric_indoor,Indoor electric,0.012678000823726155,H03-exploratory-latitude-slopes__near_eye,7,9,9,9,1.1699462299588896,1.2476082560034574,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__near_eye,Near-eye,2,Electric light source outdoors,0.09832943594135225,0.17726497070848768,0.5547031404363305,8,0.5942620945906092,1.1033262005496638,0.7331211437983975,1.6604741455310044,203,54,118,9,9,39.247676269804195,electric_outdoor,Outdoor electric,0.5942620945906092,H03-exploratory-latitude-slopes__near_eye,7,9,9,8,0.789119175222128,2.502765814488483,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__near_eye,Near-eye,3,Daylight indoors,0.22574740871487464,0.044384347417676134,5.086194161885332,8,9.45852967875865e-4,1.2532590629770668,1.1313333807220032,1.3883248790306009,4804,138,692,9,9,39.247676269804195,daylight_indoor,Indoor daylight,0.006620970775131055,H03-exploratory-latitude-slopes__near_eye,7,9,9,9,1.2262194763478884,1.3168551097401964,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__near_eye,Near-eye,4,Daylight outdoors (including shade),0.30341662309228484,0.08837707319248377,3.433205153008955,8,0.008912622095201028,1.3544786539921903,1.1047496264006396,1.660659012936538,1557,135,512,9,9,39.247676269804195,daylight_outdoor,Outdoor daylight,0.020796118222135732,H03-exploratory-latitude-slopes__near_eye,7,9,9,9,1.257530569709169,1.7455861193221547,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__near_eye,Near-eye,5,Emissive display light,0.15824814801577977,0.15124243778625338,1.0463210612845806,8,0.3259939833912546,1.171456853336724,0.8265312611216503,1.6603257780804008,664,88,235,9,9,39.247676269804195,display,Emissive display,0.38032631395646377,H03-exploratory-latitude-slopes__near_eye,7,9,9,8,0.9583709195825956,1.3385049755157774,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__near_eye,Near-eye,6,Darkness during sleep,0.35618644060504345,0.12270002947396501,2.9029042790949005,8,0.019803323434013236,1.4278737370923398,1.0759883830381958,1.894837752170852,5225,130,712,9,9,39.247676269804195,sleep_darkness,Sleep darkness,0.034655816009523166,H03-exploratory-latitude-slopes__near_eye,7,9,9,9,1.1225110257616393,1.499387538155894,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__near_eye,Near-eye,7,Light entering from outside during sleep,0.37937737816806905,0.26639710665848393,1.4241047244346527,8,0.19223055733290845,1.4613744224986518,0.7906218815229573,2.7011840332821047,853,66,233,9,9,39.247676269804195,sleep_external_light,External light during sleep,0.2691227802660718,H03-exploratory-latitude-slopes__near_eye,7,9,9,9,1.2198462908644077,2.0989283722140035,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__chest,Chest,1,Electric light source indoors,0.1326793820757382,0.030948268314304896,4.287134282547602,7,0.003623435315085785,1.1418838312104491,1.0613040164860863,1.2285816916975245,5468,149,765,8,8,38.08843580352972,electric_indoor,Indoor electric,0.025364047205600496,H03-exploratory-latitude-slopes__chest,7,8,8,8,1.1091795734383785,1.1576750717138995,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__chest,Chest,2,Electric light source outdoors,0.24526325312177982,0.20095779779716735,1.2204714413188946,7,0.2617999140627227,1.2779576952789131,0.7945920592089941,2.0553639468136597,219,59,129,8,8,38.08843580352972,electric_outdoor,Outdoor electric,0.36651987968781174,H03-exploratory-latitude-slopes__chest,7,8,8,8,1.1481581610588518,1.7191056776621478,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__chest,Chest,3,Daylight indoors,0.04617194681075116,0.07028122715541014,0.6569598835924269,7,0.5322037360179561,1.0472544675421545,0.8869055832722247,1.2365937710534969,4979,148,741,8,8,38.08843580352972,daylight_indoor,Indoor daylight,0.5322037360179561,H03-exploratory-latitude-slopes__chest,7,8,8,7,0.9968642288231296,1.389407762465501,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
latitude_full__chest,Chest,4,Daylight outdoors (including shade),0.2352215777377544,0.10447473627823553,2.2514684996314887,7,0.05907002546818635,1.265189075410046,0.9882476869648626,1.6197390772075146,1686,145,554,8,8,38.08843580352972,daylight_outdoor,Outdoor daylight,0.13783005942576815,H03-exploratory-latitude-slopes__chest,7,8,8,8,1.1438053910218127,1.4532735256777134,exploratory ecological association per 10-degree increase in absolute latitude; latitude replaces fixed site
