path,exists,sha256,bytes
audit/report_harmonization/owner_orders/47d_h06_hourly_companion_render.md,TRUE,fe25c05e3fb20b9a76c41bd2fd67810e9b2cf7845fb52ffc1b92cd01d0663523,9631
audit/report_harmonization/report018_h06_result_independent_acceptance.md,TRUE,1e5097504278defa98cbc42cc6798d85926cb525316886c12d4cf8f3c7f8f7a1,5097
audit/report_harmonization/report018_h06_result_independent_acceptance_manifest.csv,TRUE,920d3b384046231d3d404f41fbf61cc2504583bbd1b0e5769fbe8f2fa9c1f32f,3459
notebooks/hypotheses/H06.qmd,TRUE,d65c197cb37db32101d8a43fcdc80198ab599a95cb73259abd187c9b2b58d350,60791
_build/nathealth/notebooks/hypotheses/H06.html,TRUE,8b5f1b0ada997290ec5324de35e0c874fd25e2e9ef052281acaab07d0a3dccaa,4874263
scripts/hypotheses/H06/h06_contract.R,TRUE,b11447a49a52a6a1a66618f9f471c0cda5284cbb8a251f7dffb2512d9ede231f,13468
audit/hypotheses/H06/H06_analysis_preparation.qmd,TRUE,f952d5ec72066ee86fded4888aaa815bdf763c11f466806ebc7391c79e22918b,59613
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,TRUE,222894f4416f6f4d48bace8e9bfa9c08d22f22d613bf2b0c1e5440b0485efcae,771694
_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.qmd,TRUE,a4b35a1997fdae48b2e751d31a70147bd4149354eddd2a703d6473abbc67ea97,50898
tests/hypotheses/H06/test_h06_preparation_report.R,TRUE,2b9f02f7caa448a3c7fdb88b0febc5ce306239002ebe220b6f5f7a7c4285a4fc,12918
scripts/hypotheses/H06/build_h06_preparation_report_manifest.R,TRUE,bc53e754478a3fa17de0aaf498aea8720d58b958949050f7447d25c5ec23e2fb,9615
artifacts/12_manifests/H06/H06_preparation_report_manifest.csv,TRUE,db976477b9cdbce2a6d4575e382b2f04062e8834c086f1d82cb25d7e8a2176e4,78784
artifacts/12_manifests/H06/H06_preparation_figure_readability_qa.csv,TRUE,49045b8064870acb8c51c797a7b75bf8962524da2239397f70a3e457ede801dd,4358
artifacts/12_manifests/H06/qa/H06_preparation_figure_A4_proofs.pdf,TRUE,a7f6d8e8e30e4ce7be812049766e15631c579d1216dc0d0c88c24b6cb029c6d5,410504
audit/hypotheses/H06/H06_preparation_figure_readability_qa.md,TRUE,2df08630c1ed98b47bac831a6e8416314af77edcdcec83424858ec70407a91e4,3082
scripts/hypotheses/H06/build_h06_preparation_figure_readability_qa.R,TRUE,560012d4ab09a6ff052c08f66a84c166366c749761f419e24d0bb605fc933b00,7911
audit/handoffs/H06_worker_handoff.md,TRUE,21b37d161f07ec27a2802239a3999621f484b9d697c7cddaf3a73f6c09fe4e90,11453
audit/hypotheses/H06/report017_order37a/bounded_audit.md,TRUE,a544c1b15037c7ac3760c109050b7ba0b51bba18e1f9bc36b876ca5984c11b4c,2447
audit/hypotheses/H06/report017_order37a/order37a_source_manifest.csv,TRUE,b8274e71d13e05fe387cf82a901f1b83dec15c4b5e6ceb3a88e101110be7a22b,17302
_quarto-nathealth.yml,TRUE,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
_quarto.yml,TRUE,44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c,2517
scripts/report_harmonization/post_render_gt_html_semantics.R,TRUE,28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205,21453
scripts/report_harmonization/repair_gt_html_semantics.R,TRUE,7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1,17747
renv.lock,TRUE,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493
scripts/pipeline/hypothesis_preparation_provenance_contract.R,TRUE,6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026,13175
scripts/pipeline/paths_io.R,TRUE,ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c,4596
artifacts/12_manifests/H06/H06_stage3_artifacts.csv,TRUE,d4cbb953428123510bbc1e996ec681dbfbafe4c3a79a66c93a581453584308f1,75394
artifacts/12_manifests/base_model_data_artifacts.csv,TRUE,8344bdc0339a53079bf9eeb7d86de1ad7c15373641c3a0a5a01d040b418895ce,10273
