"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h06-prep-render-boundary","id",1,44191,44198,"Activity","tbl-h06-prep-render-boundary--gt-0001","","",44191,44227,8,37
1,"tbl-h06-prep-render-boundary","id",2,44324,44329,"Status","tbl-h06-prep-render-boundary--gt-0002","","",44353,44389,6,37
1,"tbl-h06-prep-render-boundary","id",3,44453,44458,"Reason","tbl-h06-prep-render-boundary--gt-0003","","",44513,44549,6,37
1,"tbl-h06-prep-render-boundary","headers",1,44671,44678,"Activity","tbl-h06-prep-render-boundary--gt-0001","Activity","tbl-h06-prep-render-boundary--gt-0001",44762,44798,8,37
1,"tbl-h06-prep-render-boundary","headers",2,44754,44759,"Status","tbl-h06-prep-render-boundary--gt-0002","Status","tbl-h06-prep-render-boundary--gt-0002",44874,44910,6,37
1,"tbl-h06-prep-render-boundary","headers",3,44828,44833,"Reason","tbl-h06-prep-render-boundary--gt-0003","Reason","tbl-h06-prep-render-boundary--gt-0003",44979,45015,6,37
1,"tbl-h06-prep-render-boundary","headers",4,44967,44974,"Activity","tbl-h06-prep-render-boundary--gt-0001","Activity","tbl-h06-prep-render-boundary--gt-0001",45149,45185,8,37
1,"tbl-h06-prep-render-boundary","headers",5,45062,45067,"Status","tbl-h06-prep-render-boundary--gt-0002","Status","tbl-h06-prep-render-boundary--gt-0002",45273,45309,6,37
1,"tbl-h06-prep-render-boundary","headers",6,45147,45152,"Reason","tbl-h06-prep-render-boundary--gt-0003","Reason","tbl-h06-prep-render-boundary--gt-0003",45389,45425,6,37
1,"tbl-h06-prep-render-boundary","headers",7,45276,45283,"Activity","tbl-h06-prep-render-boundary--gt-0001","Activity","tbl-h06-prep-render-boundary--gt-0001",45549,45585,8,37
1,"tbl-h06-prep-render-boundary","headers",8,45354,45359,"Status","tbl-h06-prep-render-boundary--gt-0002","Status","tbl-h06-prep-render-boundary--gt-0002",45656,45692,6,37
1,"tbl-h06-prep-render-boundary","headers",9,45428,45433,"Reason","tbl-h06-prep-render-boundary--gt-0003","Reason","tbl-h06-prep-render-boundary--gt-0003",45761,45797,6,37
1,"tbl-h06-prep-render-boundary","headers",10,45564,45571,"Activity","tbl-h06-prep-render-boundary--gt-0001","Activity","tbl-h06-prep-render-boundary--gt-0001",45928,45964,8,37
1,"tbl-h06-prep-render-boundary","headers",11,45668,45673,"Status","tbl-h06-prep-render-boundary--gt-0002","Status","tbl-h06-prep-render-boundary--gt-0002",46061,46097,6,37
1,"tbl-h06-prep-render-boundary","headers",12,45746,45751,"Reason","tbl-h06-prep-render-boundary--gt-0003","Reason","tbl-h06-prep-render-boundary--gt-0003",46170,46206,6,37
1,"tbl-h06-prep-render-boundary","headers",13,45872,45879,"Activity","tbl-h06-prep-render-boundary--gt-0001","Activity","tbl-h06-prep-render-boundary--gt-0001",46327,46363,8,37
1,"tbl-h06-prep-render-boundary","headers",14,45957,45962,"Status","tbl-h06-prep-render-boundary--gt-0002","Status","tbl-h06-prep-render-boundary--gt-0002",46441,46477,6,37
1,"tbl-h06-prep-render-boundary","headers",15,46024,46029,"Reason","tbl-h06-prep-render-boundary--gt-0003","Reason","tbl-h06-prep-render-boundary--gt-0003",46539,46575,6,37
1,"tbl-h06-prep-render-boundary","headers",16,46153,46160,"Activity","tbl-h06-prep-render-boundary--gt-0001","Activity","tbl-h06-prep-render-boundary--gt-0001",46699,46735,8,37
1,"tbl-h06-prep-render-boundary","headers",17,46255,46260,"Status","tbl-h06-prep-render-boundary--gt-0002","Status","tbl-h06-prep-render-boundary--gt-0002",46830,46866,6,37
1,"tbl-h06-prep-render-boundary","headers",18,46333,46338,"Reason","tbl-h06-prep-render-boundary--gt-0003","Reason","tbl-h06-prep-render-boundary--gt-0003",46939,46975,6,37
2,"tbl-h06-prep-shared-provenance","id",1,59322,59327,"Record","tbl-h06-prep-shared-provenance--gt-0001","","",59959,59997,6,39
2,"tbl-h06-prep-shared-provenance","id",2,59451,59454,"Path","tbl-h06-prep-shared-provenance--gt-0002","","",60121,60159,4,39
2,"tbl-h06-prep-shared-provenance","id",3,59576,59592,"Recorded-identity","tbl-h06-prep-shared-provenance--gt-0003","","",60281,60319,17,39
2,"tbl-h06-prep-shared-provenance","id",4,59727,59732,"Status","tbl-h06-prep-shared-provenance--gt-0004","","",60454,60492,6,39
