path,sha256,bytes,link_target
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,771221,
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,54527,
_build/nathealth/notebooks/hypotheses/H11.html,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,306265,
_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,37775,
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480,
artifacts/12_manifests/H11/H11_preparation_report_manifest.csv,bd34dbfd6d2e929c825fe76281dfd384d8b0ef851b3d99a52b155c3216cfc6d9,73184,
artifacts/12_manifests/H11/H11_stage3_artifact_manifest.csv,2f55cef62117af71beab6e320fac842489b24be149209ea60a1d54cbd172f645,14512,
audit/handoffs/H11_worker_handoff.md,5f01ac88745d55d749854b41d22ce3bd0afe43f42dbbaded98da7a61e1b53289,15358,
audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,54527,
audit/hypotheses/H11/report018_order61_companion_render/gt_html_semantic_post_render_summary.csv,0f35a17131488b77753ab4dadf1e31ff7227ca96348da12606a6702ef1d6f646,498,
audit/hypotheses/H11/report018_order61_companion_render/H11_gt_semantic_ledger.csv,68d80317a078d9b3b4de250414122937716b854bc705bcaef7613ce6d11fedb3,225743,
audit/report_harmonization/coordination_matrix.csv,c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac,42552,
audit/report_harmonization/owner_orders/61a_h11_companion_no_rerender_local_test_and_acceptance.md,74f1a6f8161d0cc5f524c821d7b894e66b0e21e7f77b7aa947d1359534de1dca,8738,
audit/report_harmonization/report018_h11_order61_rendered_stop_independent_acceptance_manifest.csv,6d1f88dbb62ba748bfc89a07558210cfe0aee416d7d840a616b152db44397ab2,5401,
audit/report_harmonization/report018_h11_order61_rendered_stop_independent_acceptance.md,878fb256fc2fd4a932c6a795b8d4ad9995c06a2641002d5bab21227aa1e16f24,4048,
audit/report_harmonization/report018_h11_order61a_dispatch_manifest.csv,adf40e1399b14fa554ad9cd621fe55cc9a93512db359996fb2e1cf15c31e061d,6643,
notebooks/hypotheses/H11.qmd,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,57462,
notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,3623,
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,
scripts/hypotheses/H11/build_h11_preparation_report_manifest.R,317f31069e6019475023b3097b1d7f1b00435755e0a109e40535fab89b570bf8,10130,
scripts/pipeline/hypothesis_preparation_provenance_contract.R,6afff45a29a0bb96a49dbf46e611fce15dfd1618b4699da40d4b1f15cdbed026,13175,
scripts/report_harmonization/check_report018_h11_order61_stop_and_no_rerender_completion.R,69f8f02fbd67ec283846a15e90515db622ebf4ddd9c7a6f583f02475cd23872f,23173,
tests/hypotheses/H11/test_h11_preparation_report.R,64b427b4bc11f79a1ea2cd539eee7e30184271ef05cbba7b3f511a2f105a15a3,11831,
tests/hypotheses/H11/test_h11_report016_hourly_disposition.R,3d945c2b813ffaa2291ddebbe01f1f45c5c4ae7fe10256c9a1c8b15c3b531e7b,8062,
tests/hypotheses/H11/test_h11_stage3_reader_report.R,b0af27946d6c4001e659e9edb27bfab0fdfd3a36aa8be536d51ed50ae234a3c0,16783,
