"receipt","sha256","stage","round","status","exit_code","command"
"evidence/assembly_round1_command.json","ad550154e05d47a5342c4e701d4389a733a44855a2d2b5412b90bfaaadb5ddcc","assembly",1,"FAIL",1,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/prepare_word_manuscript.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/ZaunerEtAl2026_NatHealth_phase3_brown.docx /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/word_table_png_manifest.json /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/word_figure_svg_manifest.json /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/deliverables/manuscript_assembled_round1.docx --part-count-contract /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/part_count_contract.json"
"evidence/assembly_round2_command.json","a935393b14a0b00b2e58ff1f43b4db6eb3c31734bc2c672c66fa267a0393b534","assembly",2,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/prepare_word_manuscript.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/ZaunerEtAl2026_NatHealth_phase3_brown.docx /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/word_table_png_manifest.json /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/word_figure_svg_manifest.json /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/deliverables/manuscript_assembled_round2.docx --part-count-contract /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/part_count_contract.json"
"evidence/docx_round1_command.json","6f0f73ff646f4842a33025ec37dd3cca8f94585e79ee95a658d78f35ca4d9388","docx",1,"PASS",0,"/Applications/quarto/bin/quarto render ZaunerEtAl2026_NatHealth_phase3_brown.qmd --to docx --no-execute --output-dir render_docx_round1"
"evidence/embedding_round2_command.json","cb5db9c900c97e7a3f29e7d355bf52e0a28ab086b55785e41e06b331b81e662f","embedding",2,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/embed_accepted_svg_figures.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/deliverables/manuscript_assembled_round2.docx /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/maps/expanded_svg_manifest.json /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/deliverables/Nature_Health_manuscript_round2.docx --report /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/evidence/svg_embedding_round2.json"
"evidence/html_round1_command.json","f6271aedf658682ac0419dcda3b15f750b70a7130d531bbec42ddfec970e6880","html",1,"FAIL",1,"/Applications/quarto/bin/quarto render ZaunerEtAl2026_NatHealth_phase3_brown.qmd --to html --no-execute --output-dir render_html_round1"
"evidence/native_round1_command.json","efed2223c51778111d6cd263b5f763120296dab5a6091e380c787737b658db96","native",1,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/export_editable_tables.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_html_round1/ZaunerEtAl2026_NatHealth_phase3_brown.html /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/assets/reference.docx /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables --only Table_2 Table_S2"
"evidence/native_round2_command.json","d0e94ccfd7614c30214a9bcbdc7723005b2573701b294c77e71eb7efcfe6fa24","native",2,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/helpers/export_editable_tables.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/assets/reference.docx /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/round2 --only Table_S2"
"evidence/qa_main_round2_command.json","42dbbfcf0a0f8d83562d0f19fffdf94f8abaa2c972eae68b2cdd447274bb25dd","qa_main",2,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/.codex/plugins/cache/openai-primary-runtime/documents/26.909.12148/skills/documents/render_docx.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/deliverables/Nature_Health_manuscript_round2.docx --output_dir /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/qa/main_round2 --dpi 150 --emit_pdf --verbose"
"evidence/qa_Table_2_round1_command.json","714f543ac24099d92e79df113374ec9fc99ff7d2b239a627e91d5917b635ce84","qa_Table_2",1,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/.codex/plugins/cache/openai-primary-runtime/documents/26.909.12148/skills/documents/render_docx.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/Table_2.docx --output_dir /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/qa/Table_2_round1 --dpi 150 --emit_pdf --verbose"
"evidence/qa_Table_S2_round1_command.json","b57d267c3add63c9d6e366d6deac85f67b8ea50f239beae3570fa97b60238c87","qa_Table_S2",1,"PASS",0,"/Users/zauner/.cache/codex-runtimes/codex-primary-runtime/dependencies/python/bin/python3 /Users/zauner/.codex/plugins/cache/openai-primary-runtime/documents/26.909.12148/skills/documents/render_docx.py /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/editable_tables/Table_S2.docx --output_dir /Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/qa/Table_S2_round1 --dpi 150 --emit_pdf --verbose"
