"id","pass","detail"
"19_documents",TRUE,""
"Table_1_identity",TRUE,""
"Table_1_one_native_table",TRUE,""
"Table_1_ordered_nonempty_cells",TRUE,""
"Table_1_column_grid",TRUE,""
"Table_1_notes_exact",TRUE,""
"Table_1_arial_native_font",TRUE,""
"Table_2_identity",TRUE,""
"Table_2_one_native_table",TRUE,""
"Table_2_ordered_nonempty_cells",TRUE,""
"Table_2_column_grid",TRUE,""
"Table_2_notes_exact",TRUE,""
"Table_2_arial_native_font",TRUE,""
"Table_3_identity",TRUE,""
"Table_3_one_native_table",TRUE,""
"Table_3_ordered_nonempty_cells",TRUE,""
"Table_3_column_grid",TRUE,""
"Table_3_notes_exact",TRUE,""
"Table_3_arial_native_font",TRUE,""
"Table_S1_identity",TRUE,""
"Table_S1_one_native_table",TRUE,""
"Table_S1_ordered_nonempty_cells",TRUE,""
"Table_S1_column_grid",TRUE,""
"Table_S1_notes_exact",TRUE,""
"Table_S1_arial_native_font",TRUE,""
"Table_S2_identity",TRUE,""
"Table_S2_one_native_table",TRUE,""
"Table_S2_ordered_nonempty_cells",TRUE,""
"Table_S2_column_grid",TRUE,""
"Table_S2_notes_exact",TRUE,""
"Table_S2_arial_native_font",TRUE,""
"S2_170_unbroken_mean_SD_units",TRUE,""
"S2_17_exact_embedded_PNGs",TRUE,""
"S2_native_size_not_reduced",TRUE,""
"Table_S3_identity",TRUE,""
"Table_S3_one_native_table",TRUE,""
"Table_S3_ordered_nonempty_cells",TRUE,""
"Table_S3_column_grid",TRUE,""
"Table_S3_notes_exact",TRUE,""
"Table_S3_arial_native_font",TRUE,""
"Table_S4_identity",TRUE,""
"Table_S4_one_native_table",TRUE,""
"Table_S4_ordered_nonempty_cells",TRUE,""
"Table_S4_column_grid",TRUE,""
"Table_S4_notes_exact",TRUE,""
"Table_S4_arial_native_font",TRUE,""
"Table_S5_identity",TRUE,""
"Table_S5_one_native_table",TRUE,""
"Table_S5_ordered_nonempty_cells",TRUE,""
"Table_S5_column_grid",TRUE,""
"Table_S5_notes_exact",TRUE,""
"Table_S5_arial_native_font",TRUE,""
"Table_S6_identity",TRUE,""
"Table_S6_one_native_table",TRUE,""
"Table_S6_ordered_nonempty_cells",TRUE,""
"Table_S6_column_grid",TRUE,""
"Table_S6_notes_exact",TRUE,""
"Table_S6_arial_native_font",TRUE,""
"Table_S7_identity",TRUE,""
"Table_S7_one_native_table",TRUE,""
"Table_S7_ordered_nonempty_cells",TRUE,""
"Table_S7_column_grid",TRUE,""
"Table_S7_notes_exact",TRUE,""
"Table_S7_arial_native_font",TRUE,""
"Table_S8_identity",TRUE,""
"Table_S8_one_native_table",TRUE,""
"Table_S8_ordered_nonempty_cells",TRUE,""
"Table_S8_column_grid",TRUE,""
"Table_S8_notes_exact",TRUE,""
"Table_S8_arial_native_font",TRUE,""
"Table_S9_identity",TRUE,""
"Table_S9_one_native_table",TRUE,""
"Table_S9_ordered_nonempty_cells",TRUE,""
"Table_S9_column_grid",TRUE,""
"Table_S9_notes_exact",TRUE,""
"Table_S9_arial_native_font",TRUE,""
"Table_S10_identity",TRUE,""
"Table_S10_one_native_table",TRUE,""
"Table_S10_ordered_nonempty_cells",TRUE,""
"Table_S10_column_grid",TRUE,""
"Table_S10_notes_exact",TRUE,""
"Table_S10_arial_native_font",TRUE,""
"Table_S11a_identity",TRUE,""
"Table_S11a_one_native_table",TRUE,""
"Table_S11a_ordered_nonempty_cells",TRUE,""
"Table_S11a_column_grid",TRUE,""
"Table_S11a_notes_exact",TRUE,""
"Table_S11a_arial_native_font",TRUE,""
"Table_S11b_identity",TRUE,""
"Table_S11b_one_native_table",TRUE,""
"Table_S11b_ordered_nonempty_cells",TRUE,""
"Table_S11b_column_grid",TRUE,""
"Table_S11b_notes_exact",TRUE,""
"Table_S11b_arial_native_font",TRUE,""
"Table_S12_identity",TRUE,""
"Table_S12_one_native_table",TRUE,""
"Table_S12_ordered_nonempty_cells",TRUE,""
"Table_S12_column_grid",TRUE,""
"Table_S12_notes_exact",TRUE,""
"Table_S12_arial_native_font",TRUE,""
"Table_S13_identity",TRUE,""
"Table_S13_one_native_table",TRUE,""
"Table_S13_ordered_nonempty_cells",TRUE,""
"Table_S13_column_grid",TRUE,""
"Table_S13_notes_exact",TRUE,""
"Table_S13_arial_native_font",TRUE,""
"Table_S14_identity",TRUE,""
"Table_S14_one_native_table",TRUE,""
"Table_S14_ordered_nonempty_cells",TRUE,""
"Table_S14_column_grid",TRUE,""
"Table_S14_notes_exact",TRUE,""
"Table_S14_arial_native_font",TRUE,""
"Table_S15_identity",TRUE,""
"Table_S15_one_native_table",TRUE,""
"Table_S15_ordered_nonempty_cells",TRUE,""
"Table_S15_column_grid",TRUE,""
"Table_S15_notes_exact",TRUE,""
"Table_S15_arial_native_font",TRUE,""
