path,existed_before,sha256_before,bytes_before,sha256_after,bytes_after,changed
artifacts/07_models/H01/H01_fit_results.rds,TRUE,16b5ab67234c73d7cd7e14f29bf4b96bda9caff1bb2e786e3027aa59825d32c7,266376,f57b6e39e0cfd5e9d5367d8c5de3e6de8d21519b25a400924920d937f3f82ad7,268984,TRUE
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,12cf24f427feab75783024ff9038085bc616b06ee5761ef642209dc0f3607b06,20140,TRUE
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_models.rds,FALSE,,,d30ad1e7e85ce99f8f6c2c351aa3794e0492afac6eb5d569d439f3f7459c77f5,227012,TRUE
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,3574bfbeac8ca32a2e07f25ceaa3d060264c421795a6e717db1a95c3adad693e,56804,TRUE
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,37ce1761efee329412f2e7f2f9d5aaea57f9eb2c6c4e06f10ad506756384fba6,15768,TRUE
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,FALSE,,,e2c66d98010979bc9bff7e892050b97e6df4e60cde49ed052b3fa0bb5697f676,197280,TRUE
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,3e380fc70cdea4b5a267c67ace2feeaccdfdee20c9cc81c270cd5e4b83a62a67,56596,TRUE
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,68d5eeeec97488ac7ed2a88882f1939e42b611b67b2e0f6b8f7f7fcef43955d7,19620,TRUE
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_models.rds,FALSE,,,5df6d48b81b19ef8d9601e21cf5398e9dd8d61233e72ecfcd54a014dc82c8769,228456,TRUE
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,0012f5c134e5913770f98009ab529863a86cb706e29547abb7f8d2cecae92749,57996,TRUE
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,e9e711046f1a11294bafd96e0fe89325d6c184f454b86d2cb45ade4e5a399591,15672,TRUE
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,FALSE,,,7d3d9b4b8f272709bd30a8c2f662f42465e8015a7ebfbd2fc912f0306e55f032,197220,TRUE
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,075861244f52060c7c7e88fd57024c76c7e7e24e1ca455cabd00c703e0cf68dc,59904,TRUE
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,015da567235e0f4c73036093847ece8e71e22bc47ce96f9d4d7d46661b08ca0d,16144,TRUE
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_models.rds,FALSE,,,d3b43a7f395232989b0a056ef99addd9a3ca252ecc0588828c6ab01616b48d02,232464,TRUE
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,3a2b140500f60d8535caacc41b18caeac73148072bcc2ee9d257714c9848666e,57308,TRUE
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,e19ce86ad5ab9e9d5e4c0e48b5b8232bcafbc193ab3700d034e6b84c9a5b787f,12380,TRUE
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,FALSE,,,fc42443eb8b36a4c508ae2b413e5eff8f59759e176d72734795ea41cae329482,195524,TRUE
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,FALSE,,,19b33d1525e4ef4393b4a87263e3814e32161f0fa984fee4672b6f068a9d10c2,56704,TRUE
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,FALSE,,,fdea48dcf2c5c82fe4f79dc14312ce593918b5cf74d32e1420931c211d892a49,15684,TRUE
