path,sha256,bytes,producer,r_version,inference_status,production_contract_sha256
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/chest/all_available/duration_below_10_pre_sleep_checkpoint.rds,942bfc06354be931253e387ede2993089ff087861b288a768052e6cf110c4259,832,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/chest/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds,70d1b68ed14451b8a841e5388e6a05aa9f5cd43a12fe2fc2096d9001f9b9ac56,828,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/glasses/all_available/duration_below_10_pre_sleep_checkpoint.rds,2b75b018c147a4fba659d84f3ff66ef8a9ca80c3cb9a5ebb87ce53c969c99524,828,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/main/glasses/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds,043de4f25ac0e695518f11077f5b6445c49f533761cfdfda541e81159ca3c904,828,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/manuscript_prepared_data/chest/all_available/duration_below_10_pre_sleep_checkpoint.rds,8cca1e692eaed2fe91d9ae1d9d26d294f1fd07c35bf0a6031c785d3fa998ed57,668,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/manuscript_prepared_data/chest/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds,956bf8978f9319dcd64f38620f159f55e2e64d77468048f295285b9faaa552e5,664,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/manuscript_prepared_data/glasses/all_available/duration_below_10_pre_sleep_checkpoint.rds,f57db7b08687e21a62ab115368a6445be07ce30e97f3872b98bc2c11503dbf77,660,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/bootstrap_checkpoints/response_family_change/manuscript_prepared_data/glasses/paired_common_sample/duration_below_10_pre_sleep_checkpoint.rds,3232e770f4fb69718b535989c1f609e85398826364821ff5a2d9ee5dfc189406,664,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/main/chest/all_available/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,34ea8bbbfe221cba41316d9806dcdc8ccc659189187664b1651f9171183b940f,58484,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
artifacts/07_models/H01/main/chest/paired_common_sample/duration_below_10_pre_sleep_r2_bootstrap_draws.rds,4cab6d2e3a955f1828a8fd438431e2a5dd7c62f9b19e575a4afbfc4fd397e9a8,57672,scripts/hypotheses/H01/run_h01_response_family_bootstrap_production.R,4.6.1,"PRODUCTION — 1,000 successful joint bootstrap refits",ade4f90a4362cba7e7ed87dc898eb0ae4e2f6b04091a9365ee97a8569f3bc5f4
