path,sha256,bytes,role,producer,r_version
artifacts/07_models/H01/H01_fit_results.rds,f57b6e39e0cfd5e9d5367d8c5de3e6de8d21519b25a400924920d937f3f82ad7,268984,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,12cf24f427feab75783024ff9038085bc616b06ee5761ef642209dc0f3607b06,20140,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_models.rds,d30ad1e7e85ce99f8f6c2c351aa3794e0492afac6eb5d569d439f3f7459c77f5,227012,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/chest/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,3574bfbeac8ca32a2e07f25ceaa3d060264c421795a6e717db1a95c3adad693e,56804,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,37ce1761efee329412f2e7f2f9d5aaea57f9eb2c6c4e06f10ad506756384fba6,15768,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,e2c66d98010979bc9bff7e892050b97e6df4e60cde49ed052b3fa0bb5697f676,197280,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,3e380fc70cdea4b5a267c67ace2feeaccdfdee20c9cc81c270cd5e4b83a62a67,56596,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,68d5eeeec97488ac7ed2a88882f1939e42b611b67b2e0f6b8f7f7fcef43955d7,19620,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_models.rds,5df6d48b81b19ef8d9601e21cf5398e9dd8d61233e72ecfcd54a014dc82c8769,228456,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/glasses/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,0012f5c134e5913770f98009ab529863a86cb706e29547abb7f8d2cecae92749,57996,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,e9e711046f1a11294bafd96e0fe89325d6c184f454b86d2cb45ade4e5a399591,15672,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,7d3d9b4b8f272709bd30a8c2f662f42465e8015a7ebfbd2fc912f0306e55f032,197220,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,075861244f52060c7c7e88fd57024c76c7e7e24e1ca455cabd00c703e0cf68dc,59904,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_model_frame.rds,015da567235e0f4c73036093847ece8e71e22bc47ce96f9d4d7d46661b08ca0d,16144,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_models.rds,d3b43a7f395232989b0a056ef99addd9a3ca252ecc0588828c6ab01616b48d02,232464,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,3a2b140500f60d8535caacc41b18caeac73148072bcc2ee9d257714c9848666e,57308,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,e19ce86ad5ab9e9d5e4c0e48b5b8232bcafbc193ab3700d034e6b84c9a5b787f,12380,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_models.rds,fc42443eb8b36a4c508ae2b413e5eff8f59759e176d72734795ea41cae329482,195524,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,19b33d1525e4ef4393b4a87263e3814e32161f0fa984fee4672b6f068a9d10c2,56704,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_model_frame.rds,fdea48dcf2c5c82fe4f79dc14312ce593918b5cf74d32e1420931c211d892a49,15684,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_models.rds,5da9d34066add3e542ccf5a4fa7a9faa4da12ed1261c7166418c90bcaec6e44b,226388,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/all_available/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,26901ecd6d61fecccf9d17fd846705f615be97aedafe632b8bf8f50576c9ed09,56472,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_model_frame.rds,54fae6b83ce7ff6a6a69ccb6b43d90a0d3be0acd9af77ba4d7334b92d1e19e9e,12364,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_models.rds,4fe4276e2d1f1d154b4e37bf1129a2cbc4d80d6d43ee9f5636bb99de9c663a87,196032,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/07_models/H01/manuscript_prepared_data/glasses/paired_common_sample/mder_mean_of_viable_ratios_r2_bootstrap_draws.rds,244bc7db152d4cf620e0f4d1e3f63d5b350b2325f15945ee914dd6bf8172a457,57168,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/H01_latitude_leave_one_site_out.csv,a66a352bd40df8cceade3fd21cb7d3404ae013d5e818c1f79f408cb5a81f2d0f,460805,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/H01_model_diagnostics.csv,eae7ae0492a45f3b945005aeb2aa321edd0c2f4c7f1842048866aa2d8ccfb262,53456,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/H01_participant_influence.csv,a301a0b0af19ea2cc80bc75af9b9e7a4a73a0ea006c6cf7ef5418dd34a438124,155717,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/H01_r2_bootstrap_audit.csv,45f69668378faadf6735d50f725e4756e7f30c8e6fd3b0599ebfbdb7bcfaf8bb,28891,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/H01_r2_bootstrap_failures.csv,e5d7ae9112a190f07ee510bf8873c797e014423486e1bc26863515b7a79572db,14093,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/chest/all_available/mder_mean_of_viable_ratios_diagnostics.png,1bfa0f8572f9e2dfa97f1127ae5c9d9a429bf40cc7aea372de7269e0fd502da1,106934,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/chest/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,b67bfdb389f379be1e282f78642154ffed273abb15e4037f90272248ef642368,141196,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/all_available/mder_mean_of_viable_ratios_diagnostics.png,edd4c270093bb632340829ce5861a2055db7a20d421f822c54603dfe69798a56,128316,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,3cb1cb2b4518a1a3e7ba43331e838662b7a8c02d0b7ef994c0426b0b9e14e4dc,116941,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/all_available/mder_mean_of_viable_ratios_diagnostics.png,2a5e6c96056a3fd590beb2630a9a53156c1b1ccf2b657586098dc1e746650c2e,107775,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
artifacts/08_diagnostics/H01/manuscript_prepared_data/chest/paired_common_sample/mder_mean_of_viable_ratios_diagnostics.png,eefb797d124454062713f465d521b52bec02ba6ccfada8226432caf6919b86e9,144263,H01 METRIC-010 integration candidate,scripts/hypotheses/H01/integrate_h01_mder_METRIC010_production.R,4.6.1
