"path","present","type","sha256","bytes","mode","mtime_utc","ctime_utc","birthtime_utc","link_target","link_resolved","link_safe"
"_build/nathealth/artifacts/10_figures/H01/stage3/H01_stage3_model_support 2.png",FALSE,"missing",,,,,,,,,
"_build/nathealth/audit/H01/02_implementation_and_v0_comparison.html",TRUE,"file","4daa424552ce83cd0a5879cae4ced62d6ca75c4703bc0a1b3be2806ff332c10e",453033,"0644","2026-08-01 10:49:35.289440 UTC","2026-08-01 10:51:06.231613 UTC","2026-08-01 10:49:35.000000 UTC",,,
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/figure-html/fig-h01-prep-model-frame-retention-1.png",TRUE,"file","8b24308f75aa127196d50066339bdf802debec1af0265bf7a3eb03e3c191c703",201849,"0644","2026-08-12 08:22:08.887843 UTC","2026-08-12 08:22:16.796471 UTC","2026-08-12 08:22:08.000000 UTC",,,
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/figure-html/fig-h01-prep-sample-support-1.png",TRUE,"file","3081803661f3e21c18c4b302cfa56e5f7ab4a7d6e5f3babd5458e7617ccda597",197195,"0644","2026-08-12 08:22:08.677589 UTC","2026-08-12 08:22:16.804899 UTC","2026-08-12 08:22:08.000000 UTC",,,
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/source-data/H01_preparation_fitted_sample_support.csv",TRUE,"file","760e634fd6139b8c6561d185c95fb5c06ef5b41637c7b20f8c61b0e627ff37c7",4818,"0644","2026-08-12 08:22:19.827992 UTC","2026-08-12 08:22:32.046259 UTC","2026-08-12 08:22:19.000000 UTC",,,
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation_files/source-data/H01_preparation_model_frame_retention.csv",TRUE,"file","28cc582f2778c849025f2ea77fee2036ce693378630d6f7e172adc0db6bb6d5b",2860,"0644","2026-08-12 08:22:19.828583 UTC","2026-08-12 08:22:32.085699 UTC","2026-08-12 08:22:19.000000 UTC",,,
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html",TRUE,"file","5857f9e0655e5c1a8530c5794008d20dcb364749a8a7c36bd3e7815c15c36d38",667418,"0644","2026-08-12 08:22:13.040710 UTC","2026-08-12 08:22:31.993300 UTC","2026-08-12 08:22:12.000000 UTC",,,
"_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.qmd",TRUE,"file","85d51304a3a5808efa6ec4cf7bded79a07a31ff639a6643ec49be67fb8ed6dcc",52259,"0644","2026-08-12 08:22:19.503047 UTC","2026-08-12 08:22:31.984349 UTC","2026-08-01 15:53:35.000000 UTC",,,
"_build/nathealth/notebooks/hypotheses/H01 2.html",FALSE,"missing",,,,,,,,,
"_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"file","d1bc9159526c92b9cc9256c58a8232d4779f0014a3aa39ed3680b4e58fb25410",1643915,"0644","2026-08-15 05:52:30.752534 UTC","2026-08-15 06:14:45.296679 UTC","2026-08-15 05:51:13.000000 UTC",,,
"_build/nathealth/site_libs/bootstrap/bootstrap-a2a938b4dd5711f7a799c87bd16ba44c.min 2.css",FALSE,"missing",,,,,,,,,
"_quarto-nathealth.yml",TRUE,"file","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"0644","2026-08-14 14:21:45.336235 UTC","2026-08-14 14:22:00.993957 UTC","2026-07-29 22:42:13.000000 UTC",,,
"artifacts/06_model_data/H01.rds",TRUE,"file","0328fe1a698bc13965feb0b68b03ccf0fd20f32b55d6148635811b0d674e0a00",253472,"0644","2026-08-11 22:41:10.138717 UTC","2026-08-11 22:41:18.836170 UTC","2026-08-11 22:41:08.000000 UTC",,,
"artifacts/06_model_data/H01/exclusion_reasons.csv",TRUE,"file","77d010744cf20d33c2c467107c7faebed8ac7ed9ad224726b3cdc22aa76d277e",26060,"0644","2026-08-11 22:41:10.405083 UTC","2026-08-11 22:41:18.890841 UTC","2026-08-11 22:41:10.000000 UTC",,,
"artifacts/06_model_data/H01/input_provenance.csv",TRUE,"file","160bd356f8bba32f8f693edd1e2c61d5628007663ea483bcd797abd951696a3f",2895,"0644","2026-08-11 22:41:10.433102 UTC","2026-08-11 22:41:18.871612 UTC","2026-08-11 22:41:10.000000 UTC",,,
"artifacts/06_model_data/H01/metric_contract.csv",TRUE,"file","006042e8589fc1892a5e26e6f148fe3a2a31e33be7406502bc682048b6cb3307",4215,"0644","2026-08-11 22:41:10.363500 UTC","2026-08-11 22:41:18.827277 UTC","2026-08-11 22:41:10.000000 UTC",,,
"artifacts/06_model_data/H01/model_rows.csv",TRUE,"file","cfb1d0c103ed16146aafc51577ddcd7780c844b2273f63117f964ddc35f8454f",26330516,"0644","2026-08-11 22:41:10.324244 UTC","2026-08-11 22:41:16.014536 UTC","2026-08-11 22:41:10.000000 UTC",,,
"artifacts/06_model_data/H01/predictor_centers.csv",TRUE,"file","6c465678fce220cd29d1d3c3011d08b7b15373b28b346eb1387a16dc8b3cf4a1",10141,"0644","2026-08-11 22:41:10.425939 UTC","2026-08-11 22:41:18.876811 UTC","2026-08-11 22:41:10.000000 UTC",,,
