"file","viewport_group","sha256","bytes","manual_inspection"
"qa_170mm_metric_sample_support.png","170 mm exported figure","9a08492214864b43e571a4969d666788a4706106b18c1680c7b2504f42593156",11700,"PASS"
"qa_170mm_site_photoperiod_ranges.png","170 mm exported figure","ca402352ba7aeb17df3cfc0e87aba2b1d71c92bbf02eb259e2cf273df73eef6a",12426,"PASS"
"qa_desktop_1440x1000_top.png","1440 x 1000","c7947895f30374f64e47cd7a308b614abe2e2847ba890c54730176031b66567c",98666,"PASS"
"qa_desktop_endpoint_fig-h07-prep-metric-sample-support.png","1440 x 1000","fa839df602c8eec465ea0a7aead4e6c5fb9c2b37e13256878ace12a4b2e0d7bf",66030,"PASS"
"qa_desktop_endpoint_fig-h07-prep-site-photoperiod-ranges.png","1440 x 1000","65a53c2b81eb13b88972d465bc55fb68103d02d847c961418239b0b32b0b762f",74697,"PASS"
"qa_desktop_endpoint_mermaid-1.png","1440 x 1000","e970f60695f66e4825a40f961875a86000b03273e3aabce0f5060cd043b5a453",77616,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-code-order.png","1440 x 1000","0845e5f7d9510cc17fb0aa598e3dfe3ff930d1da46120782cbe218f8492d70e6",48854,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-contributions.png","1440 x 1000","8177dfe06f30c67b9812f9a11661a94402ec69d4287cad9a2201210f9c452997",34008,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-derivative-settings.png","1440 x 1000","a385cb3a5440db828165ec30419dc4dd482f9ed7a0886e1b3ea3506992f9f0eb",45173,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-diagnostic-summary.png","1440 x 1000","f318510812745311b1f29c581413f6cef4f7fadd2089bbd061e9daf15ddb2647",25902,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-environment.png","1440 x 1000","b1889acf65778dde0fdb81097e5dda8441b257c5a7c4b4434cf74f5a37fbd53f",22102,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-fit-settings.png","1440 x 1000","5615aff0eaec79601ddbe1c62dc14a89cbb2b9bd79f70850a145ed60c8965aa7",39231,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-formulas.png","1440 x 1000","a783f09af4c822a45ad4488b8cb5725eaf64eb6cc14277e432af989258b181be",46236,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-frame-integrity.png","1440 x 1000","2318d69ad98148461e883a2c46c7ea6d48f4111583c33952712dc3bae86daa35",21037,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-input-identities.png","1440 x 1000","e879a8324627a4e1e5a30fbee4eaf693bda2d719814386ef2929e0076715cded",28915,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-loso.png","1440 x 1000","be346b97bee2e7a5fb08e815ef0df776f09c1bca7e125e8f12c286288e1069fa",60501,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-metric-contract.png","1440 x 1000","f07b4b33160381d65f494edab890bd567bf98694b10fa783407fa11d66d36971",44721,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-metric-samples.png","1440 x 1000","3e4e358e311d0740166b42724d80dc32e4119e431b1e7cfdd0c9f3bce5cce211",42571,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-metric011.png","1440 x 1000","9963ff9c8d1901d763033a8cac633124b25d748d3fd36b3ab8167e1d2249c71a",27528,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-model-form.png","1440 x 1000","7729a8ee9115953f7c43716dad3fbb71940e3d98a75f162aead81bc24a93f0ec",35351,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-output-map.png","1440 x 1000","6d00cda55d6b01afc6ca9f4912f3ae166c8bc1a262ac72a147a9c0b95d179a14",35787,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-pattern-counts.png","1440 x 1000","877cf499beeb0198e924eccb723b5ab0681327ac0242f343b915c0c6505e8c83",22065,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-sample-ranges.png","1440 x 1000","6ca64f7ff4781c01b6a99984462cc6ffcd3a3367893417f393e5398ee97f8644",15980,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-sensitivity-classifications.png","1440 x 1000","8a4e2613887b29c0610ea0d32daa36d2fa7965a784faa2aa1ed49c2fee2ecd96",67486,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-sensitivity-samples.png","1440 x 1000","24ff725bed35f4580c4dd9df8b074d38c9b8fedbc1a9a99e10b04e8e584c9b75",49985,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-site-support.png","1440 x 1000","223aa9ef65c57aeea8443760eaaa7477106c087853f21319e8fd0d811d2e57fe",59408,"PASS"
"qa_desktop_endpoint_tbl-h07-preparation-tweedie-pilot.png","1440 x 1000","c3397472cbb000e23a34b704fc20b3c5a92ff03f0ad6f0caa9c41d7947aeac24",47712,"PASS"
"qa_narrow_708x1000_endpoint_fig-h07-prep-metric-sample-support.png","708 x 1000","2f5600fb0e4c4c331709f003e37810dc834548645df67ee6127f991d0497567d",33480,"PASS"
"qa_narrow_708x1000_endpoint_fig-h07-prep-site-photoperiod-ranges.png","708 x 1000","e5a51767f2ed9721e39d4cf662b7a23e861615bd4028e3b11b3be2caf3bfd21a",33932,"PASS"
"qa_narrow_708x1000_endpoint_mermaid-1.png","708 x 1000","c3c416faab1aad86db28c7eeabd0ee2177115d70b9109bd048d2d105ff8a11f5",46009,"PASS"
"qa_narrow_708x1000_scroller_excweawzst_far.png","708 x 1000","41b6217c55f74b0e30e6ae3e2cd472e17bfcf9fd2308c3aade46316b404fbb13",83229,"PASS"
"qa_narrow_708x1000_scroller_ngkstvditt_far.png","708 x 1000","a12cf851c9dc5200633d4b16a8a11608b3ee5581f469535dbc05ac53dbeed10e",114700,"PASS"
"qa_narrow_708x1000_top.png","708 x 1000","4abea13196f8650f02fe94b91d412f33634d78c06cd0876cabceddeec903e5ce",72820,"PASS"
"qa_zoom_equivalent_720x500_scroller_excweawzst_far.png","720 x 500, 200 percent equivalent","413322a298e8d4ec6f23a9878be514675391b14e8162df007e56d03784e95646",38336,"PASS"
"qa_zoom_equivalent_720x500_scroller_ngkstvditt_far.png","720 x 500, 200 percent equivalent","6a861f7cfad5c466d38cc121ba1ac3eb28bf4a63d853c2faa1e36259380f0378",41753,"PASS"
"qa_zoom_equivalent_720x500_top.png","720 x 500, 200 percent equivalent","8c8ff3cfa685a1929cdb6debc51b944fed123ec55c85305d977db23a2d478b2b",45616,"PASS"
