"scope","path","sha256","bytes"
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_inventory_comparison.csv","75a8ae4a38984ee3dbd64f498e553b38631b8a98839b568d81626cff86ab429f",311945
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_inventory_postqa.csv","68c6a9939fb1a54725b5bd9e6e70c3ae1b9c631a72806270bd0c06036f986873",185785
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_inventory_preqa.csv","68c6a9939fb1a54725b5bd9e6e70c3ae1b9c631a72806270bd0c06036f986873",185785
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_symlink_inventory_postqa.csv","bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712",85
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_symlink_inventory_preqa.csv","bea37fdba769aa3bb17f85ec297b2c758271db6a8321498fcb74458908cce712",85
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/build_symlink_preqa.csv","f64c085566ccb5399e4abece0ec96dbd2f47593dc53ab4707ab9a5cf9fdcd09a",16
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/canonical_cleanup_postqa.csv","5afefd3d04596ffca18cc0fd691ee6ca639ba75b728ee249d3c7650b162ecce4",3349
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/canonical_cleanup_preqa.csv","f9c8aa4f4acd78ef4f9891c7ed20a4c91fc92d404cbaba2318f8405223b07e2f",2997
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/dispatch_reconciliation_preqa.csv","382013c498dbdf340707f45ab4ac0c29910604130741a55e7ddada5efd6c83d2",6775
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/figure_170mm_contract_replay.csv","21a7ff51af59d765dd05d6fe44e6981b0e1507a973d61d1009a43371602a2697",3196
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/final_endpoint_identities.csv","a3f9a1c399743337413d808d4805e79de19b2548b40a676edaf5b347e7d3a279",1281
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/finalize_order53a_completion.R","5c525e72ebab679994f3e7057d3b7697241cc007f14239f30268bcbc902549a3",16655
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/heading_replay.csv","c47590ca59741b647f7d35f072e0e2dfb3284f8e15b05c990a9984ade99d56d9",1028
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/inventory_order53a.R","5de0239abd0b0b0f4f94176988594357375da9acef8ff4a717187404fef9166e",8594
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/live_manifest_replay.csv","427102b89b914b4e165baa2f390223d965447b9b8f9199cc957ba6f03702252b",302023
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/mermaid_replay.csv","a2fb7ae028491c55ca26e27857b04be5f6912c3f6362e2587b99e27d41a4109c",166
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/order53a_completion_reconciliation.csv","df7943f04002c589759e95d58bd53d02289b7d08a9c66049d71a000b2acc61d8",1000
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/ORDER53A_COMPLETION.md","aed7f2b3b59768c7244b7ef6b463089776096ecd14e9905aef92b80b6f6ca8f1",2069
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/png_endpoint_replay.csv","0e548b826d2e6f2c5d9e40e6e0c5c102c2a75971d775433639e3998ba6454377",2275
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/preflight_order53a.R","39e915ccce67f6e634ba468d2e1985e663dbc987d165bd874fa7e4a849c3c9a4",4656
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/preflight_status.csv","6914059589335ab374603a0ceca00035700abd8f89f49d6274828169498fb9c9",239
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/protected_inventory_comparison.csv","2e2afa077e0357f16f2d3a53a3e46248e7fbe3ec89e064011fdc370b0c092014",541789
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/protected_inventory_postqa.csv","34b2e30dc1ed4ebfac8619eb1e27f72cad28283f63edbde83fc0b544de845dfa",322538
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/protected_inventory_preqa.csv","34b2e30dc1ed4ebfac8619eb1e27f72cad28283f63edbde83fc0b544de845dfa",322538
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_170mm_metric_sample_support_metrics.json","0d322bfa24785b7b342b3a5c4d8572a51216f66c0acba217247225fbd4d91596",337
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_170mm_metric_sample_support.png","9a08492214864b43e571a4969d666788a4706106b18c1680c7b2504f42593156",11700
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_170mm_site_photoperiod_ranges_metrics.json","dad57b15ac3400c540e80a25294fdfd8ef7d677f398dfb02479c802eb7bad617",338
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_170mm_site_photoperiod_ranges.png","ca402352ba7aeb17df3cfc0e87aba2b1d71c92bbf02eb259e2cf273df73eef6a",12426
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_browser_console.json","37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570",3
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_1440x1000_metrics.json","a89625e7852db99e72f5ffeedcd3694ea9de91baf1cdfe4ebf218addbb117192",17020
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_1440x1000_top.png","c7947895f30374f64e47cd7a308b614abe2e2847ba890c54730176031b66567c",98666
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_fig-h07-prep-metric-sample-support.png","fa839df602c8eec465ea0a7aead4e6c5fb9c2b37e13256878ace12a4b2e0d7bf",66030
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_fig-h07-prep-site-photoperiod-ranges.png","65a53c2b81eb13b88972d465bc55fb68103d02d847c961418239b0b32b0b762f",74697
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_mermaid-1.png","e970f60695f66e4825a40f961875a86000b03273e3aabce0f5060cd043b5a453",77616
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-code-order.png","0845e5f7d9510cc17fb0aa598e3dfe3ff930d1da46120782cbe218f8492d70e6",48854
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-contributions.png","8177dfe06f30c67b9812f9a11661a94402ec69d4287cad9a2201210f9c452997",34008
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-derivative-settings.png","a385cb3a5440db828165ec30419dc4dd482f9ed7a0886e1b3ea3506992f9f0eb",45173
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-diagnostic-summary.png","f318510812745311b1f29c581413f6cef4f7fadd2089bbd061e9daf15ddb2647",25902
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-environment.png","b1889acf65778dde0fdb81097e5dda8441b257c5a7c4b4434cf74f5a37fbd53f",22102
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-fit-settings.png","5615aff0eaec79601ddbe1c62dc14a89cbb2b9bd79f70850a145ed60c8965aa7",39231
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-formulas.png","a783f09af4c822a45ad4488b8cb5725eaf64eb6cc14277e432af989258b181be",46236
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-frame-integrity.png","2318d69ad98148461e883a2c46c7ea6d48f4111583c33952712dc3bae86daa35",21037
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-input-identities.png","e879a8324627a4e1e5a30fbee4eaf693bda2d719814386ef2929e0076715cded",28915
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-loso.png","be346b97bee2e7a5fb08e815ef0df776f09c1bca7e125e8f12c286288e1069fa",60501
"order53a_evidence","audit/hypotheses/H07/report018_order53a_companion_no_rerender_completion/qa_desktop_endpoint_tbl-h07-preparation-metric-contract.png","f07b4b33160381d65f494edab890bd567bf98694b10fa783407fa11d66d36971",44721
