check,pass
v9_parse,True
exact_v8_reverse,True
one_exact_saved_validation,True
77_histories_and_every_audit_once,True
lock_cleaned,True
calendar_fit_continuation,True
new_elapsed_is_added_once,True
temporal_continuation,True
unchanged_temporal_cap_and_draws,True
no_validation_rerun,True
calendar_held_before_validation,True
wrong_driver,True
extra_argument,True
CONSTRUCT-CALENDAR-B_blocked,True
CONSTRUCT-CALENDAR-RETRY_blocked,True
VERIFY-SENSITIVITY-CALENDAR-DATE-RECOVERY-002_blocked,True
PRIMARY-ANY-RETRY_blocked,True
CHEST-ANY_blocked,True
R2-PRIMARY_blocked,True
SHAPLEY-PRIMARY_blocked,True
ARBITRARY_blocked,True
validator_alias_blocked,True
consumed_constructor_blocked,True
changed_validator_blocked,True
historical_CONSTRUCT-CALENDAR-B_start.json,True
historical_CONSTRUCT-CALENDAR-B_finish.json,True
historical_CONSTRUCT-CALENDAR-B_execution.log,True
historical_CHEST-ANY_start.json,True
historical_CHEST-ANY_finish.json,True
historical_CHEST-ANY_execution.log,True
historical_DERIVE-PRIMARY-ESTIMANDS_start.json,True
historical_DERIVE-PRIMARY-ESTIMANDS_finish.json,True
historical_DERIVE-PRIMARY-ESTIMANDS_execution.log,True
exclusive_lock,True
existing_output_blocked,True
new_failure_sealed,True
failure_blocks_continuation,True
timeout_sealed,True
only_inert_child_signalled,True
timeout_blocks_continuation,True
ordinary121_blocked,True
exhausted_ceiling,True
remaining_ceiling,True
remaining_budget_clamped,True
