"path","sha256","bytes","observed_sha256","observed_bytes","live_exact"
"build_completion_seal.R","ebe3f497b8a35fce1e16711734f924c59ab8cdc29cf822d3e77a9b2f6789cde5",6898,"ebe3f497b8a35fce1e16711734f924c59ab8cdc29cf822d3e77a9b2f6789cde5",6898,TRUE
"preflight_owner.R","74d2eced543873030ec7720a63434c0d87fa3314f3d718605a3ce8de74b68849",5146,"74d2eced543873030ec7720a63434c0d87fa3314f3d718605a3ce8de74b68849",5146,TRUE
"preimages/manuscript_figure_table_selection_before_72h.html","82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6",30925051,"82100e0d3990dec39f61e94970e7a434b02cf94a6d25819ede1be4d24f4130a6",30925051,TRUE
"preimages/manuscript_figure_table_selection_before_72h.qmd","9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3",49865,"9acec033d0c24cbb0ee7649c38f55d5cea90052e11b6be7fc5f9e7310890d8f3",49865,TRUE
"preimages/qa_before_72h/diagnose_html_verifier.R","abf4cd146266f25f711662d322c5fa6d4a59aab6b319b70090fd6f105008905a",2773,"abf4cd146266f25f711662d322c5fa6d4a59aab6b319b70090fd6f105008905a",2773,TRUE
"preimages/qa_before_72h/html_checks.csv","28f389cfc845fa64c4ba4275efe10457872d8f6348f51780b3f2755a6f59de3d",30412,"28f389cfc845fa64c4ba4275efe10457872d8f6348f51780b3f2755a6f59de3d",30412,TRUE
"preimages/qa_before_72h/source_checks.csv","fdefcbe81af03ad055e658b0224dc9acae2d6e4c85869ac086f9deb999740576",20966,"fdefcbe81af03ad055e658b0224dc9acae2d6e4c85869ac086f9deb999740576",20966,TRUE
"preimages/qa_before_72h/table_endpoint_checks.csv","5a4deb3dd47eb2570d078c6ee818b0e1a434b11972586e1398283482a0b8dda8",1702,"5a4deb3dd47eb2570d078c6ee818b0e1a434b11972586e1398283482a0b8dda8",1702,TRUE
"preimages/qa_before_72h/tbl-h08-near-eye-results_cell_diagnostic.csv","3e5a143e53ad83eb6b1a6f75761eee14506b4b0ad25729a4f3deef1b364f88ac",3306,"3e5a143e53ad83eb6b1a6f75761eee14506b4b0ad25729a4f3deef1b364f88ac",3306,TRUE
"preimages/qa_before_72h/tbl-participant-site-manuscript_cell_diagnostic.csv","724e1625624128d8dd0fdccc93e1111258e01948c144d28f8beb4c4aec113057",10456,"724e1625624128d8dd0fdccc93e1111258e01948c144d28f8beb4c4aec113057",10456,TRUE
"preimages/qa_before_72h/verifier_change_chronology.md","38bb5fcc4a05d8045ab2166a0cf75eaeb6007fb035251d5c6d81fdb54d09396a",2222,"38bb5fcc4a05d8045ab2166a0cf75eaeb6007fb035251d5c6d81fdb54d09396a",2222,TRUE
"preimages/qa_before_72h/verify_selection_svg_revision.R","ef2fd6bf1bd3a3c0a70d8771a8f4da4ea1b96ea86d89e015ddd5cf14337702e9",34346,"ef2fd6bf1bd3a3c0a70d8771a8f4da4ea1b96ea86d89e015ddd5cf14337702e9",34346,TRUE
"preimages/qa_before_72h/visual/candidate_visual_qa_partial_stop.csv","c0ab397f8327901ed7cb3cc646bf79347aef080ffe965521261a7fecddb24762",557,"c0ab397f8327901ed7cb3cc646bf79347aef080ffe965521261a7fecddb24762",557,TRUE
"preimages/qa_before_72h/visual/candidate_visual_qa_partial_stop.md","37d73b558e4e3edfd95d2c098bde05faaa11c279a2cb4f3fe552499ec4138000",2458,"37d73b558e4e3edfd95d2c098bde05faaa11c279a2cb4f3fe552499ec4138000",2458,TRUE
"preimages/qa_before_72h/visual/loopback_teardown.md","8237ba8822bab44b8224f0de7f8c74b7418770488da0e93821de0839b526575e",621,"8237ba8822bab44b8224f0de7f8c74b7418770488da0e93821de0839b526575e",621,TRUE
"preimages/verify_selection_svg_revision_live_before_72h.R","ef2fd6bf1bd3a3c0a70d8771a8f4da4ea1b96ea86d89e015ddd5cf14337702e9",34346,"ef2fd6bf1bd3a3c0a70d8771a8f4da4ea1b96ea86d89e015ddd5cf14337702e9",34346,TRUE
"prospective_selection.qmd","197e571f3aaa2be34747ee742a20018f98d541eed87851250b4f3eda131c72a9",49967,"197e571f3aaa2be34747ee742a20018f98d541eed87851250b4f3eda131c72a9",49967,TRUE
"qa/browser_limitations.md","e5b1e00b8019329ad865463a40775982e62b1767fba8c3bc5c9e2c9d01986fd9",1174,"e5b1e00b8019329ad865463a40775982e62b1767fba8c3bc5c9e2c9d01986fd9",1174,TRUE
"qa/html_checks.csv","22e6c0d62fe9d3f697976e7a9d593bb6220fec1041683fcecd1c5337295d4e04",30853,"22e6c0d62fe9d3f697976e7a9d593bb6220fec1041683fcecd1c5337295d4e04",30853,TRUE
"qa/loopback_teardown.md","177223fdb4ae503875502aac75b7990a66e1bdf3cb5c0791553e2563cf963fb9",499,"177223fdb4ae503875502aac75b7990a66e1bdf3cb5c0791553e2563cf963fb9",499,TRUE
"qa/post_move_checks_attempt1.csv","3816a97024240e6db0ceaf8e8ac7f5fdba2bd76fb18963f237863125b872614b",820,"3816a97024240e6db0ceaf8e8ac7f5fdba2bd76fb18963f237863125b872614b",820,TRUE
"qa/post_move_checks.csv","c746303783cfe9357c8d61574228874a7e5db44756fd80356146bbb11060ae80",938,"c746303783cfe9357c8d61574228874a7e5db44756fd80356146bbb11060ae80",938,TRUE
"qa/post_move_directory_inventory.csv","3c90298c0971bf143b769ed0f215c9e1ad55b255c62e818206381500de555d80",4675,"3c90298c0971bf143b769ed0f215c9e1ad55b255c62e818206381500de555d80",4675,TRUE
"qa/post_move_inventory_comparison_note.md","df85e22fb5450a12ea6e33900a1ee2aa2fe199b17938d283fa0224acc30474b0",753,"df85e22fb5450a12ea6e33900a1ee2aa2fe199b17938d283fa0224acc30474b0",753,TRUE
"qa/post_render_pre_move_checks.csv","407b55e841c50454868e17e01471e203476de7c911d7213d5dfb418e4f273978",601,"407b55e841c50454868e17e01471e203476de7c911d7213d5dfb418e4f273978",601,TRUE
"qa/pre_render_directory_inventory.csv","3c90298c0971bf143b769ed0f215c9e1ad55b255c62e818206381500de555d80",4675,"3c90298c0971bf143b769ed0f215c9e1ad55b255c62e818206381500de555d80",4675,TRUE
"qa/preflight_checks.csv","36cf10a29b5b7d850a973f92ada986a5bf8072deecdf4d4def27c047da7b7c3d",1425,"36cf10a29b5b7d850a973f92ada986a5bf8072deecdf4d4def27c047da7b7c3d",1425,TRUE
"qa/serve_preflight.csv","98096c855b7db8e5eda8ba02fc8cce3c0516211a0139165caebfa0760d9e8ac5",406,"98096c855b7db8e5eda8ba02fc8cce3c0516211a0139165caebfa0760d9e8ac5",406,TRUE
"qa/source_checks.csv","8d74d2d60f678471cfe638d752027125359aca72a4c34d8ec5113f46d913e6a4",21163,"8d74d2d60f678471cfe638d752027125359aca72a4c34d8ec5113f46d913e6a4",21163,TRUE
"qa/table_endpoint_checks.csv","5a4deb3dd47eb2570d078c6ee818b0e1a434b11972586e1398283482a0b8dda8",1702,"5a4deb3dd47eb2570d078c6ee818b0e1a434b11972586e1398283482a0b8dda8",1702,TRUE
"qa/visual_qa.csv","0795dd504a28c3316893bb77c9a88e2e12e36b3c2c11c375e2193bba558edb19",833,"0795dd504a28c3316893bb77c9a88e2e12e36b3c2c11c375e2193bba558edb19",833,TRUE
"qa/visual_qa.md","aa7c7b943b37a1b7d953815f36e5dfb505655f4105921fbca0db6b683b51d49e",4586,"aa7c7b943b37a1b7d953815f36e5dfb505655f4105921fbca0db6b683b51d49e",4586,TRUE
