relative_path,old_sha256,old_bytes,new_sha256,new_bytes,change_class,scientific_content_changed,r_version
artifacts/08_diagnostics/H06_daily/H06_daily_gap_clock_repair_g2a_outputs_final.csv,9500b099a247ef4cec586abce666c88a2d3bb2419f5942565117d20d26188979,295994,5e4402bca3be9b454e8d13802f302e0e056f88fa0f6d64b0c4377742b03a607f,295994,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_gap_clock_repair_g2a_outputs_pre_repair.csv,4ab6cd101943da03c7b00ef2a70617ac9fce7f0d72b10c4794208f532fd7f059,278048,7b510655b569cebc28a759360b96f6dab8307652b38e6887883b55fed02b10ff,278048,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_gap_clock_repair_protected_final.csv,4c3d62c9d05370085c13f9731662664f04ae88d7df0331146baaa65e3841d743,414913,ae30f56525711875cffa83b06c73127829d01fee9b520dd74a3540f2c1a5e3a5,414913,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_gap_clock_repair_protected_post_base.csv,829a28dffdb31a29acf6abc95c6a1a6b73226b20ecf325a651cabe425fa2b548,407836,0baaf53a431411f07bc2c4dc1493198b86a6c7d9be8b71d0fcf3c5fff62b022f,407836,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_gap_clock_repair_protected_post_influence.csv,bb51fdac5fed931a541dedefd06cb40ac8755885c812471e1cb1038dc3298c31,417946,81367ea098e366f171d8435a59f51d48a23b6ff6061d38838384e620e00e267b,417946,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_gap_clock_repair_protected_pre_repair.csv,5f39a734f94a393b5a5f7f88e3aed66c9ef566be228ceac91648ee8cf6032e41,408847,c297714d3cc578ce3cd7938e48c2e19d040238117d7a5a449ae6d35bf3b575ec,408847,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_h01_protected_identity_verification.csv,140318570947fb477b2087599005b682c3030eb7f88a815a7de7c2edf02a4b4e,456396,1283f85a3c653947315fed9a760d1f9334825f258a511c73f161626c5d1ece0c,456396,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_baseline.csv,ffcdf435760ff523485b8028823d8399808f012bda93c245c65f599709a09aa7,65484,89f816ed4769a637afdc8aae6eace238ba8bbb86569f3011069fad938f4195f7,65484,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_preservation_after_production.csv,7d494e683fd94c33192913149e08e52c074020dc140e2469aa795a630888de48,86101,b5e0160ef77a7f3f5bbce8a293a1f7d85f88e68c9338fc2e53f9969d548b2b68,86101,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_metric011_protected_preservation_final.csv,c4deed8ed7045bd95d4075e241b9298c325702d9e5b907d526c848cd6f087f6c,96769,107b6cff6d4fb47900aceec68a04660c12ab62d41283a6e10b67079fdd0a12f8,96769,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_historical_preservation_after_pilot.csv,44c065f796f806109efff3a8d35807ac51e4873ca3eef8914963c8522c08a545,50958,4110838ff78a96a45c4576c9997da5adee12569e1b46d97201991d7288400048,50958,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_historical_preservation_baseline.csv,4afce221efcc4fcdbcb32863cffb7a6b55147e5adccfcc24068e1110c1f6a842,42000,4c289cfc065144afb4f35468512dbf472c5b040ac4fd8c16f7bbfed91ab5429a,42000,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_historical_preservation_final.csv,cd221232df966e48a061ff6d441fcab8d9169be5275d0cd984191409d662a17a,55691,f215052bf42ed0e35626dc0064d4c15ac162d7ec36f88b70ce2dfc314ba386f9,55691,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_l10_shiftlog_input_contract.csv,48b025d4496a6fe92f71a3ec4e0fc71031d6f4d800973a519209f5b09ea0b929,3728,548ce7154ca9bb7ccb87d1f98816931517540745d5ea8b6ecdbbd687d45905c0,3728,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
artifacts/08_diagnostics/H06_daily/H06_daily_non_l10_pilot_preservation_baseline.csv,e6fff513b1858dbcfb52a1bb2e5771f006f65ab8c7abe9241b7cb29c15a7a717,85680,b362f35f6b0d69f709ff5864d789f31f4fb1d87e8325846532af85c62d035dfe,85680,DEPENDENT_IDENTITY_REPIN_ONLY,FALSE,4.6.1
