relative_path,old_sha256,old_bytes,new_sha256,new_bytes,change_class,scientific_content_changed,authorization,r_version,old_canonical_sha256,new_canonical_sha256,canonical_content_identical
audit/hypotheses/H06_daily/H06_daily_gap_clock_repair_authorization.md,b2484435e8b38fa7526362277da08e1105320bf1b6aa88ad9ce5f4d6547cef04,1654,0cba918adfbb0c1bd945989edfb0b3a1244681ac5269ee344af4dfec328ad676,1656,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,fad5c7a668fba9a6bb60454adc262d26edf31f76925d6c5db80fa5cd2e78da04,fad5c7a668fba9a6bb60454adc262d26edf31f76925d6c5db80fa5cd2e78da04,TRUE
audit/hypotheses/H06_daily/H06_daily_joint_context_exploratory_authorization.md,b1e82c45d544b533f455bb9ba3927dd435de61f489648d159e598d0ef8461949,3311,2f83d045f7c117b4c1849904f3be54dbeea44c601edd8e5fe2a40525123b0026,3312,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,c63cd29d8e317eac86836f30c54390feb12e25a8de327e6a0387ab0909df483f,c63cd29d8e317eac86836f30c54390feb12e25a8de327e6a0387ab0909df483f,TRUE
audit/hypotheses/H06_daily/H06_daily_l10_shiftlog_pilot_acceptance.md,c7d5f79897650d9bb59f60b8556948909b6df808352d6b5ee1e7e769702d833e,3618,610f748800500e66e19a1cb062cce11c22ccc0070d6e5be9fa390a33f2ed716b,3617,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,596af9e2ba6b4d9ab15a494e54fc262d2fc85977ba09cb7d3ce4a5d58bc12971,596af9e2ba6b4d9ab15a494e54fc262d2fc85977ba09cb7d3ce4a5d58bc12971,TRUE
audit/hypotheses/H06_daily/H06_daily_non_l10_pilot_transition.md,3d45732606480de6db14fe81cd66ea501928718a63300a7238f6f2b748318e97,4273,4d9741f420d485fc7ccd6190d174c7502d27fb876d30ce6e827a24cee2149aa3,4275,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,8a64aa5a7a2aca4e8eeff145fbac235a06aa1c45e0092d60c3c1a34b33df9803,8a64aa5a7a2aca4e8eeff145fbac235a06aa1c45e0092d60c3c1a34b33df9803,TRUE
audit/hypotheses/H06_daily/H06_daily_non_l10_production_runtime_continuation.md,fee64d48bef3c4b6b9a06f051a5973080e9f2a3f680633eab568ff6730a53375,2664,fbe1e32d728fbac6b8896ec455fa8b68da4f8a03cca708ed020976a24b17293f,2666,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,0c654bb6c70bb3494c167f1aa68c5a79b6874a5f65e7125b0d2721e1c250557c,0c654bb6c70bb3494c167f1aa68c5a79b6874a5f65e7125b0d2721e1c250557c,TRUE
audit/hypotheses/H06_daily/H06_daily_stage1_gate_and_stage2_transition.md,588bb91dd0a5528b00de58c16d47ffdf3385eaf2900a6a9442d80eb7215b20ce,4802,719da72de0ebb588dff6c29df3e182c149dfc3d656424c3d9918d8de226950e7,4801,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,1ed2ee5ced71dd45522fd9a434e1f694545f4f257e471862012f6196e0ecfde9,1ed2ee5ced71dd45522fd9a434e1f694545f4f257e471862012f6196e0ecfde9,TRUE
audit/hypotheses/H06_daily/H06_daily_stage2_production_transition.md,6c034bf1bffd6d792dcb834f55fa4aa350b5477e73567ea15aa02032f2bdbf15,6297,835aa7d2c95d1493f6ad33354cd3f3f34238f791ad5048eaa173ee009f5d84b2,6298,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,c7e430c0ed3f3dd33a6f4bf243b3cac3db12ed54e93d01f43f3b58f0f2b54694,c7e430c0ed3f3dd33a6f4bf243b3cac3db12ed54e93d01f43f3b58f0f2b54694,TRUE
audit/hypotheses/H06_daily/H06_daily_stage3_acceptance_stage4_transition.md,cd356f29d63aa5d663453e3b4bd0a04a804caa9b26221196bde1b9c304fb25c8,2641,80d52eea0d175c55098f5aaa716f0d37f5ba4ff532aca5c35fd94a4912549c67,2642,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,d26064e8bea82b31303e6c2c034f6f92f8e01c23f0f8cd69bca998e6c92c7e71,d26064e8bea82b31303e6c2c034f6f92f8e01c23f0f8cd69bca998e6c92c7e71,TRUE
audit/hypotheses/H06_daily/H06_daily_stage3_revision_gate.md,f1f21e6c976f09f3fa370e1d7cb11af14fb10947ec7b09a0604668eab733d4f4,9115,733dd1dd4c57bfdb6df7bf10e69e635455c451373c8dd0f6e3060c12b6e3884e,9117,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,7218ef987b8e185c8d5418154226d70ea55435ce5a4469e03bc37940285f0686,7218ef987b8e185c8d5418154226d70ea55435ce5a4469e03bc37940285f0686,TRUE
audit/hypotheses/H06_daily/H06_daily_stage4_preparation_gate.md,96d4e2ea27bad097d7cccbf7e38371e404311073ad5a398e5c6d4f46c4118f1b,5266,075d5e4b749d0e4f814dd925b54bea6a9619245b202e5d8f1f01a6a7debee974,5268,WHITESPACE_ONLY_PRECOMMIT_NORMALIZATION,FALSE,Coordinator pre-commit disposition after author commit request,4.6.1,be047502dc9519e0b63caaf8cd193d43fbce1cd536b3a0b0e968cc3e650b817e,be047502dc9519e0b63caaf8cd193d43fbce1cd536b3a0b0e968cc3e650b817e,TRUE
