check,pass
exact_seven_block_reverse,True
old_v3_blocks_this_stop,True
v4_recovery_runs_once,True
all_eight_old_jobs_charged,True
ordinary_120_limit_retained,True
draw_exception_explicit,True
child_reaped_lock_removed,True
same_job_repeat_blocked,True
primary80_after_recovery,True
registered_sensitivity_still_allowed,True
elapsed_budget_not_reset,True
tamper_DERIVE-PRIMARY-ESTIMANDS_start.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS_finish.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS_execution.log,True
tamper_DERIVE-PRIMARY-ESTIMANDS-V2_start.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS-V2_finish.json,True
tamper_DERIVE-PRIMARY-ESTIMANDS-V2_execution.log,True
tamper_DIAGNOSTICS-PRIMARY-ANY_start.json,True
tamper_DIAGNOSTICS-PRIMARY-ANY_finish.json,True
tamper_DIAGNOSTICS-PRIMARY-ANY_execution.log,True
forbidden_PRIMARY-ANY-RETRY,True
forbidden_DERIVE-PRIMARY-ESTIMANDS-V3,True
forbidden_R2-PRIMARY,True
forbidden_SHAPLEY-PRIMARY,True
forbidden_RENDER-REPORT,True
forbidden_ARBITRARY-NEW-JOB,True
forbidden_DIAGNOSTICS-PRIMARY-ANY-RECOVERY-002,True
later_job_before_recovery_blocked,True
wrong_recovery_argument_blocked,True
wrong_recovery_driver_blocked,True
altered_recovery_driver_blocked,True
missing_failed_history_blocked,True
single_process_lock_enforced,True
nonenumerated_failure_blocked,True
retry_failure_recorded,True
retry_failure_blocks_all_later_jobs,True
timeout_stops,True
timeout_reaped_and_no_real_signal,True
timeout_blocks_later_jobs,True
ordinary_above120_rejected,True
registered_temporal180_allowed,True
same1200_total_ceiling,True
remaining_budget_still_allows_bounded_start,True
per_job_cap_reduced_by_total_remaining,True
