path,artifact_type,sha256,bytes,producer,r_version,main_input_manifest_sha256,manuscript_prepared_input_manifest_sha256,model_implementation_id
artifacts/07_models/H01/H01_fit_results.rds,rds,4e6e561df27f14225a7969bddb3be5ab4680ed2539d2fccb8bda860195b61aa2,13780,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/chest/all_available/l10_mean_medi_model_frame.rds,rds,be0e2204a8bf0b1bea576b1228ec4a6614d3e81d7cc6118ba001b262eac7bdf8,26952,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/chest/all_available/l10_mean_medi_models.rds,rds,422f885b18b86db35967bb574c450fcda16eb4846fea8dd1ef3915565b376e8e,1009692,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/chest/paired_common_sample/l10_mean_medi_model_frame.rds,rds,fdd694f488b99cf9207d5ce2e918ff734d17173594bea782a30d6e5f0c2d602d,21240,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/chest/paired_common_sample/l10_mean_medi_models.rds,rds,340dc342d9f4fb21003baf9f0a83975e665119048b99d14cd67287b19f0cee62,1051068,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_model_frame.rds,rds,08dd6721847e803998f4c0611893c0969c0e1c4459adaf8fd8292638e9b94bae,25376,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_models.rds,rds,645b7b80ba27747932c08509b857b709b3b29126e3c0f2f2491e823ae091e75f,1086928,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.rds,rds,b5702e149e97a840fff7ddca3c582c969e0b88924bb856124796557604732775,21272,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_models.rds,rds,692ecc648c3d5ed73fd36cc2f9c587140edfa95142e1a34ac076cacca0151de3,1065536,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
artifacts/08_diagnostics/H01/H01_l10_noon_conversion_diagnostics.csv,csv,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,scripts/hypotheses/H01/run_h01_models.R,4.6.1,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,new_h01_h11
