run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,estimand,site,estimate_model,std_error,conf_low_model,conf_high_model,estimate_practical,conf_low_practical,conf_high_practical,interval_method
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,BAUA,0.7166369553392508,0.055381478422221214,0.608091252221115,0.8251826584573865,0.7166369553392508,0.608091252221115,0.8251826584573865,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,FUSPCEU,0.7509341097131345,0.057489898058522455,0.6382559800435513,0.8636122393827176,0.7509341097131345,0.6382559800435513,0.8636122393827176,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,IZTECH,0.741019948778826,0.0546968059815501,0.6338161789856129,0.8482237185720392,0.741019948778826,0.6338161789856129,0.8482237185720392,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,KNUST,0.9913817878044997,0.06207985463490834,0.8697075085545974,1.1130560670544019,0.9913817878044997,0.8697075085545974,1.1130560670544019,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,RISE,0.7314676003556522,0.05708181543070366,0.6195892979393103,0.8433459027719941,0.7314676003556522,0.6195892979393103,0.8433459027719941,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,THUAS,0.7056015557131566,0.057592378134172506,0.5927225687861665,0.8184805426401468,0.7056015557131566,0.5927225687861665,0.8184805426401468,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,TUM,0.660459876277542,0.07746084971782613,0.5086394006187333,0.8122803519363507,0.660459876277542,0.5086394006187333,0.8122803519363507,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,UCR,0.8006339071769348,0.036342597866869567,0.7294037242532483,0.8718640901006214,0.8006339071769348,0.7294037242532483,0.8718640901006214,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,overall_equal_site_mean,,0.7622669676448744,0.01938868865419133,0.7242658361751991,0.8002680991145498,0.7622669676448744,0.7242658361751991,0.8002680991145498,emmeans_wald_normal
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,overall_observed_sample_mean,,0.7612512123706573,0.01823669562743729,0.7255079457438611,0.7969944789974535,0.7612512123706573,0.7255079457438611,0.7969944789974535,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,BAUA,0.727675427262035,0.020625972126456282,0.6872492647480537,0.7681015897760164,0.727675427262035,0.6872492647480537,0.7681015897760164,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,FUSPCEU,0.7788556144320049,0.021803714811673664,0.736121118671942,0.8215901101920678,0.7788556144320049,0.736121118671942,0.8215901101920678,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,IZTECH,0.7599843398901627,0.018827916984868128,0.7230823006959112,0.7968863790844142,0.7599843398901627,0.7230823006959112,0.7968863790844142,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,KNUST,0.8364818818693157,0.025311109839540175,0.7868730181750796,0.8860907455635518,0.8364818818693157,0.7868730181750796,0.8860907455635518,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,RISE,0.7411122795628113,0.02176124204711762,0.6984610288916021,0.7837635302340206,0.7411122795628113,0.6984610288916021,0.7837635302340206,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,THUAS,0.7076058835359352,0.021087815110372592,0.6662745254069654,0.748937241664905,0.7076058835359352,0.6662745254069654,0.748937241664905,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,TUM,0.6541105175803199,0.026623737988887352,0.6019289499882698,0.70629208517237,0.6541105175803199,0.6019289499882698,0.70629208517237,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,UCR,0.7381417372689937,0.030584570949684593,0.6781970797250019,0.7980863948129855,0.7381417372689937,0.6781970797250019,0.7980863948129855,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,overall_equal_site_mean,,0.7429959601751974,0.007827114672948934,0.7276550973133525,0.7583368230370423,0.7429959601751974,0.7276550973133525,0.7583368230370423,emmeans_wald_normal
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,overall_observed_sample_mean,,0.7424012189344489,0.007417558687056552,0.7278630710546058,0.756939366814292,0.7424012189344489,0.7278630710546058,0.756939366814292,emmeans_wald_normal
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,BAUA,0.7021050965963551,0.019765480136297475,0.6633654673920703,0.74084472580064,0.7021050965963551,0.6633654673920703,0.74084472580064,emmeans_wald_normal
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,site_mean,FUSPCEU,0.7416808729414097,0.01953711275079721,0.703388835587949,0.7799729102948705,0.7416808729414097,0.703388835587949,0.7799729102948705,emmeans_wald_normal
