run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.02105308374978017,0.010511431879499851,4.510558400142965e-4,0.04165511165954604,0.045190710933783025,difference,0.02105308374978017,4.510558400142965e-4,0.04165511165954604,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.031144594255575395,0.010197529290854476,-0.05113138439694244,-0.011157804114208351,0.0022571320634434595,difference,-0.031144594255575395,-0.05113138439694244,-0.011157804114208351,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.027601962561099803,0.004084315181979159,0.019596851902910495,0.03560707321928911,1.3987158465392546e-11,difference,0.027601962561099803,0.019596851902910495,0.03560707321928911,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013547840747567373,0.005586381954211101,-0.024496948181705613,-0.0025987333134291322,0.015301862426948375,difference,-0.013547840747567373,-0.024496948181705613,-0.0025987333134291322,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.023631840644204465,0.003605051175184198,0.016566070178419642,0.030697611109989288,5.556640419819613e-11,difference,0.023631840644204465,0.016566070178419642,0.030697611109989288,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013949166725686963,0.004983912752139956,-0.023717456221971175,-0.00418087722940275,0.005128678711108398,difference,-0.013949166725686963,-0.023717456221971175,-0.00418087722940275,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.020858013440564933,0.003952811760204612,0.01311064475289752,0.028605382128232347,1.314925439180714e-7,difference,0.020858013440564933,0.01311064475289752,0.028605382128232347,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.008117720655981424,0.005395323734838522,-0.018692360861199055,0.0024569195492362087,0.13243092457140682,difference,-0.008117720655981424,-0.018692360861199055,0.0024569195492362087,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.024770051668502466,0.005699380158509456,0.013599471823621753,0.035940631513383184,1.3858211784236326e-5,difference,0.024770051668502466,0.013599471823621753,0.035940631513383184,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.022299584081842603,0.005371586945107229,-0.0328277010340783,-0.011771467129606906,3.304535495304114e-5,difference,-0.022299584081842603,-0.0328277010340783,-0.011771467129606906,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.025614954793386508,0.007191287554936936,0.011520290183239013,0.039709619403534,3.681206245585773e-4,difference,0.025614954793386508,0.011520290183239013,0.039709619403534,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.023953744064337715,0.008561268139467077,-0.04073352127968342,-0.0071739668489920125,0.0051432836657114,difference,-0.023953744064337715,-0.04073352127968342,-0.0071739668489920125,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.021500789901405994,0.004197631326578618,0.013273583680934817,0.02972799612187717,3.0211243815640617e-7,difference,0.021500789901405994,0.013273583680934817,0.02972799612187717,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00782015007296217,0.005213008196604922,-0.018037458389419912,0.002397158243495571,0.13358271415440148,difference,-0.00782015007296217,-0.018037458389419912,0.002397158243495571,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,0.013028529117358254,0.0059863565283823136,0.001295485923112693,0.024761572311603815,0.029527575705124688,difference,0.013028529117358254,0.001295485923112693,0.024761572311603815,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-1.8658688955225903e-4,0.007000402268662404,-0.013907123213423054,0.013533949434318536,0.9787359115560375,difference,-1.8658688955225903e-4,-0.013907123213423054,0.013533949434318536,wald_normal,PASS
