"path","bytes","sha256","observed_sha256","observed_bytes","pass"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/author_gate.md",658,"2610b7c1187940f844d599648c9c4b764212495e2232704cadc322538539494a","2610b7c1187940f844d599648c9c4b764212495e2232704cadc322538539494a",658,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/00_preflight.R",8363,"77bc728b82112fc39e80bc7e0743362fced65d7debe0105ed49d74584949ee4e","77bc728b82112fc39e80bc7e0743362fced65d7debe0105ed49d74584949ee4e",8363,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/01_validate_and_prepare.R",14015,"4b5b013d19d4b9a929a86759af07981a9ee51003fa2d8c4019470c369a0d4262","4b5b013d19d4b9a929a86759af07981a9ee51003fa2d8c4019470c369a0d4262",14015,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/02_fit_primary.R",5019,"ee428f805cc6d7adaf70c68530a1a2aa82bedd88e271919bf4d78ae862fc2374","ee428f805cc6d7adaf70c68530a1a2aa82bedd88e271919bf4d78ae862fc2374",5019,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/03_audit_derivative_gate_stop.R",2754,"c2cd477385ffadf0452a0f160ce332fe2921d9d3b989c219c5525fa275592b0d","c2cd477385ffadf0452a0f160ce332fe2921d9d3b989c219c5525fa275592b0d",2754,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/04_seal_prefit_stop.R",5124,"9bbe13143a8326a226d214165c51bc9f4db485b4395afac5c6d031f8a7e2532b","9bbe13143a8326a226d214165c51bc9f4db485b4395afac5c6d031f8a7e2532b",5124,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/boundary_model_contract.R",13006,"a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd","a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd",13006,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/compiled/endpoint_inflated_betabinomial.cpp",7835,"4e7ff70aee219f83cd432eb791709250fe6ef0f5adacc95a5946c6435d360374","4e7ff70aee219f83cd432eb791709250fe6ef0f5adacc95a5946c6435d360374",7835,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/compiled/endpoint_inflated_betabinomial.o",12525232,"37eacddfd07854d8692bb41ec024525803c41ebcf4dd3842fd66c9d54701fbca","37eacddfd07854d8692bb41ec024525803c41ebcf4dd3842fd66c9d54701fbca",12525232,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/compiled/endpoint_inflated_betabinomial.so",12478672,"86110864b46a11d3fa183f78bce41edc8cf1f8abf4613ba988f5367d8b2d2361","86110864b46a11d3fa183f78bce41edc8cf1f8abf4613ba988f5367d8b2d2361",12478672,TRUE
