path,expected_sha256,exists,live_sha256,exact
audit/hypotheses/H11/report018_order61a_no_rerender_completion/order61a_fail_closed_stop.md,e4a2371c6183e9ade3bb1b9d22afb3c57fc37a3c19a18e677ad442f800331ab8,TRUE,e4a2371c6183e9ade3bb1b9d22afb3c57fc37a3c19a18e677ad442f800331ab8,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/order61a_fail_closed_non_circular_manifest.csv,84bf23a1f3f7caaaa6a0c308fe8d96b44141639bf0580cb83571307e544733b1,TRUE,84bf23a1f3f7caaaa6a0c308fe8d96b44141639bf0580cb83571307e544733b1,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/preparation_test_execution.txt,c7d261abf6ef782084f5762054d07e871a0258f4bcea617728d6e6086bc5233d,TRUE,c7d261abf6ef782084f5762054d07e871a0258f4bcea617728d6e6086bc5233d,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/static_acceptance_checks.csv,41590fbe5a28d4f3d6e6b6b9fcaf34d1491b5951eeb47e83e8de19da8cd4761b,TRUE,41590fbe5a28d4f3d6e6b6b9fcaf34d1491b5951eeb47e83e8de19da8cd4761b,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_visual_qa.md,408da6d3f8b3369b28ba0fc208a00540de384c602d38e287683e268e276cc112,TRUE,408da6d3f8b3369b28ba0fc208a00540de384c602d38e287683e268e276cc112,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/loopback_server_lifecycle.md,3d8192824bbb3950fe7c4a19fa2d7c63df9fd1a71b729ace50c64be17fac3dd4,TRUE,3d8192824bbb3950fe7c4a19fa2d7c63df9fd1a71b729ace50c64be17fac3dd4,TRUE
audit/hypotheses/H11/report018_order61a_no_rerender_completion/screenshot_representation_audit.csv,75b33b866d910f6d0360921de44664e5923d2d69dc07fb7a3c3e80b2ec3274d5,TRUE,75b33b866d910f6d0360921de44664e5923d2d69dc07fb7a3c3e80b2ec3274d5,TRUE
tests/hypotheses/H11/test_h11_preparation_report.R,64b427b4bc11f79a1ea2cd539eee7e30184271ef05cbba7b3f511a2f105a15a3,TRUE,64b427b4bc11f79a1ea2cd539eee7e30184271ef05cbba7b3f511a2f105a15a3,TRUE
artifacts/12_manifests/H11/H11_preparation_report_manifest.csv,bd34dbfd6d2e929c825fe76281dfd384d8b0ef851b3d99a52b155c3216cfc6d9,TRUE,bd34dbfd6d2e929c825fe76281dfd384d8b0ef851b3d99a52b155c3216cfc6d9,TRUE
notebooks/hypotheses/H11.qmd,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,TRUE,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,TRUE
_build/nathealth/notebooks/hypotheses/H11.html,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,TRUE,2c8a34ec47c10b3b4b1be600093cb03837bd0beb3b617f7e04f156529076d21a,TRUE
audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,TRUE
_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,TRUE,58518d708e4feb6145bd8eb773b6b9ae4937afdf4a9e44e19d4215d9ca86162c,TRUE
notebooks/sensitivity_battery.qmd,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,TRUE,d2d1777062dbf58eca69cc58eadd6ad17a7ce80f4a8f335b6828f54ffcbfeb70,TRUE
_build/nathealth/notebooks/sensitivity_battery.html,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,TRUE,b9af89c035391db6e39c55064b1de7309220702d626fa2fa274000b22b879780,TRUE
_quarto-nathealth.yml,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,TRUE,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,TRUE
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,TRUE,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,TRUE
audit/report_harmonization/coordination_matrix.csv,c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac,TRUE,c8990a95151ebfd5deb0a1abca3a69ad2c4a1720f30537de13deebab2386b6ac,TRUE
