path,type,sealed_sha256,live_sha256,sealed_bytes,live_bytes,exact
artifacts/06_model_data/H11/activity_context/activity_adjusted_effect_size_prediction_manifest.csv,file,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,0,TRUE
artifacts/06_model_data/H11/activity_context/activity_AR_boundary_audit.csv,file,2f175b4d147f264399bbbcef259aa331091228ef015c8f62a7231ef0c4141281,2f175b4d147f264399bbbcef259aa331091228ef015c8f62a7231ef0c4141281,590,590,TRUE
artifacts/06_model_data/H11/activity_context/activity_context__chest__frame.rds,file,01e46c607f1642c4e84582b68461bd2270c63c2d81ad5340c3c8dab771bd9713,01e46c607f1642c4e84582b68461bd2270c63c2d81ad5340c3c8dab771bd9713,431612,431612,TRUE
artifacts/06_model_data/H11/activity_context/activity_context__glasses__frame.rds,file,96c52c7a24eea3d4d158bbcda97552057c26a77877a334943899c233e76a50ae,96c52c7a24eea3d4d158bbcda97552057c26a77877a334943899c233e76a50ae,356792,356792,TRUE
artifacts/06_model_data/H11/activity_context/activity_context_completion.rds,file,d17e15a1505e18c4aa06bf93c0cf7d35821b580c6371770af61f5426debf4fde,d17e15a1505e18c4aa06bf93c0cf7d35821b580c6371770af61f5426debf4fde,2288,2288,TRUE
artifacts/06_model_data/H11/activity_context/activity_join_attrition.csv,file,9da38eaf0c85c5857b819d4b47046f945f52546db8e69a55f734ec52a409b1de,9da38eaf0c85c5857b819d4b47046f945f52546db8e69a55f734ec52a409b1de,1030,1030,TRUE
artifacts/06_model_data/H11/activity_context/environment.csv,file,51350140533efc4cff229819a2b1264193ff6b441d60097b5446c20404795a29,51350140533efc4cff229819a2b1264193ff6b441d60097b5446c20404795a29,226,226,TRUE
artifacts/06_model_data/H11/activity_context/formula_and_fit_manifest.csv,file,d5b8a24e652fdbfd8bb7cde39a875b0a159ecad7df10b2a1f888bc080a35cff9,d5b8a24e652fdbfd8bb7cde39a875b0a159ecad7df10b2a1f888bc080a35cff9,1923,1923,TRUE
artifacts/06_model_data/H11/activity_context/input_provenance.csv,file,78a82f13cfc799b09b227126c28827ac5c5bafa6634bc1d5ad2303a3864f2878,78a82f13cfc799b09b227126c28827ac5c5bafa6634bc1d5ad2303a3864f2878,966,966,TRUE
artifacts/06_model_data/H11/activity_context/normalized_diary_activity_audit.csv,file,f990d139b5e61d6a310321100b087f763a1da2048f262f9cca8cde5de74a2ca7,f990d139b5e61d6a310321100b087f763a1da2048f262f9cca8cde5de74a2ca7,345,345,TRUE
