"sample_id","family","analysis_state","state_display","site","site_display","contrast","estimate","standard_error","conf_low","conf_high","statistic","p_value","p_adjusted"
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S1","Site 1","Free day minus Work day",0.064,0.00447213595499958,0.0552347745942342,0.0727652254057658,14.3108350559987,1.87251300729406e-46,2.29808414531585e-46
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S2","Site 2","Free day minus Work day",0.068,0.00447213595499958,0.0592347745942342,0.0767652254057658,15.2052622469986,3.26321353422572e-52,4.40533827120472e-52
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S3","Site 3","Free day minus Work day",0.072,0.00447213595499958,0.0632347745942342,0.0807652254057658,16.0996894379985,2.56388210116545e-58,3.84582315174817e-58
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S4","Site 4","Free day minus Work day",0.076,0.00447213595499958,0.0672347745942342,0.0847652254057658,16.9941166289984,9.0787757925765e-65,1.53204341499728e-64
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S5","Site 5","Free day minus Work day",0.08,0.00447213595499958,0.0712347745942342,0.0887652254057658,17.8885438199983,1.44844243727367e-71,2.60719638709311e-71
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S6","Site 6","Free day minus Work day",0.084,0.00447213595499958,0.0752347745942342,0.0927652254057658,18.7829710109982,1.040894648084e-78,2.34201295818901e-78
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S7","Site 7","Free day minus Work day",0.088,0.00447213595499958,0.0792347745942342,0.0967652254057658,19.6773982019981,3.36857494189134e-86,8.26832031191511e-86
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S8","Site 8","Free day minus Work day",0.092,0.00447213595499958,0.0832347745942342,0.100765225405766,20.5718253929981,4.90833999632692e-94,1.47250199889807e-93
"primary_any_valid","BA-M4","Wake outside the three hours before sleep","Daytime","S9","Site 9","Free day minus Work day",0.096,0.00447213595499958,0.0872347745942342,0.104765225405766,21.466252583998,3.21956928695523e-102,1.24183386782559e-101
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S1","Site 1","Free day minus Work day",0.048,0.00447213595499958,0.0392347745942342,0.0567652254057659,10.733126291999,7.11476004539612e-27,7.68394084902781e-27
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S2","Site 2","Free day minus Work day",0.056,0.00447213595499958,0.0472347745942342,0.0647652254057659,12.5219806739988,5.66047330664285e-36,6.3680324699732e-36
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S3","Site 3","Free day minus Work day",0.064,0.00447213595499958,0.0552347745942341,0.0727652254057658,14.3108350559986,1.8725130072944e-46,2.29808414531585e-46
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S4","Site 4","Free day minus Work day",0.0720000000000001,0.00447213595499958,0.0632347745942343,0.0807652254057659,16.0996894379985,2.56388210116486e-58,3.84582315174817e-58
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S5","Site 5","Free day minus Work day",0.08,0.00447213595499958,0.0712347745942341,0.0887652254057658,17.8885438199983,1.44844243727395e-71,2.60719638709311e-71
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S6","Site 6","Free day minus Work day",0.088,0.00447213595499958,0.0792347745942342,0.0967652254057658,19.6773982019981,3.36857494189134e-86,8.26832031191511e-86
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S7","Site 7","Free day minus Work day",0.096,0.00447213595499958,0.0872347745942342,0.104765225405766,21.466252583998,3.21956928695523e-102,1.24183386782559e-101
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S8","Site 8","Free day minus Work day",0.104,0.00447213595499958,0.0952347745942342,0.112765225405766,23.2551069659978,1.26297406654003e-119,6.82005995931614e-119
"primary_any_valid","BA-M4","Pre-sleep","Pre-sleep","S9","Site 9","Free day minus Work day",0.112,0.00447213595499958,0.103234774594234,0.120765225405766,25.0439613479976,2.03141107825469e-138,1.82826997042922e-137
"primary_any_valid","BA-M4","Sleep environment","Sleep","S1","Site 1","Free day minus Work day",0.032,0.00447213595499958,0.0232347745942342,0.0407652254057658,7.15541752799933,8.3418628478909e-13,8.3418628478909e-13
"primary_any_valid","BA-M4","Sleep environment","Sleep","S2","Site 2","Free day minus Work day",0.044,0.00447213595499958,0.0352347745942342,0.0527652254057659,9.83869910099908,7.66961051881816e-23,7.96459553877271e-23
"primary_any_valid","BA-M4","Sleep environment","Sleep","S3","Site 3","Free day minus Work day",0.056,0.00447213595499958,0.0472347745942342,0.0647652254057659,12.5219806739988,5.66047330664285e-36,6.3680324699732e-36
"primary_any_valid","BA-M4","Sleep environment","Sleep","S4","Site 4","Free day minus Work day",0.0680000000000001,0.00447213595499958,0.0592347745942342,0.0767652254057659,15.2052622469986,3.2632135342251e-52,4.40533827120472e-52
"primary_any_valid","BA-M4","Sleep environment","Sleep","S5","Site 5","Free day minus Work day",0.08,0.00447213595499958,0.0712347745942341,0.0887652254057658,17.8885438199983,1.44844243727395e-71,2.60719638709311e-71
"primary_any_valid","BA-M4","Sleep environment","Sleep","S6","Site 6","Free day minus Work day",0.092,0.00447213595499958,0.0832347745942342,0.100765225405766,20.5718253929981,4.90833999632692e-94,1.47250199889807e-93
"primary_any_valid","BA-M4","Sleep environment","Sleep","S7","Site 7","Free day minus Work day",0.104,0.00447213595499958,0.0952347745942342,0.112765225405766,23.2551069659978,1.26297406654003e-119,6.82005995931614e-119
"primary_any_valid","BA-M4","Sleep environment","Sleep","S8","Site 8","Free day minus Work day",0.116,0.00447213595499958,0.107234774594234,0.124765225405766,25.9383885389976,2.45861335252052e-148,3.31912802590271e-147
"primary_any_valid","BA-M4","Sleep environment","Sleep","S9","Site 9","Free day minus Work day",0.128,0.00447213595499958,0.119234774594234,0.136765225405766,28.6216701119973,3.61157606100254e-180,9.75125536470686e-179
