"sample_id","family","analysis_state","state_display","site","site_display","day_type","day_type_display","contrast","estimate","standard_error","conf_low","conf_high","statistic","p_value","p_adjusted"
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S1","Site 1","Work day","Work day","Site minus equal-site mean",-0.012,0.00298142396999972,-0.0178434836038439,-0.00615651639615612,-4.02492235949962,5.69941162333189e-05,0.000118372395253816
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S2","Site 2","Work day","Work day","Site minus equal-site mean",-0.00900000000000005,0.00298142396999972,-0.0148434836038439,-0.00315651639615617,-3.01869176962473,0.00253868673815022,0.00403203187823904
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S3","Site 3","Work day","Work day","Site minus equal-site mean",-0.00599999999999999,0.00298142396999972,-0.0118434836038439,-0.000156516396156115,-2.01246117974981,0.044171344908443,0.0567917291679987
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S4","Site 4","Work day","Work day","Site minus equal-site mean",-0.00299999999999999,0.00298142396999972,-0.00884348360384386,0.00284348360384389,-1.0062305898749,0.314304660473856,0.35359274303309
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S5","Site 5","Work day","Work day","Site minus equal-site mean",-1.38777878078145e-17,0.00298142396999972,-0.00584348360384389,0.00584348360384386,-4.65475153733864e-15,0.999999999999996,0.999999999999996
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S6","Site 6","Work day","Work day","Site minus equal-site mean",0.00300000000000002,0.00298142396999972,-0.00284348360384386,0.00884348360384389,1.00623058987491,0.314304660473851,0.35359274303309
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S7","Site 7","Work day","Work day","Site minus equal-site mean",0.00599999999999998,0.00298142396999972,0.000156516396156102,0.0118434836038439,2.0124611797498,0.0441713449084434,0.0567917291679987
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S8","Site 8","Work day","Work day","Site minus equal-site mean",0.00899999999999995,0.00298142396999972,0.00315651639615607,0.0148434836038438,3.0186917696247,0.0025386867381505,0.00403203187823904
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S9","Site 9","Work day","Work day","Site minus equal-site mean",0.012,0.00298142396999972,0.00615651639615614,0.0178434836038439,4.02492235949962,5.69941162333176e-05,0.000118372395253816
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S1","Site 1","Free day","Free day","Site minus equal-site mean",-0.028,0.00298142396999972,-0.0338434836038439,-0.0221565163961561,-9.39148550549912,5.91599065687646e-21,2.66219579559477e-20
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S2","Site 2","Free day","Free day","Site minus equal-site mean",-0.021,0.00298142396999972,-0.0268434836038438,-0.0151565163961561,-7.04361412912432,1.87316435611847e-12,6.32192970189983e-12
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S3","Site 3","Free day","Free day","Site minus equal-site mean",-0.014,0.00298142396999972,-0.0198434836038438,-0.00815651639615607,-4.69574275274954,2.65639682431941e-06,7.17227142566242e-06
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S4","Site 4","Free day","Free day","Site minus equal-site mean",-0.007,0.00298142396999972,-0.0128434836038439,-0.00115651639615612,-2.34787137637478,0.0188810401560988,0.0283215602341482
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S5","Site 5","Free day","Free day","Site minus equal-site mean",3.46944695195361e-17,0.00298142396999972,-0.00584348360384384,0.00584348360384391,1.16368788433466e-14,0.999999999999991,0.999999999999996
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S6","Site 6","Free day","Free day","Site minus equal-site mean",0.00700000000000007,0.00298142396999972,0.00115651639615619,0.0128434836038439,2.3478713763748,0.0188810401560976,0.0283215602341482
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S7","Site 7","Free day","Free day","Site minus equal-site mean",0.014,0.00298142396999972,0.00815651639615613,0.0198434836038439,4.69574275274956,2.65639682431916e-06,7.17227142566242e-06
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S8","Site 8","Free day","Free day","Site minus equal-site mean",0.021,0.00298142396999972,0.0151565163961561,0.0268434836038439,7.04361412912434,1.87316435611818e-12,6.32192970189983e-12
"primary_any_valid","BA-M5","Wake outside the three hours before sleep","Daytime","S9","Site 9","Free day","Free day","Site minus equal-site mean",0.028,0.00298142396999972,0.0221565163961561,0.0338434836038438,9.39148550549911,5.91599065687726e-21,2.66219579559477e-20
"primary_any_valid","BA-M5","Pre-sleep","Pre-sleep","S1","Site 1","Work day","Work day","Site minus equal-site mean",-0.012,0.00298142396999972,-0.0178434836038439,-0.00615651639615612,-4.02492235949962,5.69941162333189e-05,0.000118372395253816
"primary_any_valid","BA-M5","Pre-sleep","Pre-sleep","S2","Site 2","Work day","Work day","Site minus equal-site mean",-0.00900000000000005,0.00298142396999972,-0.0148434836038439,-0.00315651639615617,-3.01869176962473,0.00253868673815022,0.00403203187823904
"primary_any_valid","BA-M5","Pre-sleep","Pre-sleep","S3","Site 3","Work day","Work day","Site minus equal-site mean",-0.00599999999999999,0.00298142396999972,-0.0118434836038439,-0.000156516396156115,-2.01246117974981,0.044171344908443,0.0567917291679987
"primary_any_valid","BA-M5","Pre-sleep","Pre-sleep","S4","Site 4","Work day","Work day","Site minus equal-site mean",-0.00299999999999999,0.00298142396999972,-0.00884348360384386,0.00284348360384389,-1.0062305898749,0.314304660473856,0.35359274303309
"primary_any_valid","BA-M5","Pre-sleep","Pre-sleep","S5","Site 5","Work day","Work day","Site minus equal-site mean",-1.38777878078145e-17,0.00298142396999972,-0.00584348360384389,0.00584348360384386,-4.65475153733864e-15,0.999999999999996,0.999999999999996
"primary_any_valid","BA-M5","Pre-sleep","Pre-sleep","S6","Site 6","Work day","Work day","Site minus equal-site mean",0.00300000000000002,0.00298142396999972,-0.00284348360384386,0.00884348360384389,1.00623058987491,0.314304660473851,0.35359274303309
