run_id,scenario_id,placement,working_power,activity_code,activity,display_order,model_order,standardized_mean_lx,mean_conf_low_lx,mean_conf_high_lx,ratio_to_home,ratio_conf_low,ratio_conf_high,difference_from_home_lx,difference_conf_low_lx,difference_conf_high_lx,statistic,denominator_df,p_raw,inferential_role,unique_participant_hours,long_rows,effective_weighted_hours,participants,participant_days,sites,family_id,family_n,p_adjusted
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,sleeping,Sleeping,1,2,8.198433573296791,4.738849251669265,14.183678248908986,0.09674375381160139,0.058536798423417136,0.15988838053390378,-76.54536900089735,-95.06054734834024,-58.03019065345446,-9.21410603171379,109,2.6513186812123144e-15,NAMED_VERSUS_HOME,5157,5157,5078.666666666668,110,618,8,H04-F2,4,5.302637362424629e-15
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,home,At home,2,1,84.74380257419415,67.04508042685919,107.11467611062751,1,1,1,0,0,0,,109,,REFERENCE,4451,4451,4249.666666666667,110,613,8,,,
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,374.85418832922767,294.3684476597179,477.3462088925932,4.423381733443442,3.145412507047921,6.220585031667203,290.1103857550335,196.85282763841047,383.36794387165656,8.643245758034821,109,5.2136355867845464e-14,NAMED_VERSUS_HOME,740,740,612.9999999999999,100,330,8,H04-F2,4,6.951514115712728e-14
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,224.48408273391098,193.44991820611642,260.49689691361203,2.6489734460212904,2.114579619088589,3.318418589861542,139.74028015971683,107.95497235748613,171.52558796194754,8.569192928865377,109,7.657217918176082e-14,NAMED_VERSUS_HOME,3063,3063,2944.5,108,432,8,H04-F2,4,7.657217918176082e-14
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,outdoors,Outdoors,5,5,1027.8423874114944,795.1557223752128,1328.620223223704,12.128820706524316,8.647129797110441,17.012383898778907,943.0985848373002,679.5627590027054,1206.634410671895,14.618189254009422,109,1.90802588661859e-27,NAMED_VERSUS_HOME,1257,1257,1089.166666666667,105,413,8,H04-F2,4,7.63210354647436e-27
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,other,Other/unspecified activity,6,6,240.1334752109091,94.01093159407894,613.3763907994304,2.8336405485306084,1.048177234084794,7.660459030373566,155.38967263671495,-73.1270395411849,383.9063848146148,,109,,DISPLAY_ONLY,333,333,333,62,134,8,,,
paired_common__chest,paired_common_sample,Chest,1.539919,sleeping,Sleeping,1,2,8.686523042554391,4.313092348757316,17.494566883217473,0.10504186125445866,0.05333905327578887,0.20686142588153686,-74.0092987832958,-93.58603189295846,-54.43256567363315,-6.590265583635313,109,1.6132236810960662e-9,NAMED_VERSUS_HOME,5157,5157,5078.666666666668,110,618,8,H04-F2,4,2.150964908128088e-9
paired_common__chest,paired_common_sample,Chest,1.539919,home,At home,2,1,82.6958218258502,64.70286177328512,105.69237217690304,1,1,1,0,0,0,,109,,REFERENCE,4451,4451,4249.666666666667,110,613,8,,,
paired_common__chest,paired_common_sample,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,561.63957926437,411.0781347482075,767.3456463196965,6.79163187285485,4.653813173284879,9.911498760020013,478.9437574385198,304.44492599495493,653.4425888820847,10.044429403244035,109,3.3752169703275613e-17,NAMED_VERSUS_HOME,740,740,612.9999999999999,100,330,8,H04-F2,4,6.750433940655123e-17
paired_common__chest,paired_common_sample,Chest,1.539919,working_indoor,Working in the office/from home,4,4,206.5418984473693,177.68352795501275,240.08728499044818,2.497609841550732,1.8726382915870265,3.331158477660112,123.8460766215191,86.70639015519077,160.98576308784743,6.299483761907873,109,6.461284553031689e-9,NAMED_VERSUS_HOME,3063,3063,2944.5,108,432,8,H04-F2,4,6.461284553031689e-9
paired_common__chest,paired_common_sample,Chest,1.539919,outdoors,Outdoors,5,5,1188.2676587884,902.7800970664849,1564.035398554517,14.369137793814811,10.045682191748284,20.553320023127686,1105.5718369625497,779.5791724720846,1431.5645014530148,14.756971526350572,109,9.59602518683941e-28,NAMED_VERSUS_HOME,1257,1257,1089.166666666667,105,413,8,H04-F2,4,3.838410074735764e-27
paired_common__chest,paired_common_sample,Chest,1.539919,other,Other/unspecified activity,6,6,351.410345482045,153.56137925586685,804.1685449181214,4.249432894228717,1.7446924740074703,10.350064662728487,268.7145236561948,-25.23740229493751,562.6664496073271,,109,,DISPLAY_ONLY,333,333,333,62,134,8,,,
