run_id,placement,time_hour,activity,ratio_to_global,ratio_conf_low,ratio_conf_high,pointwise_log_se,numerator,denominator,interval_type,covariance_source,interval_critical_value,resampling_replicates,simultaneous_band,curve_wide_inference,activity_code,display_order
temporal_activity_long__chest,Chest,0,Sleeping,0.11902908539023932,0.056338400501924,0.25147897424516047,0.3816283195627766,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,0.5,Sleeping,0.09126247817287084,0.04902487818406369,0.1698900686909029,0.31704685862549786,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,1,Sleeping,0.07003818245538573,0.03983369248451991,0.1231456763281538,0.2879221724366923,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,1.5,Sleeping,0.054050307479330435,0.030368463691864026,0.09619965528229342,0.2941380313560147,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,2,Sleeping,0.042273260598752575,0.022873839165480744,0.07812543179663861,0.31334739082361646,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,2.5,Sleeping,0.034070048831915715,0.017869090595083514,0.06495955802745182,0.3292582791387203,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,3,Sleeping,0.02885561689103891,0.014871000162783483,0.05599129964682613,0.3382100246333029,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,3.5,Sleeping,0.026266500449856615,0.013415327049553276,0.05142841790840217,0.342804345485422,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,4,Sleeping,0.026220941957641276,0.013512238116232962,0.05088259925792879,0.338246224960721,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
temporal_activity_long__chest,Chest,4.5,Sleeping,0.028937527645717758,0.015523900652805806,0.05394137240213081,0.3177339149524246,equal-site activity curve with participant and day terms excluded,intercept plus global cyclic time smooth,pointwise_95_percent_conditional,"stats::vcov(fit, unconditional = TRUE)",1.96,0,FALSE,FALSE,sleeping,1
