path,class,sha256,bytes,status
audit/report_harmonization/owner_orders/63_h06_daily_supplementary_figure_s12_fdr_legend_repair.md,frozen_input,963b2bccd13ccd6ffd8834b112b12b76f9de7f29d80562ac2c68644fa4daa699,8891,PASS
audit/report_harmonization/report018_post_navigation_display_queue_2026_08_24.md,frozen_input,9ebb1d81ef202b420aec42d12e5de372871edec780c5f72885e18d327f0f5a36,4205,PASS
audit/report_harmonization/report018_post_navigation_display_queue_2026_08_24_manifest.csv,frozen_input,966ea027e61961346a052b9ddbe4cd35f9808bc1dad3c8d4d26888f6351bc85f,623,PASS
notebooks/hypotheses/H06_daily.qmd,frozen_input,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,65349,PASS
_build/nathealth/notebooks/hypotheses/H06_daily.html,frozen_input,7fd65a465185a341d5065a2c47b07d510b2ff331a3a99e56bc7f90044e755a02,10476775,PASS
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,frozen_input,b1d2c9ec6184e9c537af04119d94040b581ae691069e38e0a713935ab1582536,35521,PASS
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,frozen_input,29f03d5b13833d793653d4061ab8deea47596765ba6aec22a77a8c07bc71b6de,4100930,PASS
artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.png,frozen_input,3dc2cf8de4597c1ce85d1acd65404778c14e75fa9f4920e7bfe1b83571bc048a,621043,PASS
artifacts/10_figures/H06_daily/H06_daily_stage3_fdr_overview.svg,frozen_input,1ecfc0156b7ee6ddedc96f1943c597a583516732383c6ac9c799a4dba2e362bd,24956,PASS
artifacts/11_source_data/H06_daily/H06_daily_stage3_fdr_overview_figure.csv,frozen_input,4a9a7c3f0877872e2efe7bfddd73afac1c50299f60474bd8d328ce945f17ddf1,24744,PASS
scripts/hypotheses/H06_daily/refresh_h06_daily_order48_figures.R,frozen_input,154091b99da11b51b8e41a53f1532c0bf7a57f44ec6e58b35d0fa19913bf2ce6,34869,PASS
tests/hypotheses/H06_daily/test_h06_daily_order48_display_repair.R,frozen_input,06abb903f7de51792d1dbb57d8ffcfd26ddf02ebd2455f646ae3f12db6ee6109,66973,PASS
artifacts/12_manifests/H06_daily/H06_daily_order48a_display_manifest.csv,frozen_input,395c112968c00294cbc085246894feae9cd7746e4e5c5714b96cb9e59fd90fc6,5361,PASS
audit/hypotheses/H06_daily/report018_order48a_display_repair/order48a_combined_completion.md,frozen_input,3a5404df72271efc2f02975fd0a92a478f3501b2df57f2518c334f41f1a0d230,764,PASS
audit/hypotheses/H06_daily/report018_order48a_display_repair/order48a_acceptance_manifest.csv,frozen_input,fda3e6905b283c4d57540777e1550e947ffe60d6336fb1046a808726fe8f2f8a,21716,PASS
audit/report_harmonization/report018_h06_daily_result_independent_acceptance.md,frozen_input,eef994b2851d8b150719ce34f158ce46a77c7d49c8e12ed7ceeee6f7f1aac8d6,3930,PASS
audit/report_harmonization/report018_h06_daily_result_independent_acceptance_manifest.csv,frozen_input,1bdcf80ac0d0adeaafa16a432efcdf3d9331271c20300b6728d0e0dcd9b612da,4604,PASS
audit/report_harmonization/report018_h06_daily_order49c_independent_acceptance.md,frozen_input,69a7eccb5d214761896ea6d0e04b13034bdf65787bd83831252139aa80c564cc,4606,PASS
audit/report_harmonization/report018_h06_daily_order49c_independent_acceptance_manifest.csv,frozen_input,f5f883bd829dbd843d4878999349a8d78bed62468ae0824a3009a27846859d72,5510,PASS
audit/handoffs/H06_daily_worker_handoff.md,frozen_input,70482aaaa6c7de7554d54e2c193c3f4de1b6a2fb959ff64993e91cfb89550095,34395,PASS
_quarto-nathealth.yml,frozen_input,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7,10042,PASS
renv.lock,frozen_input,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,PASS
scripts/hypotheses/H06_daily/build_h06_daily_manuscript_supplementary_figure_s12.R,authorized_r_source,73db8e6830f49f6405bdb91ee942b498797c1383aab9259cbf4afa42c39f6c42,9887,PASS
tests/hypotheses/H06_daily/test_h06_daily_manuscript_supplementary_figure_s12.R,authorized_r_test,9582d5f8105e36f1acf101f6f500462af1daae07d8c740d62eed9638f7c32141,33942,PASS
audit/hypotheses/H06_daily/manuscript_selection_supplementary_figure_s12/H06_daily_supplementary_figure_s12.png,durable_selection_candidate,8b66509d8fee47521f6179c793a612d1ec707a330a7a45a2715c449d0136e75f,622084,PASS
audit/hypotheses/H06_daily/manuscript_selection_supplementary_figure_s12/H06_daily_supplementary_figure_s12.svg,durable_selection_candidate,4d95b3f1160a310baa6152f2ec7acecdd03da16c835ddcfbada6676cafd56d0d,24374,PASS
