"path","bytes","sha256","independently_exact"
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_nonreader_classification_manifest.csv",1724,"aa7bda0793288cd83c0357dd7ab33e3ebec17c179482e3b48e75c4d28a135f77",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_nonreader_classification.md",2948,"027c443c6b3aa88c01cbc129135e2fe73d378d6e7a05b0c841598fa250c669e6",TRUE
"audit/report_harmonization/final_documents_2026_09_13/seal_order017_inherited_classification.R",2504,"00dc3746d4730a5d4e70f90dea586a93ee446124cdaa3297e89a3ba0a492e6ff",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/all44_semantic_contract_R.csv",5691,"4d04b68ee5d7c6b42d49c8d58ba6e1ccd2e6a53fa7cd1ab25c897505ec52c6a4",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/complete_candidate_semantic_failures_R.csv",3920562,"575d6aceed5747a5471506a7c35c428b8d4496bac1767379cfc0a0daf415cac8",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/complete_inherited_semantic_failures_R.csv",3920562,"575d6aceed5747a5471506a7c35c428b8d4496bac1767379cfc0a0daf415cac8",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/five_inherited_links.csv",1503,"3866ed79500ad9a3512b1fe8abc1bb24ff7a4f517e629145f3d10bc55c16a098",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/independent_summary.json",230,"5eef52d4ab53c36794f5280500a39eb28727f1ca05d77d1fa38e159f1d4644f0",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/semantics_R_sessionInfo.txt",702,"d97a955349c7418713229af69ad239d642e0c96727a4a1497942dd500301c7a2",TRUE
"audit/report_harmonization/final_documents_2026_09_13/order017_inherited_classification/semantics_summary_R.json",297,"24c25e2e05c2de7a221604bfd387527a85b8b76e5f4a8c5425be9021cfa46bc3",TRUE
