"check","pass"
"estimand_manifest_23_exact",TRUE
"M1_contract_keys",TRUE
"M1_any_valid_matches_full_family",TRUE
"M1_80_matches_full_family",TRUE
"claim_gate_reproduces_exactly",TRUE
"only_Presleep_interval_status_fails",TRUE
"exact_single_validation_failure",TRUE
"quadrature_stored_comparisons",TRUE
"all54_historical_cell_reproductions",TRUE
"all_complete_M1_M5_families",TRUE
"omnibus_full_ranks",TRUE
"both54_cell_grids_probability_bounds",TRUE
"both27_M6_components_reconcile",TRUE
"M6_coverage_claim_gate_passes",TRUE
"M6_support_has_no_p_FDR",TRUE
"sealed_driver_and_supervisor_used",TRUE
"prior_failed_time_retained",TRUE
"no_downstream_science_or_lock",TRUE
