"column","proposed_css_width","image_width_in","native_cell_width_in"
1,200,2.08724832214765,2.07248322147651
2,60,0.626174496644295,0.621744966442953
3,103,1.07493288590604,1.0673288590604
4,96,1.00187919463087,0.994791946308725
5,96,1.00187919463087,0.994791946308725
6,96,1.00187919463087,0.994791946308725
7,96,1.00187919463087,0.994791946308725
8,96,1.00187919463087,0.994791946308725
9,96,1.00187919463087,0.994791946308725
10,96,1.00187919463087,0.994791946308725
11,96,1.00187919463087,0.994791946308725
12,96,1.00187919463087,0.994791946308725
13,78,0.814026845637584,0.808268456375839
14,185,1.93070469798658,1.91704697986577
