"index","kind","style","text","text_chars","drawings","drawing_alt","drawing_width_in","drawing_height_in","direct_spacing","direct_line_rule","keep_next","keep_lines","page_before","has_keep_next","has_keep_lines","has_page_before","section","section_type","section_width","section_height","orientation","margin_top","margin_bottom"
35,"p","Textkrper","Fixed predictors explained 58.4% of variance on the design-standardized response scale, the participant intercept added 2.2 percentage points and observation and distribution variation accou",780,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
36,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
37,"p","ImageCaption","Table 2: Recommendation adherence by Brown et al. recommendation window and day type. Daytime, Pre-sleep and Sleep identify the recommendation windows used for comparison. Daytime comprises ",1125,0,"",,,"","","","","",TRUE,FALSE,FALSE,FALSE,"","","","","",""
38,"p","","",0,1,"Main Table 2, part 1 of 1",10.55,5.28088035870516,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
39,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","16840","11901","landscape","792","792"
40,"p","Textkrper","A separate exploratory analysis related adherence across recommendation windows. Within participants, the estimated differences for a daytime-adherence value 10 percentage points above a par",1216,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
41,"bookmarkEnd","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
55,"p","Textkrper","Across the recorded 10.33 to 20.52 h of civil photoperiod, six of nine level, exposure-history, and duration-based metrics changed from increasing to a sustained near-flat tail between 14.24",1005,0,"",,,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","","","",""
56,"p","","",0,0,"",,,"","","","","",FALSE,FALSE,FALSE,TRUE,"nextPage","11901","16840","","1440","1440"
57,"p","ImageCaption","Table 3: Near-eye personal light-exposure metrics and their geographic and photoperiod context. Descriptive exposure values are medians with interquartile ranges (25th to 75th percentiles). ",977,0,"",,,"","","","","",TRUE,FALSE,FALSE,FALSE,"","","","","",""
58,"p","","",0,1,"Main Table 3, part 1 of 4",10.55,5.7661198600175,"","","","","0",FALSE,TRUE,TRUE,FALSE,"","","","","",""
