"check","pass"
"all_copied_bytes_exact",TRUE
"all_source_copy_identities_remain_exact",TRUE
"all_copies_regular_non_symlink",TRUE
"main_title_abstract_narrative_captions_all_exact",TRUE
"supplement_prose_and_table_captions_exact",TRUE
"all_17_supplement_figure_captions_exact",TRUE
"selection_unlisted_content_exact",FALSE
"split_7_two_images",TRUE
"split_7_same_shared_caption",TRUE
"split_7_tags_AB",TRUE
"split_7_distinct_alt",TRUE
"split_15_two_images",TRUE
"split_15_same_shared_caption",TRUE
"split_15_tags_AB",TRUE
"split_15_distinct_alt",TRUE
"execution_absent_15",TRUE
"execution_absent_16",TRUE
"execution_absent_17",TRUE
"main_status_notice_present",TRUE
"selection_status_notice_present",TRUE
"22_svg_sources_23_appearances",TRUE
"all_svg_identities_exact",TRUE
"no_complementary_daily_or_optional_h11_image",TRUE
"protected_svg_Main Figure 3",TRUE
"protected_svg_Supplementary Figure S5",TRUE
"protected_svg_Supplementary Figure S12",TRUE
"protected_svg_Supplementary Figure S17",TRUE
"S2_17_data_6_group_rows_17_images",TRUE
"frozen_Table3_fragment_identity",TRUE
"distinct_S10_sources_preserved",TRUE
