"table_index","table_endpoint","attribute","attribute_index","pre_value_start_byte","pre_value_end_byte","pre_value","post_value","intended_pre_ids","intended_post_ids","post_value_start_byte","post_value_end_byte","pre_value_bytes","post_value_bytes"
1,"tbl-h06d-prep-execution-boundary","id",1,4976793,4976800,"Activity","tbl-h06d-prep-execution-boundary--gt-0001","","",4976793,4976833,8,41
1,"tbl-h06d-prep-execution-boundary","id",2,4976926,4976931,"Status","tbl-h06d-prep-execution-boundary--gt-0002","","",4976959,4976999,6,41
1,"tbl-h06d-prep-execution-boundary","id",3,4977055,4977061,"Purpose","tbl-h06d-prep-execution-boundary--gt-0003","","",4977123,4977163,7,41
1,"tbl-h06d-prep-execution-boundary","headers",1,4977275,4977282,"Activity","tbl-h06d-prep-execution-boundary--gt-0001","Activity","tbl-h06d-prep-execution-boundary--gt-0001",4977377,4977417,8,41
1,"tbl-h06d-prep-execution-boundary","headers",2,4977363,4977368,"Status","tbl-h06d-prep-execution-boundary--gt-0002","Status","tbl-h06d-prep-execution-boundary--gt-0002",4977498,4977538,6,41
1,"tbl-h06d-prep-execution-boundary","headers",3,4977421,4977427,"Purpose","tbl-h06d-prep-execution-boundary--gt-0003","Purpose","tbl-h06d-prep-execution-boundary--gt-0003",4977591,4977631,7,41
1,"tbl-h06d-prep-execution-boundary","headers",4,4977541,4977548,"Activity","tbl-h06d-prep-execution-boundary--gt-0001","Activity","tbl-h06d-prep-execution-boundary--gt-0001",4977745,4977785,8,41
1,"tbl-h06d-prep-execution-boundary","headers",5,4977631,4977636,"Status","tbl-h06d-prep-execution-boundary--gt-0002","Status","tbl-h06d-prep-execution-boundary--gt-0002",4977868,4977908,6,41
1,"tbl-h06d-prep-execution-boundary","headers",6,4977700,4977706,"Purpose","tbl-h06d-prep-execution-boundary--gt-0003","Purpose","tbl-h06d-prep-execution-boundary--gt-0003",4977972,4978012,7,41
1,"tbl-h06d-prep-execution-boundary","headers",7,4977816,4977823,"Activity","tbl-h06d-prep-execution-boundary--gt-0001","Activity","tbl-h06d-prep-execution-boundary--gt-0001",4978122,4978162,8,41
1,"tbl-h06d-prep-execution-boundary","headers",8,4977903,4977908,"Status","tbl-h06d-prep-execution-boundary--gt-0002","Status","tbl-h06d-prep-execution-boundary--gt-0002",4978242,4978282,6,41
1,"tbl-h06d-prep-execution-boundary","headers",9,4977961,4977967,"Purpose","tbl-h06d-prep-execution-boundary--gt-0003","Purpose","tbl-h06d-prep-execution-boundary--gt-0003",4978335,4978375,7,41
