path,category,bytes,sha256,expected_sha256,exact
audit/report_harmonization/final_documents_2026_09_13/final_site_candidate_order_011.md,order,10277,9bae7b64d4a4ec0dccab89f4ef5a9454fcea8f9c5bf1403a79aa5d0b3057e72b,9bae7b64d4a4ec0dccab89f4ef5a9454fcea8f9c5bf1403a79aa5d0b3057e72b,True
audit/report_harmonization/final_documents_2026_09_13/final_site_candidate_order_011_dispatch_manifest.csv,dispatch_seal,7961,ed4395ee67a03bde42f1349c97d6cad126517867863e64cc4212cc3eca458c56,ed4395ee67a03bde42f1349c97d6cad126517867863e64cc4212cc3eca458c56,True
_quarto-nathealth.yml,dispatch47,10042,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7,e54c71794f4f763a8b50417ab83ff3db37bc9af3fef3f4d1910576ab12c61bc7,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_handoff.md,dispatch47,8848,b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d,b3f8b4cd969f67b54d99f69f1d6530fc7bbd3ec90e7c725f4a56d560b6bd5a1d,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/completion_manifest.csv,dispatch47,30356,86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2,86ba7e46cdf106090d8ceaee3109d751dddc32f0f80d62da325ce6b7698583e2,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_1.docx,dispatch47,60255,5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049,5d09fe9d798c78295d5e8f783e0d73aaee81e1331f0527aa8e860f3bc2d70049,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_2.docx,dispatch47,57761,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,75704e889145ad648f2532b3b539562c8ae840ee62f0ce864206120531b6e44f,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_3.docx,dispatch47,1382422,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,54a31ca2ebfc7c6030971312bd3aafb43f53f792e0de84aa514bdd53cab82bd3,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S1.docx,dispatch47,56935,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,9ece9a78981962ffb5a2e067e3937582484babe27d7afb050e953413de5ed24f,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S10.docx,dispatch47,57964,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,fcd5d7eaf77bba2b4e4bcdfc82a01dd914de2c828a1579849d62e413418b0726,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S11a.docx,dispatch47,57471,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,241ed7f67b4d6ae4c093ca6f3ac86f7e8977a2181fbcb24ae7304ccb6b2bd165,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S11b.docx,dispatch47,57155,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,c73e527237637cf3014a509a924a66ecf76eab3f80054f679b051edf013590c5,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S12.docx,dispatch47,57088,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,c45851bcf66a334c058725ce91e04b3b24562436c0207ba290e3bcb566e176a3,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S13.docx,dispatch47,57086,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,504735337df61c5538c0017401eea9a6676c477d4b728a6fb329f56783794a5f,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S14.docx,dispatch47,57219,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,65b3e8ab6a75a4bae9e43c22361631466a4fc9bb16761d0b7d529c59fd7f1a8c,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S15.docx,dispatch47,56739,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,9666c69401331ffdddc8b1c1e2b97324151a23f568d83a0a6f6e46c2aaf8e12b,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S2.docx,dispatch47,1386939,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,0c834387ff6462b737381d028f0482636c5e55ad0443234f1cb8c165dda75334,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S3.docx,dispatch47,59127,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,29d32faf828a660ff8179f95de219aef2d69a23c1a33870a20f19dfa6cb99e5d,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S4.docx,dispatch47,57161,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,449372acfb60acba928d40240792575a20be572622fcdb8bac7ae619dac38f5e,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S5.docx,dispatch47,57179,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,2c572a23620b5c6851275901842f814db5768139ef3bdf509dd35f91dc858aa0,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S6.docx,dispatch47,57155,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,2be5f95d9d762072e22ea6c629865b733a262d8ab8e7b11e81904ae9f7106dce,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S7.docx,dispatch47,58866,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,9ec20d78bffd51bc6e27fe08e255cb6450a04e732e2d8da830d3d6cb4c4fe96a,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S8.docx,dispatch47,57363,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,1c00fca20c863747c2ca6f3905277475a38be90f5c908233df038f9d20034372,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/editable_tables/Table_S9.docx,dispatch47,56653,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,1c6ce0a02661d80199f5e0fd9795827dfe4ad249f5918e0b53391ab1bb5027e3,True
audit/manuscript_nature_health/final_format_completion_2026_09_14/project/html_round2/ZaunerEtAl2026_NatHealth_phase3_brown.html,dispatch47,27222259,752ee27291e7970d28fc369c1ad3c396dc8894f483aa9864e65b9edea638df17,752ee27291e7970d28fc369c1ad3c396dc8894f483aa9864e65b9edea638df17,True
