"check","pass"
"owner_manifest_pin",TRUE
"owner_package_exact",TRUE
"reuse_manifest_exact",TRUE
"export_manifest_exact",TRUE
"primary_any_valid_wake_unique",TRUE
"primary_any_valid_date_and_counts",TRUE
"primary_any_valid_all_17_fields_exact",TRUE
"primary_any_valid_exact_eligibility_counts",TRUE
"support_80_wake_unique",TRUE
"support_80_date_and_counts",TRUE
"support_80_all_17_fields_exact",TRUE
"support_80_exact_eligibility_counts",TRUE
"profile_wake_cycle_unique",TRUE
"anonymous_profile_shape",TRUE
"anonymous_profile_exact_multiset",TRUE
"anonymous_profile_privacy",TRUE
"reuse_stored_results",TRUE
"catalog_fields",TRUE
"catalog_complete_145_copies",TRUE
"catalog_row_mapping",TRUE
"source_lineage_1",TRUE
"source_lineage_2",TRUE
"source_lineage_3",TRUE
"source_lineage_4",TRUE
"source_lineage_5",TRUE
"source_lineage_6",TRUE
"source_lineage_7",TRUE
"source_lineage_8",TRUE
"source_lineage_9",TRUE
"source_lineage_10",TRUE
"source_lineage_11",TRUE
"source_lineage_12",TRUE
"source_lineage_13",TRUE
"source_lineage_14",TRUE
"source_lineage_15",TRUE
"source_lineage_16",TRUE
"source_lineage_17",TRUE
"source_lineage_18",TRUE
"source_lineage_19",TRUE
"source_lineage_20",TRUE
"source_lineage_21",TRUE
"source_lineage_22",TRUE
"source_lineage_23",TRUE
"source_lineage_24",TRUE
"source_lineage_25",TRUE
"source_lineage_26",TRUE
"source_lineage_27",TRUE
"source_lineage_28",TRUE
"source_lineage_29",TRUE
"source_lineage_30",TRUE
"source_lineage_31",TRUE
"source_lineage_32",TRUE
"source_lineage_33",TRUE
"source_lineage_34",TRUE
"source_lineage_35",TRUE
"source_lineage_36",TRUE
"source_lineage_37",TRUE
"source_lineage_38",TRUE
"source_lineage_39",TRUE
"source_lineage_40",TRUE
"source_lineage_41",TRUE
"source_lineage_42",TRUE
"source_lineage_43",TRUE
"source_lineage_44",TRUE
"source_lineage_45",TRUE
"source_lineage_46",TRUE
"source_lineage_47",TRUE
"source_lineage_48",TRUE
"source_lineage_49",TRUE
"source_lineage_50",TRUE
"source_lineage_51",TRUE
"source_lineage_52",TRUE
"source_lineage_53",TRUE
"source_lineage_54",TRUE
"source_lineage_55",TRUE
"source_lineage_56",TRUE
"source_lineage_57",TRUE
"source_lineage_58",TRUE
"source_lineage_59",TRUE
"source_lineage_60",TRUE
"source_lineage_61",TRUE
"source_lineage_62",TRUE
"source_lineage_63",TRUE
"source_lineage_64",TRUE
"source_lineage_65",TRUE
"source_lineage_66",TRUE
"source_lineage_67",TRUE
"source_lineage_68",TRUE
"source_lineage_69",TRUE
"source_lineage_70",TRUE
"source_lineage_71",TRUE
"source_lineage_72",TRUE
"source_lineage_73",TRUE
"source_lineage_74",TRUE
"source_lineage_75",TRUE
"source_lineage_76",TRUE
"source_lineage_77",TRUE
"source_lineage_78",TRUE
"source_lineage_79",TRUE
"source_lineage_80",TRUE
"source_lineage_81",TRUE
"source_lineage_82",TRUE
"source_lineage_83",TRUE
"source_lineage_84",TRUE
"source_lineage_85",TRUE
"source_lineage_86",TRUE
"source_lineage_87",TRUE
"source_lineage_88",TRUE
"source_lineage_89",TRUE
"source_lineage_90",TRUE
"source_lineage_91",TRUE
"source_lineage_92",TRUE
"source_lineage_93",TRUE
"source_lineage_94",TRUE
"source_lineage_95",TRUE
"source_lineage_96",TRUE
"source_lineage_97",TRUE
"source_lineage_98",TRUE
"source_lineage_99",TRUE
"source_lineage_100",TRUE
"source_lineage_101",TRUE
"source_lineage_102",TRUE
"source_lineage_103",TRUE
"source_lineage_104",TRUE
"source_lineage_105",TRUE
"source_lineage_106",TRUE
"source_lineage_107",TRUE
"source_lineage_108",TRUE
"source_lineage_109",TRUE
"source_lineage_110",TRUE
"source_lineage_111",TRUE
"source_lineage_112",TRUE
"source_lineage_113",TRUE
"source_lineage_114",TRUE
"source_lineage_115",TRUE
"source_lineage_116",TRUE
"source_lineage_117",TRUE
"source_lineage_118",TRUE
"source_lineage_119",TRUE
"source_lineage_120",TRUE
"source_lineage_121",TRUE
"source_lineage_122",TRUE
"source_lineage_123",TRUE
"source_lineage_124",TRUE
"source_lineage_125",TRUE
"source_lineage_126",TRUE
"source_lineage_127",TRUE
"source_lineage_128",TRUE
"source_lineage_129",TRUE
"source_lineage_130",TRUE
"source_lineage_131",TRUE
"source_lineage_132",TRUE
"source_lineage_133",TRUE
"source_lineage_134",TRUE
"source_lineage_135",TRUE
"source_lineage_136",TRUE
"source_lineage_137",TRUE
"source_lineage_138",TRUE
"source_lineage_139",TRUE
"source_lineage_140",TRUE
"source_lineage_141",TRUE
"source_lineage_142",TRUE
"source_lineage_143",TRUE
"source_lineage_144",TRUE
"source_lineage_145",TRUE
"package_post_stable",TRUE
