placement,placement_label,comparison_type,site,brown_state,period,comparator,threshold_lx,measurement_interpretation,n_participants,n_participant_days,n_participant_days_with_valid_minutes,n_state_real_minutes,n_valid_one_minute_observations,n_minutes_in_contextual_range,n_all_eligible_real_minutes,pooled_fraction_in_contextual_range,state_fraction_of_eligible_minutes,participant_day_q1,participant_day_median,participant_day_q3
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,Overall,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,141,816,778,606215,573712,137792,1175160,0.24017625568229356,0.5158574151604888,0.07157142857142856,0.19834880881392508,0.36865850308096865
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,Overall,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,141,816,785,140152,129390,81894,1175160,0.6329237189891027,0.11926205793253684,0.36774193548387096,0.6923076923076923,0.9382716049382716
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,Overall,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,141,816,797,383607,383366,336052,1175160,0.87658269121414,0.32642959256611864,0.7958333333333333,0.9866666666666667,1
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,RISE,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,13,78,76,60642,57952,19225,112260,0.3317400607399227,0.5401924104756815,0.17022991692595218,0.3144634193258811,0.493942543252105
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,RISE,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,13,78,77,13704,12759,8914,112260,0.6986440943647622,0.12207375734901123,0.5166666666666667,0.7888888888888889,0.9371069182389937
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,RISE,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,13,78,78,35549,35489,33152,112260,0.9341486094282736,0.31666666666666665,0.9467391304347825,0.9976962796239905,1
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,THUAS,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,13,78,68,52755,49852,14760,112260,0.29607638610286446,0.46993586317477287,0.1780406658629324,0.271155097109934,0.4250149445230146
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,THUAS,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,13,78,70,12283,10774,7181,112260,0.6665119732689809,0.1094156422590415,0.3819444444444444,0.7485119047619048,0.9829128440366972
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,THUAS,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,13,78,72,34682,34621,29915,112260,0.8640709396031311,0.3089435239622305,0.7751940440361159,0.9746719355800775,0.9980497667965628
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,BAUA,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,18,107,95,74094,69900,22631,154080,0.32376251788268956,0.48088006230529595,0.13729001717565248,0.2836676217765043,0.49808322795185234
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,BAUA,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,18,107,102,17409,16361,9749,154080,0.59586822321374,0.11298676012461059,0.3388888888888889,0.7086601307189543,0.9493302935309205
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,BAUA,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,18,107,102,48928,48928,42829,154080,0.8753474493132767,0.31754932502596056,0.8062086339514638,0.9666227412673083,1
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,MPI,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,26,150,150,119150,111396,25082,216120,0.2251606879959783,0.5513140847677216,0.06328233657858137,0.16157074641030011,0.35768026890963617
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,MPI,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,26,150,145,26881,25283,15623,216120,0.617925088003797,0.12437997408846937,0.36666666666666664,0.6444444444444445,0.8782608695652174
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,MPI,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,26,150,150,70089,70029,61030,216120,0.871496094475146,0.324305941143809,0.8036502546689304,0.9424985656913367,0.9996124031007751
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,TUM,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,10,60,60,45831,42685,10681,86400,0.2502284174768654,0.5304513888888889,0.09109348827470687,0.23648681941364869,0.37050245680773497
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,TUM,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,10,60,60,10618,9833,5963,86400,0.606427336519882,0.12289351851851851,0.3333333333333333,0.676653627311522,0.8588095238095237
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,TUM,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,10,60,60,29951,29951,21485,86400,0.7173383192547829,0.3466550925925926,0.5669034090909091,0.7196679821551133,0.9909931245225363
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,FUSPCEU,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,23,129,118,89948,87030,21067,185880,0.242065954268643,0.48390359371637615,0.07758465992000341,0.21186744899980195,0.35678806368576604
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,FUSPCEU,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,23,129,122,21684,20366,12766,185880,0.6268290287734459,0.11665590703679793,0.3367714025500911,0.6915518824609734,0.9555555555555556
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,FUSPCEU,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,23,129,122,60891,60891,58374,185880,0.9586638419470858,0.3275823111684958,0.9899652260307998,1,1
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,IZTECH,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,17,101,99,74926,71562,12708,145440,0.17758028003689108,0.5151677667766776,0.05599031270933308,0.12544378698224853,0.25921176102596183
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,IZTECH,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,17,101,99,17883,16736,9221,145440,0.5509679732313576,0.1229579207920792,0.3496111111111111,0.5459770114942529,0.7845238095238095
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,IZTECH,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,17,101,100,50556,50556,39936,145440,0.7899359126513174,0.3476072607260726,0.6739766429002693,0.8086128266033255,0.9960674931129476
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,UCR,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,6,32,31,25285,23640,3266,46080,0.13815566835871404,0.5487196180555556,0.045251333400422665,0.12111111111111111,0.20723559101502737
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,UCR,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,6,32,29,5320,4839,3124,46080,0.6455879313907832,0.1154513888888889,0.4,0.6611111111111111,0.9111111111111111
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,UCR,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,6,32,32,14275,14275,12438,46080,0.8713134851138353,0.3097873263888889,0.8585224049914918,0.9347985347985348,0.9939795918367347
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,KNUST,wake,Wake (excluding the three hours before sleep),>=,250,Near-eye waking measurement,15,81,81,63584,59695,8372,116640,0.14024625177988106,0.5451303155006859,0.045112781954887216,0.09746835443037975,0.20292207792207792
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,KNUST,pre-sleep,Three hours before sleep,<=,10,Near-eye pre-sleep measurement,15,81,81,14370,12439,9353,116640,0.7519093174692499,0.12319958847736626,0.5527950310559007,0.9,1
near_eye,Near-eye (primary),Contextual comparison with Brown et al. (2022); these fractions are not adherence or compliance estimates. Inclusive operational boundaries follow the stated coverage definitions.,KNUST,sleep,Diary sleep window,<=,1,Bedside sleep-environment measurement; not ocular exposure,15,81,81,38686,38626,36893,116640,0.9551338476673743,0.33167009602194786,0.9976744186046511,1,1
