run_id,model_role,observations,score_energy,score_share,leverage,leverage_share,score_rank,leverage_rank,participant_key_sha256
employment_eligible__glasses__all_available,additive,131,9234.974504645397,0.42271740303680383,0.11684187446389156,0.009736822871990937,1,32,dd3bd75bae3f836e8fff530248efa548b9cf3d23ec078cea9474e21855fd0130
employment_eligible__glasses__all_available,additive,140,3554.994323936805,0.16272464722769117,0.13946203247625907,0.011621836039688225,2,12,71032b4470c76d72c1efdeddaaab5e68a63925dfa2f94486b6d62f985351d6a7
employment_eligible__glasses__all_available,additive,118,870.5125473973702,0.03984643413597584,0.05122613791208483,0.004268844826007058,3,115,874decc2319b613d70b1ebb408b6d248d61079dd302a819ec95a6b473b22f4e9
employment_eligible__glasses__all_available,additive,113,661.6879912928426,0.030287796588853697,0.10186860213800605,0.00848905017816715,4,49,7f27eeecc5f8ff80679d7fbc38bb134f3f461e7ab7e668c349da8ca02f75bc65
employment_eligible__glasses__all_available,additive,141,542.8500141167169,0.024848162611654345,0.1787433890848644,0.01489528242373866,5,4,0322631823dcc627ee8a2d24c2da25e4136e8a82750c9438fd96eeb2f60f7972
employment_eligible__glasses__all_available,additive,120,444.3090584582202,0.020337595002856812,0.10633728965234804,0.008861440804362313,6,43,83048d88c39ab7434bab2ee0eb8ac75adbd160ad495eaa45c0dc379a9a027b81
employment_eligible__glasses__all_available,additive,91,395.80476874259523,0.018117382334763364,0.04300752121740042,0.003583960101450025,7,122,ce91b7dfe7cce73088d5090ae2db5b834fbdf80fffa480f556aba5f57bd5ec4b
employment_eligible__glasses__all_available,additive,120,362.1310701338847,0.016576018206539957,0.10350569423787685,0.008625474519823048,8,47,15611165c8f5722b55d8f58bf1c32c81e7fa77dc270584ca94a10af7b38b1b80
employment_eligible__glasses__all_available,additive,141,326.78602961247157,0.014958150855425265,0.113789179364207,0.009482431613683891,9,36,f0c64ff29af09ad9307bee804cda4140e9dd196c78159d7f1d7b2858b19f9120
employment_eligible__glasses__all_available,additive,134,280.3264391652031,0.012831531295171597,0.09883570728345782,0.00823630894028813,10,56,6b8e6c9e7280ad31722b8bd1a8673521ac290252a4aefcc90eb0db8530c5636a
employment_eligible__glasses__all_available,additive,135,278.72897321830555,0.012758409636181356,0.1322888140646446,0.011024067838720354,11,17,87b1178c151768268b952f00a85d25af276352b5a40e38f258543a50bacba90d
employment_eligible__glasses__all_available,additive,94,228.01739972192638,0.010437161792831457,0.12170582192517061,0.010142151827097524,12,25,0fcba759db8f8d7bf4125c3dc6505bd4ed37f88430c71af0e957cdd20904c013
employment_eligible__glasses__all_available,additive,117,219.3497643065082,0.01004041350387491,0.1246360691764013,0.010386339098033414,13,23,288aaacecef0b12dfdf2d21e213bd918349dde21c50ba1434eb9d5c1a0ce6d0c
employment_eligible__glasses__all_available,additive,144,202.31519054518822,0.009260680892961703,0.22342208003521463,0.01861850666960117,14,3,8c4b2d9c525dda000861995ce9cfd38838e02763c0b833c5471684f2c232303b
employment_eligible__glasses__all_available,additive,108,190.37030122653442,0.008713921116873151,0.09995362791115679,0.008329468992596378,15,52,f2f2a7efbee25c98cb9e364710295c12b7ba01d7cc6cd53074c236a84d29a2fe
employment_eligible__glasses__all_available,additive,161,183.48453038793446,0.008398735063534795,0.1626367168821094,0.013553059740175748,16,6,fafe5ade55c4476c9be2c6e5f00a277810accad083ff9af149c33c575cae19f1
employment_eligible__glasses__all_available,additive,144,171.17967005585547,0.007835498142665057,0.09026071262912651,0.007521726052427189,17,64,6d2323fc61e1cb8d0d75974e258aa90d20dec8d152e100ff209e466c1960542f
employment_eligible__glasses__all_available,additive,133,151.46923296069298,0.006933281815224605,0.07916345312556922,0.00659695442713075,18,72,9652d7ef5e5a4677d97b1dccf8bf1009a85cfb56a9c4770bc517f5d5229dc022
employment_eligible__glasses__all_available,additive,144,148.35202445584142,0.006790596171292154,0.060188186264723144,0.005015682188726916,19,98,0bc23a6405702b752700e056f47ab8a6c3f0166442d9be1bb4101d01606512d2
employment_eligible__glasses__all_available,additive,144,145.36643228248388,0.006653935071749989,0.06432449786755502,0.005360374822296237,20,88,4bc3434630562a610bbce1d2ca202c795d55661f5fae421ea991e50a97936fa4
employment_eligible__glasses__all_available,additive,135,139.97789604438972,0.006407282734638384,0.13201878215881632,0.011001565179901331,21,18,33c8178b16cd937e3735f26c84c9b9b860e9110fca8023f62c0199053f57d160
employment_eligible__glasses__all_available,additive,114,126.70118255528436,0.005799560661972649,0.09335656651470901,0.007779713876225731,22,61,7aea0625e8ab68e5624f4f0c69aac78209a213780b1f86784694616753e98355
employment_eligible__glasses__all_available,additive,65,123.90032232940955,0.005671355396180598,0.03756935131244959,0.0031307792760374574,23,126,29685f02b6c747b6a3e6b5866e5eb695450d0db06d1c24b67cbe85bf4ea4c176
employment_eligible__glasses__all_available,additive,139,119.07854454912842,0.005450645595598505,0.14079805272367035,0.011733171060305832,24,10,3016c13a566d704b11df1084c9137eb83a6c63fc3e9fbc35e2435fb0fa2b8e0e
employment_eligible__glasses__all_available,additive,136,112.47653238867208,0.005148448179256784,0.1012437578336794,0.00843697981947326,25,51,0c5ab8bba3b34a94d49919044352516277837e7cc4232406de64e9d6f6bd365e
employment_eligible__glasses__all_available,additive,96,110.62061237006698,0.005063496164487915,0.06914876059792552,0.005762396716493778,26,85,31ac6c72020f584fff5696f6da4bf149f1fe39e1115425ea77568f145234afef
employment_eligible__glasses__all_available,additive,140,108.1381347475908,0.004949864395050734,0.13801869684966142,0.011501558070805088,27,13,6c4a5b8123e73d13cc272fb861f72c9cab317428da0e9927b00da6d8168f2f03
employment_eligible__glasses__all_available,additive,132,102.69133185647131,0.004700544987419539,0.12015583719222298,0.01001298643268522,28,28,c77fbc5013f75c71f2dfe7b0407cb428166fc8aabe99513c355a4356c208d3d2
employment_eligible__glasses__all_available,additive,143,93.39254080098057,0.004274906475436463,0.08123697456607866,0.006769747880506537,29,69,77aeb9e1f3e1ec0a842a827da0841842d3ab8dc7030fd93c8716c59d51072594
employment_eligible__glasses__all_available,additive,144,91.02986761213322,0.004166758578102058,0.07264685319782455,0.00605390443315203,30,80,677cf1da6edab174a4602a7f120f8b789d38a6bf5dce45f3448b8c60bc440b58
employment_eligible__glasses__all_available,additive,48,89.51826562925936,0.004097567216035569,0.052409010774544074,0.004367417564545328,31,114,2bd9d2339bae36f1a197921cda450f310f35cd802084e4d7f30f755a00ae1760
employment_eligible__glasses__all_available,additive,141,84.32044497310042,0.003859644604758481,0.15582658159064341,0.012985548465886917,32,9,078df5b626bba57888b0a389ec9fbfe5fafffaa4f93efd08b1e27288b4e58375
employment_eligible__glasses__all_available,additive,118,81.33408243523716,0.0037229482429117916,0.09860899768182264,0.008217416473485199,33,57,49af106ab9ca9f9e7103a9a76ad35d05a83bfd4b8569e6cd4e30a284164429a4
employment_eligible__glasses__all_available,additive,120,77.07844432798444,0.0035281526548939335,0.11817316703627764,0.009847763919689778,34,31,a1fd4ce8bf6d86588de575ef164248150e1a79fd3ab0568868e8aa0d5530d496
employment_eligible__glasses__all_available,additive,137,74.44899526287585,0.0034077934833920374,0.12160914029965951,0.010134095024971599,35,26,e22a0a64549d37a744c27304cf911a420ca8fe47b6ba65bf0cb9353cad01a0e8
employment_eligible__glasses__all_available,additive,143,67.43957205329374,0.0030869474242664827,0.15589742087809458,0.01299145173984118,36,8,d1232f621416eac39c2374fcf065b114ed1e484bdee4bcb5ef0cb5f74fcd9bd5
employment_eligible__glasses__all_available,additive,143,65.31897216020963,0.002989880076735233,0.1153110268055525,0.009609252233796016,37,34,4b8e3ad1639e928e4b7a1a46c7cb58eae653f788fa6474797c0ea608241dabe5
employment_eligible__glasses__all_available,additive,138,61.7906175508084,0.0028283748233391606,0.11652835925936623,0.00971069660494716,38,33,d7d2b9a9d8f25feddce9f88ffb749cc304ec5be5b5aeaf632a27d61cb5611a0f
employment_eligible__glasses__all_available,additive,133,58.52791631039127,0.0026790294629875627,0.05805506307121117,0.004837921922600918,39,104,52bb67001e902611c63090cb92f0aa89e7fdecc10ba264e30671a018e6ddf03f
employment_eligible__glasses__all_available,additive,134,58.067431405422454,0.0026579514423532716,0.11457077815516029,0.009547564846263332,40,35,5eb46b981e4005e33d96a0cc9651494dcf5ae1bc1dd9ac8fb75c46abf55e46cc
employment_eligible__glasses__all_available,additive,94,54.62179369429094,0.0025002324335652647,0.07584655242080131,0.006320546035066759,41,77,a221f54728b8ba94ec760544ee809964912f91688224bcc3db48428194d12343
employment_eligible__glasses__all_available,additive,143,52.131962651804926,0.0023862640721203383,0.10896912051668774,0.009080760043057287,42,40,30e2d49f6a8ab0d7d654607cff1af9a5dec7ebc9a7acf4e7d08eac2082514971
employment_eligible__glasses__all_available,additive,142,50.46317933498217,0.002309877965199998,0.1293835975158376,0.010781966459653106,43,20,a37301b5869c2e4c24a7944578260a437f7745a132c0ddfb5e64988a399de19f
employment_eligible__glasses__all_available,additive,142,50.00122241767077,0.002288732565361316,0.06330197114746004,0.005275164262288323,44,89,54d0f13cb3fc5d127cb19ce7dae1ba10a3f2745d09c6a26312ca7e4cd1470247
employment_eligible__glasses__all_available,additive,141,46.72953033268095,0.002138975662295987,0.11869633370585402,0.009891361142154475,45,30,7751f81e7a698fc10e15532f1be1e1f3267cac36cca83333d9e6ccccb6120886
employment_eligible__glasses__all_available,additive,116,45.155959993814264,0.0020669477896898556,0.04987366964056427,0.004156139136713678,46,117,c80c3383910e6ae191a42a693058b240d90d7ad064a88026c9bec02fd438e943
employment_eligible__glasses__all_available,additive,135,42.55417812875977,0.0019478550436610655,0.0610337917735487,0.005086149314462378,47,96,4312af0128110b115e208f024e90f9cbb0b67b52f6f19e0b21ba76dc565d7351
employment_eligible__glasses__all_available,additive,143,42.090821626474565,0.0019266455798744905,0.09502453578315247,0.007918711315262684,48,60,2dd24eacfa66a7d7686bc4b9b3011852913cc978f586968bbae3ae755c10ab42
