"path","line","level","id","text","blank_before","blank_after","recognized_current","prospective_id","recognized_prospective"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",39,2,"sec-disposition","Disposition and controlling record",TRUE,TRUE,TRUE,"sec-disposition",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",47,2,"sec-construction","Construction and exact samples",TRUE,TRUE,TRUE,"sec-construction",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",79,2,"sec-model","Likelihood and repeated-measures structure",TRUE,TRUE,TRUE,"sec-model",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",113,2,"sec-estimands","Means, contrasts and multiplicity",TRUE,TRUE,TRUE,"sec-estimands",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",172,2,"sec-calibration","Calibration and coverage",TRUE,TRUE,TRUE,"sec-calibration",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",204,2,"sec-sensitivity","Sensitivity battery and preserved failures",TRUE,TRUE,TRUE,"sec-sensitivity",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",245,3,"","Actual-date temporal models",TRUE,TRUE,TRUE,"actual-date-temporal-models",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",268,3,"","Calendar and complementary chest",TRUE,TRUE,TRUE,"calendar-and-complementary-chest",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",280,2,"sec-r2","Point-only variance decomposition",TRUE,TRUE,TRUE,"sec-r2",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",319,2,"sec-reuse","Exact exploratory reuse",TRUE,TRUE,TRUE,"sec-reuse",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",333,2,"sec-displays","Current four-figure display chain",TRUE,TRUE,TRUE,"sec-displays",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",352,2,"sec-provenance","Preservation and reproducibility",FALSE,TRUE,FALSE,"sec-provenance",TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",375,2,"sec-review","Review state",TRUE,TRUE,TRUE,"sec-review",TRUE
