role,path,sha256,bytes
builder,scripts/hypotheses/H04/build_h04_manuscript_figure3_candidate_author_revision2.R,d8436d14198b8d6905ff35968bd6af260d1d4b20687c81811f9458dc089ac1dc,31619
initial_verifier,tests/hypotheses/H04/test_h04_manuscript_figure3_candidate_author_revision2.R,4dbeaf5867abd0dc7a80d5d066c39891135db693c8d4c68bc3d900fdb8786c55,30774
continuation_verifier,tests/hypotheses/H04/test_h04_manuscript_figure3_candidate_author_revision2_continuation.R,d187320702a2900b4c5a047bf82322f0c9e860357416b9a9a08c2ebbeafd4abb,19519
candidate_png,/private/tmp/h04_manuscript_figure3_revision2_candidate.rQOxku/H04_manuscript_figure3_candidate.png,f7e85d44db0d80b9102ffaac0f9a3f4c1dfdbe3c39074fdfaff333dc3039f4ec,2387456
candidate_svg,/private/tmp/h04_manuscript_figure3_revision2_candidate.rQOxku/H04_manuscript_figure3_candidate.svg,9acc8907c5244a6d4557a260058060096c7de40f05f0aea235eb6d4b0dc4869b,229085
candidate_png_170mm,/private/tmp/h04_manuscript_figure3_revision2_candidate.rQOxku/H04_manuscript_figure3_candidate_170mm.png,4734d951fd3f2e96f82998a042e953ea967c3645aac8de75d6b86c5b9488c570,1739923
panel_d_png,/private/tmp/h04_manuscript_figure3_revision2_candidate.rQOxku/H04_manuscript_figure3_panel_d.png,51a44e36f55ead27315975f01db86a46f249eac784e2a41aeadb28d126db2164,1516941
candidate_output_manifest,/private/tmp/h04_manuscript_figure3_revision2_candidate.rQOxku/H04_manuscript_figure3_candidate_outputs.csv,eaa9545ff52546f18908b0446f724fe93a659cdd764b71f0919d230f011f13a2,2409
initial_22_gate_results,audit/hypotheses/H04/manuscript_figure3_candidate/author_revision2_2026_08_31/h04_manuscript_figure3_revision2_test_results.csv,4cbad35e28ecc3f6588a92297c087aa9c453f93c708317abcf602e2174a84a03,2607
continuation_manifest,audit/hypotheses/H04/manuscript_figure3_candidate/author_revision2_verifier_continuation_2026_08_31/h04_manuscript_figure3_revision2_continuation_manifest.csv,c4846db7f2da51fd03daa35b9802f1f799321470b426b8a05cc0b5ccabd702ec,2463
completed_22_gate_results,audit/hypotheses/H04/manuscript_figure3_candidate/author_revision2_verifier_continuation_2026_08_31/h04_manuscript_figure3_revision2_completed_22_gate_results.csv,10ec7674e11d0a119cdad1ae489edaac5369e75669dc58c32883b83ab6512d8d,3330
reverse_proof,audit/hypotheses/H04/manuscript_figure3_candidate/author_revision2_verifier_continuation_2026_08_31/h04_manuscript_figure3_revision2_reverse_proof.csv,9b608548eb087ad6acc81f9f36177e0d6a6ae2562c6b8d7da374585cb1779908,331
completion_record,audit/hypotheses/H04/manuscript_figure3_candidate/author_revision2_verifier_continuation_2026_08_31/h04_manuscript_figure3_revision2_completion.md,5d094d7e393c9fc0498f22b0d7516c51773f959b80140c747bac37f73a09ddb8,5249
