data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,predictor,comparison_status,p_raw,observations,participants,participant_days,unavailable_reason,statistic,degrees_freedom,comparison_method,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
gap_timing_unaware,chest,paired_common_sample,1,interdaily_stability,Interdaily stability,IS,age,UNAVAILABLE,,,,,This analysis does not recompute participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,2,intradaily_variability,Intradaily variability,IV,age,UNAVAILABLE,,,,,This analysis does not recompute participant-level IS or IV on identical paired participant-day sets; no approximation was made,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,—,—
gap_timing_unaware,chest,paired_common_sample,3,daily_geometric_mean_medi,Mean melEDI,Mean,age,ESTIMABLE,0.018838598999517578,640,112,640,,5.516436229335227,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.07316918404125666,0.03208954892308281,0.010274823871878308,0.13606354421063502,normal,ESTIMABLE,1.1835025119435838,1.02394074248977,1.367928960782383,ratio,ratio,0.0073169184041256665,0.0010274823871878308,0.013606354421063501,,,,1.016990552294473,1.0023686664965283,1.0318257324135938,0.484410850370828,0.1510477810008672,0.021210969704771657,0.2808845922969627,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,5.092033461551182e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.04575088328454269,TRUE,TRUE,0.019,0.046
gap_timing_unaware,chest,paired_common_sample,4,m10_mean_medi,Brightest 10 h mean,M10mean,age,ESTIMABLE,0.001778030947672129,640,112,640,,9.765645318680754,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.13527535404808572,0.04418752675439933,0.04866939304356299,0.22188131505260844,normal,ESTIMABLE,1.365448592280959,1.1185860349275158,1.6667916458324714,ratio,ratio,0.013527535404808572,0.0048669393043562995,0.022188131505260843,,,,1.0316384859413281,1.0112695704051475,1.0524176706404127,0.7414293124199547,0.18245212562012128,0.06564266104439644,0.29926159019584614,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,7.355538400588557e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.007036760924740498,TRUE,TRUE,0.002,0.007
gap_timing_unaware,chest,paired_common_sample,5,l10_mean_medi,Darkest 10 h mean,L10mean,age,ESTIMABLE,0.2882399006989298,640,112,640,,1.1278242772140743,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.02284604606937664,0.022406730252970564,-0.066762430376502993,0.021070338237749706,normal,ESTIMABLE,0.948754729681481,0.8575067939865976,1.049712426076765,ratio,ratio,-0.002284604606937664,-0.0066762430376503,0.0021070338237749705,,,,0.9947533156701949,0.9847449378420439,1.0048634128602858,0.3206857516502914,-0.07124122587862997,-0.2081864567818641,0.06570400502460416,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.8324897155252984e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.49000783118818064,FALSE,FALSE,0.288,0.490
gap_timing_unaware,chest,paired_common_sample,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,age,ESTIMABLE,6.198530681849891e-5,640,112,640,,16.041007567665474,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.2690598809742835,0.06525390776729685,0.14116457189988324,0.3969551900486838,normal,ESTIMABLE,1.3087335069376032,1.1516141557200317,1.4872892831977234,ratio,ratio,0.026905988097428352,0.014116457189988324,0.03969551900486838,,,,1.027271222501629,1.0142165648724009,1.0404939153333168,1.5117590436363686,0.17797801978223318,0.09337769302198287,0.26257834654248347,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.0010537502159144814,TRUE,TRUE,<0.001,0.001
gap_timing_unaware,chest,paired_common_sample,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,age,ESTIMABLE,0.0020696355661001466,592,111,592,,9.486728304833832,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.15865949964658282,0.05064594787076666,0.05939526585698718,0.25792373343617847,normal,ESTIMABLE,1.171938833148554,1.0611946118508417,1.294240107614343,ratio,ratio,0.01586594996465828,0.0059395265856987175,0.025792373343617846,,,,1.015992482449114,1.00595720054806,1.0261278748546494,2.2726598553940227,0.06981225072903627,0.026134692226826666,0.11348980923124587,592,,,8,62,49,18,68,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.007036760924740498,TRUE,TRUE,0.002,0.007
gap_timing_unaware,chest,paired_common_sample,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,age,ESTIMABLE,0.0038241242589550587,615,112,615,,8.365495071971736,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.1705003757493653,0.06035004906326006,-0.2887842983785802,-0.0522164531201504,normal,ESTIMABLE,-0.1705003757493653,-0.2887842983785802,-0.0522164531201504,difference,h,-0.01705003757493653,-0.028878429837858023,-0.00522164531201504,-10.230022544961917,-17.327057902714813,-3.132987187209024,-0.01705003757493653,-0.028878429837858023,-0.00522164531201504,1.014137715110269,-0.16812349369220184,-0.2847584643345802,-0.05148852304982347,615,,,8,63,49,18,68,TRUE,TRUE,FALSE,1.3881162885809317e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.010835018733706,TRUE,TRUE,0.004,0.011
gap_timing_unaware,chest,paired_common_sample,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,age,ESTIMABLE,0.8430773435534801,621,112,621,,0.03918766375318228,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,-0.0036940225612700607,0.01865018120199404,-0.04024770602232431,0.032859660899784184,normal,ESTIMABLE,0.9963127919465073,0.9605514752958165,1.0334055018660462,ratio,ratio,-3.6940225612700606e-4,-0.004024770602232431,0.0032859660899784184,,,,0.9996306659644859,0.9959833179318313,1.0032913707948214,2.1143937403400113,-0.0017470835685864416,-0.01903510460443009,0.015540937467257205,621,,,8,63,49,18,68,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,1,FALSE,FALSE,0.843,1.000
gap_timing_unaware,chest,paired_common_sample,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,age,ESTIMABLE,4.6787197126661896e-4,640,112,640,,12.239546589463657,1,maximum-likelihood likelihood-ratio test,per 10-year increase,age_decade,0.07443304593017455,0.021585174491793212,0.032126881326247206,0.1167392105341019,normal,ESTIMABLE,1.186951697629076,1.0767797543236615,1.3083960084199984,ratio,ratio,0.007443304593017455,0.0032126881326247207,0.01167392105341019,,,,1.0172865548222707,1.0074249168090474,1.0272447279744221,0.3945873449103506,0.1886351574379193,0.08141893484583589,0.2958513800300027,640,,,8,63,49,18,68,TRUE,TRUE,FALSE,2.5551116777933203e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.003976911755766261,TRUE,TRUE,<0.001,0.004
