run_id,placement,bin,observations,fitted_mean_lx,residual_mean,residual_q25,residual_q75
reader_temporal_raw_mean__near_eye,Near-eye,1,748,0.003097717687003014,-0.4305327810074331,-0.49830377183845903,-0.4051266578092081
reader_temporal_raw_mean__near_eye,Near-eye,2,748,0.009235778509982813,-0.5846056075046157,-0.6371811232557565,-0.5600030891453698
reader_temporal_raw_mean__near_eye,Near-eye,3,748,0.024183402326829747,-0.7118638217592675,-0.824229127885804,-0.7024893707400695
reader_temporal_raw_mean__near_eye,Near-eye,4,748,0.05831386164283592,-0.8474751512222338,-1.0229436791178677,-0.8710538961958072
reader_temporal_raw_mean__near_eye,Near-eye,5,748,0.14342888140552948,-0.9221839723573856,-1.257887152176136,-1.0297410644793055
reader_temporal_raw_mean__near_eye,Near-eye,6,748,0.37895543097900175,-1.0052471120294622,-1.5560993209750666,-1.1204722411661336
reader_temporal_raw_mean__near_eye,Near-eye,7,748,0.9868535715331208,-0.8674174786634502,-1.8530404934037605,-0.30776658664132184
reader_temporal_raw_mean__near_eye,Near-eye,8,747,2.343018785944994,-0.7808478460203011,-2.1595132648600575,0.2809145623770633
reader_temporal_raw_mean__near_eye,Near-eye,9,747,4.620329858908524,-0.6194682736849835,-2.3022810417655055,0.4760392977682092
reader_temporal_raw_mean__near_eye,Near-eye,10,747,7.856216736257617,-0.580268583263481,-2.201008056291085,0.5007781476058153
reader_temporal_raw_mean__near_eye,Near-eye,11,747,12.386630924440105,-0.6575908569669073,-2.0495344443565857,0.43953394612952496
reader_temporal_raw_mean__near_eye,Near-eye,12,747,18.45426312557643,-0.847400073160707,-2.1961072886386312,0.2539177103305661
reader_temporal_raw_mean__near_eye,Near-eye,13,747,26.764622875435414,-0.7608147232502577,-2.1971699662878645,0.3365065514038515
reader_temporal_raw_mean__near_eye,Near-eye,14,747,37.37931707399216,-0.9465362722863326,-2.5483483167153613,0.27318964579289373
reader_temporal_raw_mean__near_eye,Near-eye,15,747,51.92051990271593,-0.7479753554916988,-2.3658864269706275,0.5999798639026557
reader_temporal_raw_mean__near_eye,Near-eye,16,747,70.67361093988225,-0.6806985372264381,-2.524075244780649,0.8255103299299911
reader_temporal_raw_mean__near_eye,Near-eye,17,747,93.78240692514454,-0.5345525916116708,-2.494507364145046,0.9224151070475916
reader_temporal_raw_mean__near_eye,Near-eye,18,747,124.69005417626728,-0.5455655967117338,-2.414067447515836,0.8790564279282997
reader_temporal_raw_mean__near_eye,Near-eye,19,747,160.26927129803886,-0.5107788734760103,-2.304421520837443,1.1434068721257682
reader_temporal_raw_mean__near_eye,Near-eye,20,747,207.39180705629596,-0.4948463723934066,-2.33461132115442,1.0759996997742847
reader_temporal_raw_mean__near_eye,Near-eye,21,747,272.2916292829664,-0.6639989135344389,-2.688755592614088,0.6751376417736711
reader_temporal_raw_mean__near_eye,Near-eye,22,747,384.39864604275226,-0.9441405160701898,-3.2179295493460334,0.7577221779540444
reader_temporal_raw_mean__near_eye,Near-eye,23,747,600.3276162000953,-1.0183817217564741,-3.737196477541186,1.0356251802916878
reader_temporal_raw_mean__near_eye,Near-eye,24,747,2163.428443410667,-0.8104443473552068,-5.016873482246767,2.5505880433041
reader_temporal_raw_mean__chest,Chest,1,813,0.00158563711407699,-0.3523316758661696,-0.4732153547830123,-0.27362217782860404
reader_temporal_raw_mean__chest,Chest,2,813,0.007655197430202498,-0.5825690947499582,-0.6485945338803716,-0.5590277481002001
reader_temporal_raw_mean__chest,Chest,3,813,0.020946268467415652,-0.6755369222569707,-0.8155718814065012,-0.7144616249612584
reader_temporal_raw_mean__chest,Chest,4,813,0.052995118353992496,-0.8558417477770396,-1.0280912382396996,-0.8877451172502157
reader_temporal_raw_mean__chest,Chest,5,813,0.1435587252853857,-0.8595075135936946,-1.2885156431460303,-1.0638494810102288
reader_temporal_raw_mean__chest,Chest,6,813,0.40550662701004053,-1.0207572409416024,-1.594560725570934,-1.0034953949970804
reader_temporal_raw_mean__chest,Chest,7,813,1.141426107383213,-0.8805530189713989,-1.9152215865570632,-0.34294694678263066
