path,role,sha256,bytes
audit/report_harmonization/owner_orders/48d_h06_daily_final_no_rerender_verifier_and_result_acceptance.md,controlling order,5f501464a2e90854dc09d1da2c4f07c27e078f3fd164b2067534996aaa398e2c,11732
audit/report_harmonization/owner_orders/48d_h06_daily_authorized_verifier_transition.csv,authorized verifier transition,e985c74053d4e9ce7c3793a2453dd7b6b888cfeb806d4db9d1bedf83206f204c,429
audit/report_harmonization/owner_orders/48d_h06_daily_authorized_evidence_additions.csv,authorized protected additions,78c2977ca017decde7cd88ad0df077e821f64cd68bd0c57c9224e6692cbc3f9f,3361
audit/report_harmonization/owner_orders/48d_h06_daily_prospective_verifier_audit.csv,prospective full-path audit,738a9d18a4b412edf554fdec21edea0af4b4f3f3634cd94743bff727b476a125,1551
audit/report_harmonization/report018_h06_daily_order48c_verifier_gate_stop_independent_acceptance.md,independent stop acceptance,b975ed9d386360c381fb139d8b3acfb7b59a3ebb3f162605ef075b1cdc7e947a,3206
audit/report_harmonization/report018_h06_daily_order48c_verifier_gate_stop_independent_acceptance_manifest.csv,independent acceptance manifest,8336dbae4b05ce8dce6934ce7e344fa657d6debeab90e53a2838d4e013338e33,2665
scripts/report_harmonization/check_h06_daily_order48c_verifier_gate_stop.R,independent stop checker,97af7cd915912214346d44bf57ee239453935e966ada7a108384106d7ddd958d,6641
tests/hypotheses/H06_daily/test_h06_daily_order48_display_repair.R,stopped verifier preimage,54ed2e2ece2e90d1e316f3a94869b280d0cc7487b88df9ba480f560f7b25f543,66167
artifacts/12_manifests/H06_daily/H06_daily_order48a_display_manifest.csv,historical current display manifest,395c112968c00294cbc085246894feae9cd7746e4e5c5714b96cb9e59fd90fc6,5361
notebooks/hypotheses/H06_daily.qmd,accepted result source,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,65349
_build/nathealth/notebooks/hypotheses/H06_daily.html,preserved result HTML,74a63bd09b266709630e92241a17735298dffd5fc6d1746887621eb6288f2e6c,11946551
_quarto-nathealth.yml,normal profile,80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3,7480
audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,held companion source,ef4fde67d5dd2ebbb14deb76c025b5ac2ac9b6a34f7b34ca62c2fdb382bde709,35409
_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,held companion HTML,7f3adfd0d80c9e083baa34f6aa056bc12e0a30e233f786fbc55a6ad6ac176259,4613650
scripts/hypotheses/H06_daily/refresh_h06_daily_order48_figures.R,display refresh implementation,154091b99da11b51b8e41a53f1532c0bf7a57f44ec6e58b35d0fa19913bf2ce6,34869
audit/report_harmonization/phase4_corpus_manifest.csv,current corpus manifest,73f1a371f8352f1baf69d38f1613de1a662112642370b0cc89798b4d6d469334,11937
audit/hypotheses/H06_daily/report018_order48a_display_repair/gt_html_semantic_post_render_summary.csv,semantic summary,bafde8ff09dda671e725d72adfa458f58bd599cba41a6881ed5a75862c9a917a,471
audit/hypotheses/H06_daily/report018_order48a_display_repair/001__build__nathealth__notebooks__hypotheses__H06_daily.html_gt_semantic_ledger.csv,semantic ledger,09fde59b3495da6e3bac7b6e0d389d09fa7ded61c5a5c72283913945e4ea310e,249113
