path,role,sha256,bytes
audit/report_harmonization/owner_orders/48c_h06_daily_no_rerender_verifier_and_result_acceptance.md,controlling owner order,54f61abd4e377fc750bd878beb5939cbdb099913bfed9bca56d50a34a81098a8,9945
audit/report_harmonization/report018_h06_daily_order48b_verifier_stop_independent_acceptance.md,independent stopped-state acceptance,56aea8f135784bb59de80a91a5103ade23255648a33701701cf0670497c043b5,4568
audit/report_harmonization/report018_h06_daily_order48b_verifier_stop_independent_acceptance_manifest.csv,independent non-circular acceptance manifest,a1835fa30e478b1da95a16f175c6d196fb342e2781b849a8752dba6fa45bfc62,3568
scripts/report_harmonization/check_h06_daily_order48b_verifier_stop.R,independent stopped-state checker,35001c9b2f2de1c85fa0472a63b23f361d721400eb0a27722d05c1f5118fbf82,11888
audit/report_harmonization/owner_orders/48c_h06_daily_authorized_evidence_additions.csv,exact evidence-addition classification,39e36b34ea787ff109994efd0768a036e2e7a22b47a1c7de63a3b3967f82ca9a,2017
audit/report_harmonization/owner_orders/48c_h06_daily_authorized_verifier_transition.csv,exact verifier transition,a293539fadfcef6b51c31f239a0b07506f01ce206d367509367376f85b689466,290
audit/hypotheses/H06_daily/report018_order48b_environment_retry_stop/order48b_postrender_verifier_fail_closed.md,owner stop record,b4b77a732b68a4e1155126474159e664481d4d77bac230c6d3e2da4822e11aab,3783
audit/hypotheses/H06_daily/report018_order48b_environment_retry_stop/order48b_render_and_gate_summary.csv,owner render summary,cbd30fcad685092ed0a6cc6b0a34f482ba946952dcb789a5b4a2aec4be25a290,1797
audit/hypotheses/H06_daily/report018_order48b_environment_retry_stop/order48b_main_element_diagnostic.csv,owner verifier diagnosis,9fd099b34fd1e59f5c796f9623800c4cdf86fd0fdcfae10f712ab11f9375c29f,936
audit/hypotheses/H06_daily/report018_order48b_environment_retry_stop/order48b_process_teardown.csv,owner process teardown,2ee944ef160772f1cbaf6f3f720693e9fc76dd1d2a0e782b42f91e9f491ad4ec,369
audit/hypotheses/H06_daily/report018_order48b_environment_retry_stop/order48b_stop_manifest.csv,owner non-circular stop manifest,da262ec774d7d3998e310dee74a75359141278639a03c7dd9c0a66ca69694fcc,5449
audit/report_harmonization/owner_orders/48b_h06_daily_environment_startup_retry_and_result_completion.md,controlling prior order,b49869952c4294504cb3dea0d2ea53fdca5da6ee7cd8574bd87d4412cceda080,8374
