"path","bytes","sha256","observed_sha256","observed_bytes","passed"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/_quarto.yml",400,"7b1d2b50c29febafddd7a70e6ff6c7d862debafddb7f27189113f34ab326be66","7b1d2b50c29febafddd7a70e6ff6c7d862debafddb7f27189113f34ab326be66",400,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.html",2640506,"37d38f0c97a7638fbeba1cd974b6bf5a3a81c9d7be4200d5af9a7ec656695308","37d38f0c97a7638fbeba1cd974b6bf5a3a81c9d7be4200d5af9a7ec656695308",2640506,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd",35551,"988a9a532e0406da22e254bdc1548c9af5c13134f2abd184cd3127be81d862e7","988a9a532e0406da22e254bdc1548c9af5c13134f2abd184cd3127be81d862e7",35551,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.html",4366111,"88abd9927cc8f81690346c95626903031b7735797bfa3b2786d517c3d417f198","88abd9927cc8f81690346c95626903031b7735797bfa3b2786d517c3d417f198",4366111,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/14_cross_state_association_preparation_and_provenance.qmd",17182,"4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272","4009da02e9239835a0b3a74381472034bc5d478f5b7491e73e80ce88548c4272",17182,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/code/boundary_model_contract.R",13006,"a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd","a0c8e8c62c9ef0dd4402abca414fba2e735ca13157cec6477669ccf031fdc5dd",13006,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/completion_v2/continued_final_package_011/final_manifest.csv",435249,"c1ce90bf88ff3597d6a75419ee331f091d0a867735117e8785973e1f172af696","c1ce90bf88ff3597d6a75419ee331f091d0a867735117e8785973e1f172af696",435249,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.html",2708031,"e3e189ea1fa1b4038de4b8fdcc3f6a811dcaf6c8a3231bda45e21a2c5e4f65f7","e3e189ea1fa1b4038de4b8fdcc3f6a811dcaf6c8a3231bda45e21a2c5e4f65f7",2708031,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/implementation_and_reconciliation.qmd",15702,"92c3e5f4d49878c667cd4fcdaea6ee812ff9e3ea84f916f448aa2ee75a9c2013","92c3e5f4d49878c667cd4fcdaea6ee812ff9e3ea84f916f448aa2ee75a9c2013",15702,TRUE
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/main_linkage_b_amendment/stage2/r2/manifest.csv",2462,"24ebbf2c91ecb0a8d8f0eee659d69d83bcca5114846715fc15c23b09f2bebc98","24ebbf2c91ecb0a8d8f0eee659d69d83bcca5114846715fc15c23b09f2bebc98",2462,TRUE
