timestamp,call_id,within_call_index,image_path,metadata_path,bytes,sha256
2026-09-14T18:47:02.047Z,call_xeh1oduU9jJf64AG9GsyonnY,1,evidence/candidate_qa/browser_captures/2026-09-14T184702047Z_call_xeh1oduU9jJf64AG9GsyonnY_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184702047Z_call_xeh1oduU9jJf64AG9GsyonnY.json,145587,7a28ed37b2d01fecaff8b5e559719546181bb739e79166b3ca7cfb56bbea6f7a
2026-09-14T18:47:02.047Z,call_xeh1oduU9jJf64AG9GsyonnY,2,evidence/candidate_qa/browser_captures/2026-09-14T184702047Z_call_xeh1oduU9jJf64AG9GsyonnY_2.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184702047Z_call_xeh1oduU9jJf64AG9GsyonnY.json,147448,c173bb297d921f2d36ac972fd7e5bb12aec3372cda9678fa54c6eb65925af3b1
2026-09-14T18:47:27.270Z,call_pqNls6RsY7n3jcnzCriuqVOf,1,evidence/candidate_qa/browser_captures/2026-09-14T184727270Z_call_pqNls6RsY7n3jcnzCriuqVOf_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184727270Z_call_pqNls6RsY7n3jcnzCriuqVOf.json,145554,28411871fe26258f7816c47dcc980ddb31f0e60194713828d59bd83c1b215249
2026-09-14T18:47:53.534Z,call_hpjpJvM49x5U3fugkb9hzp5O,1,evidence/candidate_qa/browser_captures/2026-09-14T184753534Z_call_hpjpJvM49x5U3fugkb9hzp5O_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184753534Z_call_hpjpJvM49x5U3fugkb9hzp5O.json,99252,a98d73988c716814d87efc0df77febb9ca014499b3802a7ff57ccaca6a28f297
2026-09-14T18:49:14.331Z,call_vxTYLAWhyY3PWqBoH5bRNmAv,1,evidence/candidate_qa/browser_captures/2026-09-14T184914331Z_call_vxTYLAWhyY3PWqBoH5bRNmAv_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184914331Z_call_vxTYLAWhyY3PWqBoH5bRNmAv.json,76158,ac38f5ffd406d911e47c9c76b95ea3cb33d405ef930112f9349a568359a508f2
2026-09-14T18:49:41.398Z,call_DCYnNClloNJ3F5D2Mn8hputq,1,evidence/candidate_qa/browser_captures/2026-09-14T184941398Z_call_DCYnNClloNJ3F5D2Mn8hputq_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184941398Z_call_DCYnNClloNJ3F5D2Mn8hputq.json,71178,f6090704c502df41710b6475a98fa12affba6e01602fb09edba9d7c69470f00a
2026-09-14T18:49:41.398Z,call_DCYnNClloNJ3F5D2Mn8hputq,2,evidence/candidate_qa/browser_captures/2026-09-14T184941398Z_call_DCYnNClloNJ3F5D2Mn8hputq_2.jpg,evidence/candidate_qa/browser_captures/2026-09-14T184941398Z_call_DCYnNClloNJ3F5D2Mn8hputq.json,111050,0f04b377d25b1dc674380db78aaa7add92accc6768878420d3068d356d6989ba
2026-09-14T18:55:10.895Z,call_02p8Jnn6axMTaI7hSpggbV5b,1,evidence/candidate_qa/browser_captures/2026-09-14T185510895Z_call_02p8Jnn6axMTaI7hSpggbV5b_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T185510895Z_call_02p8Jnn6axMTaI7hSpggbV5b.json,142454,13a4a5a83c1d444372861785c32151e1e29dd9d9fe946569e050dbed38e77df9
2026-09-14T18:55:10.895Z,call_02p8Jnn6axMTaI7hSpggbV5b,2,evidence/candidate_qa/browser_captures/2026-09-14T185510895Z_call_02p8Jnn6axMTaI7hSpggbV5b_2.jpg,evidence/candidate_qa/browser_captures/2026-09-14T185510895Z_call_02p8Jnn6axMTaI7hSpggbV5b.json,142454,13a4a5a83c1d444372861785c32151e1e29dd9d9fe946569e050dbed38e77df9
2026-09-14T18:55:48.851Z,call_SbpQVSZsV91wOFjqEh4xJDrf,1,evidence/candidate_qa/browser_captures/2026-09-14T185548851Z_call_SbpQVSZsV91wOFjqEh4xJDrf_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T185548851Z_call_SbpQVSZsV91wOFjqEh4xJDrf.json,108214,e69ada5a4edf4b276a4cea66f2c3233e307e1e57d2d67e9bf84b9189ef86afb7
2026-09-14T18:56:20.564Z,call_fHpJgi9vctNIuRnxyHLmxKWL,1,evidence/candidate_qa/browser_captures/2026-09-14T185620564Z_call_fHpJgi9vctNIuRnxyHLmxKWL_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T185620564Z_call_fHpJgi9vctNIuRnxyHLmxKWL.json,83195,484a51b253fb584a1a4bdeb0a8164758f47b078ef3ebf212bc4141140e232e59
2026-09-14T18:56:20.564Z,call_fHpJgi9vctNIuRnxyHLmxKWL,2,evidence/candidate_qa/browser_captures/2026-09-14T185620564Z_call_fHpJgi9vctNIuRnxyHLmxKWL_2.jpg,evidence/candidate_qa/browser_captures/2026-09-14T185620564Z_call_fHpJgi9vctNIuRnxyHLmxKWL.json,95409,503f107095ca8eb9d54e10901a593ed4cbe51842ecfd7a38601e5c3f090f2dc1
2026-09-14T19:01:44.122Z,call_7kNN2nNtrEFCvZ9Vav0lzT63,1,evidence/candidate_qa/browser_captures/2026-09-14T190144122Z_call_7kNN2nNtrEFCvZ9Vav0lzT63_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T190144122Z_call_7kNN2nNtrEFCvZ9Vav0lzT63.json,95409,503f107095ca8eb9d54e10901a593ed4cbe51842ecfd7a38601e5c3f090f2dc1
2026-09-14T19:02:03.778Z,call_21oWCWsJG7eFKGt4RYHJFS6q,1,evidence/candidate_qa/browser_captures/2026-09-14T190203778Z_call_21oWCWsJG7eFKGt4RYHJFS6q_1.jpg,evidence/candidate_qa/browser_captures/2026-09-14T190203778Z_call_21oWCWsJG7eFKGt4RYHJFS6q.json,83195,484a51b253fb584a1a4bdeb0a8164758f47b078ef3ebf212bc4141140e232e59
