"path","role","bytes","sha256"
"manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd","locked_main_source",78609,"bc24cc7393a550d50ea0d4c337ad637c6347bb4762293f6f127183dab1d9a5ff"
"manuscript/R0_NatHealth/supplementary_information_outline.qmd","locked_supplement_source",22767,"d7e7ca45a833f573fce99798044599b6387eb04755106116c961a0326c0d130a"
"manuscript/R0_NatHealth/supplementary_information_standalone.qmd","locked_supplement_wrapper",602,"84b88515af524e78f66ba947017afa195a000fa57663aa715d113fe1dab91f3b"
"manuscript/R0_NatHealth/manuscript_displays.css","locked_display_css",2956,"e990b471a30a52ba83d86ad0867edc3dd89bae0b5e0c9b7d8f91d376ba6096ea"
"manuscript/R0_NatHealth/display_assets/table3_metric_context.html","locked_main_table3_fragment",1888011,"081d0278badfb1f40d29ffd4cb8ac18b5a285f049323f9c5c2142eede7f727e0"
"manuscript/R0_NatHealth/_quarto.yml","locked_nested_quarto_config",435,"2aa2911f13d4532aa8ce98e38363a5c92b1d2bdc025b3c8bba49950077e76b33"
"manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html","accepted_main_html",30528125,"62fd223a4b5cdb5dfa646515cad47cac75dfbd06f5ac9e390615395acb6d9124"
"manuscript/R0_NatHealth/_output/supplementary_information_standalone.html","accepted_supplement_html",18525374,"4db7c0d6318da11c9b46959817a175ef773fee86029d6bbda23117c3bb9a3697"
"scripts/report_harmonization/repair_gt_html_semantics.R","accepted_semantic_engine",17747,"7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1"
"scripts/report_harmonization/post_render_gt_html_semantics.R","accepted_semantic_wrapper",21453,"28c1105840834e95a37f84eaded9a2c595b9febd568fbc763daef247a53d7205"
"tests/manuscript_nature_health/validate_phase3_brown.R","existing_manuscript_validator",28794,"b10ea3f1014062544f5afb095a8a99d72fcb84f3c3479ce8b6720120ca049c47"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/repair_mixed_gt_semantics.R","final_mixed_semantic_repair",7275,"30fe707420758a2f0207c4601bb8343e3d63ae2b1bf6965aa05469283af8f0b1"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/verify_rendered_manuscript.R","final_dom_validator",5905,"ab6ce8da8c6b2324c6e3e9cc8ac6f5f5bb8c51d1876a954e3782932577cab251"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/main_mixed_gt_semantic_ledger.csv","semantic_reverse_ledger",70290,"f05018c765d7996d802daa812052edcb6034eb18562fe6e70241c5c2d7bfde12"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/output_inventory_before.csv","pre_render_output_inventory",1790,"593fd6f3381fa0c29da50725b199e5c11394823e6c52dc7d31e0f0d14e824512"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/output_inventory_after.csv","post_render_output_inventory",3139,"af8e005210e245166e821c37217fa656e7a797cde335b816b9c1c5a785f5f7e6"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/final_checks.csv","final_gate_table",2563,"48ce7d0128121dba98dc8ce54be3fe73d6baa9114f1f14bd9ab25562dc8d01f5"
"audit/manuscript_nature_health/final_serial_render_2026_09_01/completion_record.md","completion_record",3126,"7a14948c2d5c31b5e62c9fb39385f9f284f4ef32f6ba1cf195b1f682ba2c2c05"
"renv.lock","locked_package_manifest",603493,"3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350"
