.model_row_id,site,participant_key,local_date,value,response_value,photoperiod_hours,photoperiod_centered_hours,latitude_deg,absolute_latitude_10deg_centered
BAUA::BAUA_S001::2025-06-11,BAUA,BAUA::BAUA_S001,2025-06-11,53,0.8833333333333333,18.13485554655393,4.263071579695284,51.498204,1.225052773019581
BAUA::BAUA_S001::2025-06-12,BAUA,BAUA::BAUA_S001,2025-06-12,71,1.1833333333333333,18.15373947189914,4.281955505040495,51.498204,1.225052773019581
BAUA::BAUA_S001::2025-06-13,BAUA,BAUA::BAUA_S001,2025-06-13,103,1.7166666666666666,18.170627665254806,4.29884369839616,51.498204,1.225052773019581
BAUA::BAUA_S001::2025-06-14,BAUA,BAUA::BAUA_S001,2025-06-14,62,1.0333333333333334,18.18549463795291,4.313710671094265,51.498204,1.225052773019581
BAUA::BAUA_S001::2025-06-15,BAUA,BAUA::BAUA_S001,2025-06-15,160,2.6666666666666665,18.198317792680527,4.3265338258218815,51.498204,1.225052773019581
BAUA::BAUA_S001::2025-06-16,BAUA,BAUA::BAUA_S001,2025-06-16,77,1.2833333333333334,18.20907755719291,4.337293590334264,51.498204,1.225052773019581
BAUA::BAUA_S002::2025-06-11,BAUA,BAUA::BAUA_S002,2025-06-11,94,1.5666666666666667,18.13485554655393,4.263071579695284,51.498204,1.225052773019581
BAUA::BAUA_S002::2025-06-12,BAUA,BAUA::BAUA_S002,2025-06-12,101,1.6833333333333333,18.15373947189914,4.281955505040495,51.498204,1.225052773019581
BAUA::BAUA_S002::2025-06-13,BAUA,BAUA::BAUA_S002,2025-06-13,166,2.7666666666666666,18.170627665254806,4.29884369839616,51.498204,1.225052773019581
BAUA::BAUA_S002::2025-06-14,BAUA,BAUA::BAUA_S002,2025-06-14,222,3.7,18.18549463795291,4.313710671094265,51.498204,1.225052773019581
BAUA::BAUA_S002::2025-06-15,BAUA,BAUA::BAUA_S002,2025-06-15,111,1.85,18.198317792680527,4.3265338258218815,51.498204,1.225052773019581
BAUA::BAUA_S002::2025-06-16,BAUA,BAUA::BAUA_S002,2025-06-16,44,0.7333333333333333,18.20907755719291,4.337293590334264,51.498204,1.225052773019581
BAUA::BAUA_S003::2025-06-11,BAUA,BAUA::BAUA_S003,2025-06-11,130,2.1666666666666665,18.13485554655393,4.263071579695284,51.498204,1.225052773019581
BAUA::BAUA_S003::2025-06-12,BAUA,BAUA::BAUA_S003,2025-06-12,145,2.4166666666666665,18.15373947189914,4.281955505040495,51.498204,1.225052773019581
BAUA::BAUA_S003::2025-06-13,BAUA,BAUA::BAUA_S003,2025-06-13,196,3.2666666666666666,18.170627665254806,4.29884369839616,51.498204,1.225052773019581
BAUA::BAUA_S003::2025-06-14,BAUA,BAUA::BAUA_S003,2025-06-14,263,4.383333333333334,18.18549463795291,4.313710671094265,51.498204,1.225052773019581
BAUA::BAUA_S003::2025-06-15,BAUA,BAUA::BAUA_S003,2025-06-15,214,3.566666666666667,18.198317792680527,4.3265338258218815,51.498204,1.225052773019581
BAUA::BAUA_S003::2025-06-16,BAUA,BAUA::BAUA_S003,2025-06-16,150,2.5,18.20907755719291,4.337293590334264,51.498204,1.225052773019581
BAUA::BAUA_S004::2025-06-11,BAUA,BAUA::BAUA_S004,2025-06-11,72,1.2,18.13485554655393,4.263071579695284,51.498204,1.225052773019581
BAUA::BAUA_S004::2025-06-12,BAUA,BAUA::BAUA_S004,2025-06-12,71,1.1833333333333333,18.15373947189914,4.281955505040495,51.498204,1.225052773019581
BAUA::BAUA_S004::2025-06-13,BAUA,BAUA::BAUA_S004,2025-06-13,89,1.4833333333333334,18.170627665254806,4.29884369839616,51.498204,1.225052773019581
BAUA::BAUA_S004::2025-06-14,BAUA,BAUA::BAUA_S004,2025-06-14,42,0.7,18.18549463795291,4.313710671094265,51.498204,1.225052773019581
BAUA::BAUA_S004::2025-06-15,BAUA,BAUA::BAUA_S004,2025-06-15,225,3.75,18.198317792680527,4.3265338258218815,51.498204,1.225052773019581
BAUA::BAUA_S004::2025-06-16,BAUA,BAUA::BAUA_S004,2025-06-16,100,1.6666666666666667,18.20907755719291,4.337293590334264,51.498204,1.225052773019581
BAUA::BAUA_S005::2025-06-11,BAUA,BAUA::BAUA_S005,2025-06-11,218,3.6333333333333333,18.13485554655393,4.263071579695284,51.498204,1.225052773019581
BAUA::BAUA_S005::2025-06-12,BAUA,BAUA::BAUA_S005,2025-06-12,130,2.1666666666666665,18.15373947189914,4.281955505040495,51.498204,1.225052773019581
BAUA::BAUA_S005::2025-06-13,BAUA,BAUA::BAUA_S005,2025-06-13,171,2.85,18.170627665254806,4.29884369839616,51.498204,1.225052773019581
BAUA::BAUA_S005::2025-06-14,BAUA,BAUA::BAUA_S005,2025-06-14,224,3.7333333333333334,18.18549463795291,4.313710671094265,51.498204,1.225052773019581
BAUA::BAUA_S005::2025-06-15,BAUA,BAUA::BAUA_S005,2025-06-15,357,5.95,18.198317792680527,4.3265338258218815,51.498204,1.225052773019581
